Clone,Heteroplasmy_bin,siRNA,well,Date Time,Elapsed,"A1, Image 1","A1, Image 2","A1, Image 3","A1, Image 4","A1, Image 6","A1, Image 7","A1, Image 8","A1, Image 9",Mean Confluency,SEM
17,low_het,Mock,A1,12/09/2022 18:00,0,2.492829,1.909692,2.628728,1.943291,2.782247,3.311161,2.170427,2.948331,2.52333825,0.175148812
17,low_het,Mock,A1,12/09/2022 21:00,3,3.398164,2.51079,3.408612,2.721058,3.304946,4.326784,2.967247,3.797258,3.304357375,0.20665737
17,low_het,Mock,A1,13/09/2022 00:00,6,3.745219,3.758878,4.458861,2.996202,3.878933,4.954722,3.28166,4.801956,3.984553875,0.247292678
17,low_het,Mock,A1,13/09/2022 03:00,9,5.354772,4.152576,6.173513,3.630628,4.772318,5.695613,4.751146,6.090131,5.077587125,0.322771906
17,low_het,Mock,A1,13/09/2022 06:00,12,6.794075,5.622746,7.830257,5.119578,6.754329,8.096319,6.540511,8.444464,6.900284875,0.41500599
17,low_het,Mock,A1,13/09/2022 09:00,15,7.349895,6.513058,8.757988,5.631557,9.017905,10.21491,8.51467,9.857952,8.232241875,0.567655556
17,low_het,Mock,A1,13/09/2022 12:00,18,7.904078,7.527658,9.547982,6.96644,9.443224,11.15651,9.215541,11.13828,9.112464125,0.553704783
17,low_het,Mock,A1,13/09/2022 15:00,21,10.85951,10.73604,13.03902,9.513358,12.51072,14.13379,12.17685,14.21622,12.1481885,0.59375299
17,low_het,Mock,A1,13/09/2022 18:00,24,12.39271,12.23162,17.5704,9.970838,13.46358,15.95471,13.3815,16.3525,13.91473225,0.893025785
17,low_het,Mock,A1,13/09/2022 21:00,27,15.27419,15.33257,20.01564,12.45377,18.34381,20.94747,15.79456,21.03987,17.400235,1.113244216
17,low_het,Mock,A1,14/09/2022 00:00,30,17.78518,17.11108,23.79856,14.65554,18.9994,23.05254,19.60617,24.06926,19.88471625,1.218682355
17,low_het,Mock,A1,14/09/2022 03:00,33,21.57411,22.04927,30.20739,17.73424,25.1527,26.2513,23.86008,27.18197,24.2513825,1.359607107
17,low_het,Mock,A1,14/09/2022 06:00,36,24.28063,25.59686,34.74786,22.73014,31.99253,34.74062,30.41329,34.41208,29.86425125,1.759795872
17,low_het,Mock,A1,14/09/2022 09:00,39,28.70609,28.87654,41.98119,24.08456,33.829,38.5661,34.69787,38.27592,33.62715875,2.133188465
17,low_het,Mock,A1,14/09/2022 12:00,42,36.38242,36.76704,49.85065,30.9769,43.8129,48.30632,41.2095,46.6945,41.75002875,2.342549467
17,low_het,Mock,A1,14/09/2022 15:00,45,44.81301,43.10772,62.26657,35.36433,51.31597,55.80426,48.2751,55.45182,49.5498475,3.004691864
17,low_het,Mock,A1,14/09/2022 18:00,48,54.13297,54.42159,74.04911,46.45289,64.97083,63.05767,56.27595,67.01842,60.04742875,3.115656457
17,low_het,Mock,A1,14/09/2022 21:00,51,62.44216,60.90083,83.04749,53.70165,74.35533,75.96167,70.51408,77.55266,69.80948375,3.503355628
17,low_het,Mock,A1,15/09/2022 00:00,54,73.05943,72.2228,91.32956,59.86075,81.93208,84.40948,78.17908,86.94779,78.49262125,3.533490608
17,low_het,Mock,A1,15/09/2022 03:00,57,83.56384,83.62386,95.9026,73.52798,93.93452,92.17152,88.128,96.25259,88.38811375,2.771852271
17,low_het,Mock,A1,15/09/2022 06:00,60,91.39423,89.69214,98.31956,83.54977,97.02756,96.87034,96.00858,98.91629,93.97230875,1.884223687
17,low_het,Mock,A1,15/09/2022 09:00,63,96.27184,94.50516,99.5363,92.24848,99.47702,99.33771,99.26867,99.78229,97.55343375,1.015965495
17,low_het,Mock,A1,15/09/2022 12:00,66,98.77499,96.8065,99.97656,96.85684,99.83554,99.86383,99.92521,99.8475,98.98587125,0.489640505
17,low_het,Mock,A1,15/09/2022 15:00,69,99.92658,99.28205,99.9401,99.19634,99.98981,99.95036,100,99.99139,99.78457875,0.119649166
33,low_het,Mock,A2,12/09/2022 18:00,0,6.048542,3.882622,3.083752,6.223843,5.615098,8.53174,5.526387,6.296232,5.651027,0.581499239
33,low_het,Mock,A2,12/09/2022 21:00,3,7.268289,4.854814,4.139805,7.019229,7.117705,9.747116,5.222561,7.188455,6.56974675,0.628621646
33,low_het,Mock,A2,13/09/2022 00:00,6,7.505737,5.869209,4.566897,8.179428,7.435874,11.522,6.619385,9.307254,7.625723,0.753800177
33,low_het,Mock,A2,13/09/2022 03:00,9,8.929945,6.996215,5.178513,8.81993,8.839049,12.86297,7.329135,11.09389,8.756205875,0.848374214
33,low_het,Mock,A2,13/09/2022 06:00,12,9.288611,7.855047,5.622269,9.521484,9.500107,14.27673,7.823154,11.76143,9.456104,0.930777591
33,low_het,Mock,A2,13/09/2022 09:00,15,10.0321,8.676518,6.852669,12.14939,11.67054,16.04157,9.216632,13.99933,11.07984363,1.059390699
33,low_het,Mock,A2,13/09/2022 12:00,18,13.41728,10.5395,7.889736,15.66045,14.95206,21.26727,12.71935,18.43142,14.35963325,1.502197995
33,low_het,Mock,A2,13/09/2022 15:00,21,15.93019,10.88007,8.392635,17.26979,16.99772,23.75703,14.75367,20.4092,16.04878813,1.731252777
33,low_het,Mock,A2,13/09/2022 18:00,24,19.14889,15.60089,10.5341,21.51674,21.76184,30.90704,17.76558,25.11657,20.29395625,2.173413054
33,low_het,Mock,A2,13/09/2022 21:00,27,22.86235,16.37661,12.98924,25.80891,24.55303,33.75259,21.10884,29.71988,23.39643125,2.381099833
33,low_het,Mock,A2,14/09/2022 00:00,30,31.56175,23.26826,16.25021,32.0402,31.09758,41.44893,24.59606,33.50723,29.2212775,2.705514103
33,low_het,Mock,A2,14/09/2022 03:00,33,35.36311,26.84045,20.38953,39.1351,36.96945,50.91442,32.55122,44.15516,35.789805,3.378624061
33,low_het,Mock,A2,14/09/2022 06:00,36,40.02881,29.59968,22.68281,44.49976,41.37819,57.75171,38.29238,49.2352,40.4335675,3.854552156
33,low_het,Mock,A2,14/09/2022 09:00,39,49.46787,36.93148,28.76332,52.91916,49.31592,69.42335,46.40481,61.61645,49.355295,4.537274367
33,low_het,Mock,A2,14/09/2022 12:00,42,59.16808,46.80138,34.65152,61.49544,58.5863,75.6013,54.68607,68.44862,57.42983875,4.455830351
33,low_het,Mock,A2,14/09/2022 15:00,45,69.16602,56.06773,38.67051,72.12556,69.36045,86.04355,67.42625,80.10831,67.3710475,5.161973131
33,low_het,Mock,A2,14/09/2022 18:00,48,76.03371,62.14762,44.97964,80.63107,77.41586,93.29224,77.6374,89.28376,75.1776625,5.428685026
33,low_het,Mock,A2,14/09/2022 21:00,51,83.76556,75.70708,54.65997,88.16542,85.52133,98.01983,86.74286,95.14546,83.46593875,4.772219525
33,low_het,Mock,A2,15/09/2022 00:00,54,93.68075,86.07142,63.24361,95.43732,95.11343,99.50481,94.6552,98.91792,90.8280575,4.197477656
33,low_het,Mock,A2,15/09/2022 03:00,57,97.77377,91.96759,71.99683,98.83904,98.16119,99.72212,98.00732,99.69939,94.52090625,3.333694062
33,low_het,Mock,A2,15/09/2022 06:00,60,99.74526,98.3156,85.92828,99.72704,99.80161,99.6442,99.78433,99.99515,97.86768375,1.715622624
33,low_het,Mock,A2,15/09/2022 09:00,63,99.73093,99.28034,92.08479,99.94871,99.96434,99.84498,100,99.99754,98.85645375,0.971074643
33,low_het,Mock,A2,15/09/2022 12:00,66,99.96593,99.68817,98.38731,100,99.99406,100,100,100,99.75443375,0.198960727
33,low_het,Mock,A2,15/09/2022 15:00,69,100,99.89059,99.47491,100,100,100,100,100,99.9206875,0.065105172
12,low_het,Mock,A3,12/09/2022 18:00,0,2.808812,2.821173,3.006719,4.352328,2.892468,3.808799,3.79323,5.534447,3.627247,0.339858482
12,low_het,Mock,A3,12/09/2022 21:00,3,4.508782,3.888152,4.244633,5.788284,4.581785,4.952333,4.640653,6.975933,4.947569375,0.349951469
12,low_het,Mock,A3,13/09/2022 00:00,6,5.304715,4.729295,5.464311,7.889396,6.349499,6.76744,7.051873,8.998302,6.569353875,0.503007865
12,low_het,Mock,A3,13/09/2022 03:00,9,5.681135,5.381405,6.268848,9.126967,7.169677,9.221959,9.525105,10.59816,7.871657,0.702398211
12,low_het,Mock,A3,13/09/2022 06:00,12,6.889478,5.79163,7.523834,10.69882,7.436149,9.521008,10.20555,11.93073,8.749649875,0.756769492
12,low_het,Mock,A3,13/09/2022 09:00,15,8.998443,7.718327,9.621529,12.15301,9.008685,11.76041,11.8666,14.91757,10.75557175,0.825586049
12,low_het,Mock,A3,13/09/2022 12:00,18,10.42982,9.175385,10.87815,17.57744,11.73179,14.8107,14.77369,18.48032,13.48216188,1.216668046
12,low_het,Mock,A3,13/09/2022 15:00,21,12.9445,10.79006,14.27421,17.91713,13.90175,17.25415,16.7979,20.96338,15.605385,1.142794635
12,low_het,Mock,A3,13/09/2022 18:00,24,15.80167,14.05103,16.44257,23.04291,17.6219,20.7975,22.20021,27.08274,19.63006625,1.55341511
12,low_het,Mock,A3,13/09/2022 21:00,27,17.54569,15.35881,19.32795,26.97518,20.59038,25.45802,25.70477,30.11677,22.63469625,1.823301762
12,low_het,Mock,A3,14/09/2022 00:00,30,21.63277,20.67061,25.14756,36.57869,25.2244,27.22028,30.57113,34.58035,27.70322375,2.042018158
12,low_het,Mock,A3,14/09/2022 03:00,33,26.36289,22.78621,29.27796,39.99542,30.93784,36.72075,38.69543,42.89213,33.45857875,2.527945614
12,low_het,Mock,A3,14/09/2022 06:00,36,31.29035,29.32447,35.95792,43.9733,32.81871,43.00318,42.13641,49.52777,38.50401375,2.535389987
12,low_het,Mock,A3,14/09/2022 09:00,39,38.88358,34.92284,41.44306,57.66145,40.25567,51.08671,51.8138,60.33591,47.0503775,3.325942976
12,low_het,Mock,A3,14/09/2022 12:00,42,46.72925,43.06778,50.97287,66.12679,48.96593,58.13073,59.02385,67.27936,55.03707,3.173497788
12,low_het,Mock,A3,14/09/2022 15:00,45,51.03016,48.75463,57.90681,75.40346,56.61228,70.13364,70.38202,77.13833,63.42016625,3.943032064
12,low_het,Mock,A3,14/09/2022 18:00,48,61.08283,54.34351,67.53019,82.87778,66.51742,77.48149,79.36168,86.0189,71.901725,3.964110378
12,low_het,Mock,A3,14/09/2022 21:00,51,71.56175,67.92429,79.91682,90.83103,74.43925,87.01192,88.85537,92.14617,81.585825,3.328079196
12,low_het,Mock,A3,15/09/2022 00:00,54,81.43002,74.95792,86.79393,96.7634,85.40668,95.60629,95.48855,97.76948,89.27703375,2.971795476
12,low_het,Mock,A3,15/09/2022 03:00,57,86.79838,82.85996,92.79617,98.91328,92.27669,98.6419,98.45873,99.63232,93.79717875,2.225439732
12,low_het,Mock,A3,15/09/2022 06:00,60,94.92091,93.53748,97.91821,99.90207,98.59299,99.9552,99.81697,99.96626,98.07626125,0.889571689
12,low_het,Mock,A3,15/09/2022 09:00,63,97.96724,97.32203,99.46692,100,99.76153,99.98573,99.9957,100,99.31239375,0.374701835
12,low_het,Mock,A3,15/09/2022 12:00,66,99.70266,99.77375,99.97691,100,99.99167,100,100,100,99.93062375,0.042615005
12,low_het,Mock,A3,15/09/2022 15:00,69,99.91128,99.94126,100,100,100,100,100,100,99.9815675,0.012394966
59,high_het,Mock,A4,12/09/2022 18:00,0,5.800029,3.965253,4.475388,7.37646,3.207633,8.587807,5.917558,5.956486,5.66082675,0.626522551
59,high_het,Mock,A4,12/09/2022 21:00,3,7.799318,5.552543,6.743266,9.865195,7.004684,10.56169,8.473623,7.121325,7.8902055,0.590724604
59,high_het,Mock,A4,13/09/2022 00:00,6,9.34898,6.717658,8.444194,12.33548,7.372707,14.18727,11.11683,9.092887,9.82700075,0.899793896
59,high_het,Mock,A4,13/09/2022 03:00,9,9.922421,8.048987,8.889041,12.97558,8.159965,15.17461,13.07904,10.45926,10.838613,0.927056853
59,high_het,Mock,A4,13/09/2022 06:00,12,10.62725,7.430001,9.754289,13.25093,10.54169,16.59398,15.11439,11.15337,11.8082375,1.058390979
59,high_het,Mock,A4,13/09/2022 09:00,15,12.49235,8.967781,12.24971,15.7751,9.331769,16.95661,15.89625,12.61944,13.03612625,1.055715263
59,high_het,Mock,A4,13/09/2022 12:00,18,13.92277,11.6185,14.52005,19.85713,13.47657,21.93845,19.3136,15.58218,16.27865625,1.286928389
59,high_het,Mock,A4,13/09/2022 15:00,21,16.50944,13.31874,16.71704,20.95854,14.92754,24.18283,20.02745,16.15822,17.849975,1.264381229
59,high_het,Mock,A4,13/09/2022 18:00,24,19.46187,16.26379,18.03841,26.38412,19.72233,29.36844,27.07345,21.50124,22.22670625,1.686713266
59,high_het,Mock,A4,13/09/2022 21:00,27,21.80603,17.51434,20.86545,29.55577,21.52384,32.56324,30.07881,24.07111,24.74732375,1.887547383
59,high_het,Mock,A4,14/09/2022 00:00,30,30.50487,23.92387,27.82479,38.68252,26.94752,38.25687,33.47499,28.2751,30.98631625,1.899500665
59,high_het,Mock,A4,14/09/2022 03:00,33,33.70432,25.82325,30.66454,43.65501,33.14862,49.66488,43.31286,36.55028,37.06547,2.788563797
59,high_het,Mock,A4,14/09/2022 06:00,36,41.44231,32.38704,37.14385,46.92492,35.24244,51.73453,50.25439,40.93032,42.007475,2.500933618
59,high_het,Mock,A4,14/09/2022 09:00,39,44.22871,37.2545,43.26581,56.07456,45.25472,60.25916,60.3278,52.06997,49.84190375,3.037037655
59,high_het,Mock,A4,14/09/2022 12:00,42,55.13221,45.14963,51.42113,66.96043,53.51705,67.74837,63.3761,57.01171,57.53957875,2.8038172
59,high_het,Mock,A4,14/09/2022 15:00,45,61.76067,50.2707,57.12972,75.19374,61.26529,78.91362,73.90257,65.88641,65.54034,3.480921976
59,high_het,Mock,A4,14/09/2022 18:00,48,68.10164,58.27612,62.88925,79.45893,68.88302,82.95605,83.10233,74.16774,72.229385,3.2718332
59,high_het,Mock,A4,14/09/2022 21:00,51,78.96375,69.50005,74.81158,84.98524,75.36085,86.45323,88.51821,80.70811,79.9126275,2.311698602
59,high_het,Mock,A4,15/09/2022 00:00,54,84.65697,75.57112,80.87644,93.69126,84.95425,94.54148,93.74447,89.00471,87.1300875,2.423141425
59,high_het,Mock,A4,15/09/2022 03:00,57,90.24673,80.58102,87.51755,96.99539,91.06308,96.86625,96.55627,93.89627,91.71532,2.012366419
59,high_het,Mock,A4,15/09/2022 06:00,60,95.60233,90.50385,93.60405,99.13317,96.30339,98.63807,98.6645,97.31248,96.22023,1.047179457
59,high_het,Mock,A4,15/09/2022 09:00,63,98.30583,93.43204,96.68897,99.68292,97.80293,99.35963,99.35103,98.85687,97.9350275,0.730997082
59,high_het,Mock,A4,15/09/2022 12:00,66,99.5884,97.80389,99.29189,99.83295,99.39487,99.88021,99.94202,99.31463,99.3811075,0.24315785
59,high_het,Mock,A4,15/09/2022 15:00,69,99.8348,98.97495,99.71967,99.99617,99.75038,100,99.98825,99.88199,99.76827625,0.11977848
26,high_het,Mock,A5,12/09/2022 18:00,0,2.821514,1.710623,1.971769,3.349746,2.209353,5.504808,2.576691,9.504141,3.706080625,0.928398768
26,high_het,Mock,A5,12/09/2022 21:00,3,4.154216,2.941775,3.040251,5.33449,3.345921,7.648807,3.956306,10.51867,5.1175545,0.945768391
26,high_het,Mock,A5,13/09/2022 00:00,6,4.876666,3.635885,3.933429,6.652029,3.76318,9.772182,5.213615,12.57061,6.3021995,1.148292351
26,high_het,Mock,A5,13/09/2022 03:00,9,6.207317,4.323919,5.160074,7.111492,4.417136,11.17488,6.387605,14.48686,7.408660375,1.270407677
26,high_het,Mock,A5,13/09/2022 06:00,12,6.459858,4.888753,5.148465,7.323739,4.88165,12.66322,7.955843,14.91723,8.02984475,1.3359928
26,high_het,Mock,A5,13/09/2022 09:00,15,9.140489,6.195094,6.999904,7.77337,5.026496,13.38853,7.815642,17.32586,9.208173125,1.456611343
26,high_het,Mock,A5,13/09/2022 12:00,18,9.549212,6.125437,7.821992,11.49537,8.219379,16.30825,10.94426,18.87662,11.167565,1.546541493
26,high_het,Mock,A5,13/09/2022 15:00,21,12.13703,7.500682,9.191434,11.44326,8.573739,16.42967,10.32964,18.65494,11.78254938,1.37919447
26,high_het,Mock,A5,13/09/2022 18:00,24,12.45363,9.397671,9.70703,14.6849,11.52631,21.58019,14.56273,23.45942,14.67148513,1.852796863
26,high_het,Mock,A5,13/09/2022 21:00,27,13.98076,9.233363,11.46799,14.6317,11.13602,24.2772,15.68954,27.85996,16.03456663,2.33449247
26,high_het,Mock,A5,14/09/2022 00:00,30,18.53426,12.18859,12.82213,21.16914,13.68014,25.485,17.81004,30.02492,18.9642775,2.247197693
26,high_het,Mock,A5,14/09/2022 03:00,33,17.89171,13.59935,15.01141,25.09657,15.01523,32.36274,24.25583,36.11615,22.41862375,3.002986574
26,high_het,Mock,A5,14/09/2022 06:00,36,25.56805,17.16626,20.24189,25.17605,18.05596,35.93695,25.15037,37.74495,25.63006,2.710686165
26,high_het,Mock,A5,14/09/2022 09:00,39,26.0889,18.62933,22.27314,34.01593,24.55774,48.02714,33.87914,44.78603,31.53216875,3.755735972
26,high_het,Mock,A5,14/09/2022 12:00,42,33.62653,22.37776,26.42776,42.00714,29.72417,49.96818,36.77496,50.2778,36.3980375,3.675685193
26,high_het,Mock,A5,14/09/2022 15:00,45,38.03329,27.01629,32.19057,48.44242,32.90238,62.75746,46.9172,62.12434,43.79799375,4.80869849
26,high_het,Mock,A5,14/09/2022 18:00,48,41.48806,30.66911,36.48184,52.60045,36.5125,67.29089,52.27047,68.6727,48.2482525,5.081132394
26,high_het,Mock,A5,14/09/2022 21:00,51,54.78987,40.65921,51.43186,61.68869,43.84478,71.53695,58.5581,72.92914,56.929825,4.15202747
26,high_het,Mock,A5,15/09/2022 00:00,54,62.78914,45.15057,52.71149,78.62557,56.4923,86.75473,73.02189,86.80534,67.79387875,5.603854142
26,high_het,Mock,A5,15/09/2022 03:00,57,67.42644,51.91078,62.4604,83.01212,59.09133,90.49613,81.03693,91.01275,73.30586,5.303324692
26,high_het,Mock,A5,15/09/2022 06:00,60,82.39313,66.80554,77.13347,93.67966,72.95338,95.01017,86.77065,96.13206,83.8597575,3.866140176
26,high_het,Mock,A5,15/09/2022 09:00,63,84.49436,71.80397,83.72732,94.59975,79.81027,98.01819,93.72945,98.32578,88.06363625,3.389229621
26,high_het,Mock,A5,15/09/2022 12:00,66,93.66982,83.10062,90.21621,98.83296,91.61911,99.13332,97.82806,99.40095,94.22513125,2.035482197
26,high_het,Mock,A5,15/09/2022 15:00,69,95.59351,90.82215,94.84627,99.54498,95.17223,99.73181,99.00923,99.80899,96.81614625,1.147357697
114,high_het,Mock,A6,12/09/2022 18:00,0,6.374357,6.29439,3.911714,5.068017,5.632238,5.97588,6.572197,5.718901,5.69346175,0.306094946
114,high_het,Mock,A6,12/09/2022 21:00,3,8.055958,8.590336,4.890529,7.944303,8.337316,6.666166,8.51187,6.993825,7.498787875,0.446836608
114,high_het,Mock,A6,13/09/2022 00:00,6,8.282344,8.380066,5.079287,8.590131,9.209804,7.753222,9.892781,9.158451,8.29326075,0.51519979
114,high_het,Mock,A6,13/09/2022 03:00,9,9.395281,7.930642,5.434264,8.620861,9.193006,9.147318,11.00716,10.29256,8.8776365,0.594567176
114,high_het,Mock,A6,13/09/2022 06:00,12,9.458722,8.84144,6.292955,9.480306,10.26995,9.306506,10.96516,11.57466,9.523712375,0.56375025
114,high_het,Mock,A6,13/09/2022 09:00,15,12.01404,10.46636,7.727749,11.1867,11.152,10.7316,12.2536,12.24794,10.97249863,0.522246032
114,high_het,Mock,A6,13/09/2022 12:00,18,16.06944,12.96021,10.06638,14.5947,14.11727,15.05961,16.22903,17.7858,14.610305,0.830752499
114,high_het,Mock,A6,13/09/2022 15:00,21,18.54396,15.18377,9.861094,16.77618,15.46451,16.08057,18.26322,20.10216,16.284433,1.093997353
114,high_het,Mock,A6,13/09/2022 18:00,24,21.85178,19.54757,13.06046,21.87247,20.22174,20.51526,23.16017,23.75334,20.49784875,1.177946241
114,high_het,Mock,A6,13/09/2022 21:00,27,25.40052,19.06182,15.74922,23.42043,24.04515,23.96724,26.78403,28.09331,23.315215,1.436240302
114,high_het,Mock,A6,14/09/2022 00:00,30,32.6426,24.58261,19.1659,31.40569,29.06229,27.78245,32.74168,33.25174,28.82937,1.735190345
114,high_het,Mock,A6,14/09/2022 03:00,33,39.25816,29.3106,22.51407,36.43302,35.41706,34.89804,41.42646,40.23411,34.93644,2.225262845
114,high_het,Mock,A6,14/09/2022 06:00,36,45.74096,35.67327,26.22638,42.18489,40.42436,38.9673,44.44595,46.02102,39.96051625,2.327701191
114,high_het,Mock,A6,14/09/2022 09:00,39,54.99958,41.82876,31.40631,49.76645,48.51324,48.51078,56.40468,56.70856,48.517295,3.019018403
114,high_het,Mock,A6,14/09/2022 12:00,42,61.13582,52.47569,37.15336,58.93583,56.80603,52.45458,62.88795,61.54414,55.424175,2.962144435
114,high_het,Mock,A6,14/09/2022 15:00,45,69.64974,57.88911,44.43468,67.58447,66.81552,68.15797,74.89525,71.39176,65.1023125,3.416745589
114,high_het,Mock,A6,14/09/2022 18:00,48,78.1405,65.30579,49.68653,71.97095,73.87367,70.66557,82.2168,81.72114,71.69761875,3.741307563
114,high_het,Mock,A6,14/09/2022 21:00,51,87.2717,77.63562,58.65036,83.13216,79.42539,78.13162,87.35535,87.54951,79.89396375,3.377744424
114,high_het,Mock,A6,15/09/2022 00:00,54,92.13102,82.25913,66.1018,91.16552,90.60888,88.04427,95.26367,93.06149,87.3294725,3.330501719
114,high_het,Mock,A6,15/09/2022 03:00,57,96.892,87.04668,73.01538,93.8325,94.79704,93.05827,97.66424,97.74946,91.75694625,2.945491616
114,high_het,Mock,A6,15/09/2022 06:00,60,99.29066,94.69985,83.9169,97.90066,97.82432,97.24226,99.20844,99.12963,96.15159,1.826925773
114,high_het,Mock,A6,15/09/2022 09:00,63,99.58929,97.16994,87.86617,99.45154,98.86069,99.11078,99.55618,99.66319,97.6584725,1.428321377
114,high_het,Mock,A6,15/09/2022 12:00,66,99.94563,99.32671,95.42313,99.81171,99.57433,99.71563,99.9604,99.70245,99.18249875,0.541907456
114,high_het,Mock,A6,15/09/2022 15:00,69,99.97554,99.73079,98.30508,99.9875,99.87283,99.91763,99.97575,100,99.72064,0.20464217
17,low_het,NT,B1,12/09/2022 18:00,0,1.655649,6.399693,3.361901,2.279898,3.655757,2.25381,3.045372,2.717507,3.171198375,0.51493616
17,low_het,NT,B1,12/09/2022 21:00,3,1.946023,8.002008,3.942376,3.056504,4.932392,3.134151,3.788857,3.817335,4.07745575,0.637761107
17,low_het,NT,B1,13/09/2022 00:00,6,2.176095,8.526005,4.592028,3.765229,5.962494,3.868144,4.992694,4.95882,4.855188625,0.656556636
17,low_het,NT,B1,13/09/2022 03:00,9,2.905785,8.59177,5.573235,5.147371,6.973818,4.992693,5.798597,6.155963,5.767404,0.579340945
17,low_het,NT,B1,13/09/2022 06:00,12,4.134342,12.20928,9.295849,6.342533,9.441173,6.585924,6.468804,6.934003,7.6764885,0.884469122
17,low_het,NT,B1,13/09/2022 09:00,15,4.637169,13.99994,11.24932,7.774941,12.49037,8.066951,7.971754,8.524982,9.339428375,1.069115176
17,low_het,NT,B1,13/09/2022 12:00,18,5.448126,13.3227,11.71131,9.786524,15.03326,10.32943,11.08931,11.07893,10.97494875,0.9903351
17,low_het,NT,B1,13/09/2022 15:00,21,8.156277,16.39034,15.49156,11.91802,18.62413,11.14886,11.46518,12.48675,13.21013963,1.192671042
17,low_het,NT,B1,13/09/2022 18:00,24,8.599075,16.65435,16.87896,12.66909,22.78129,13.50429,14.11618,17.08984,15.28663438,1.46354062
17,low_het,NT,B1,13/09/2022 21:00,27,11.48287,21.36138,21.80145,16.10338,24.47634,16.09614,16.86005,19.29394,18.43444375,1.456828422
17,low_het,NT,B1,14/09/2022 00:00,30,13.99141,23.14842,23.78776,18.76291,31.32553,21.58764,22.4647,26.33947,22.67598,1.801081642
17,low_het,NT,B1,14/09/2022 03:00,33,16.05435,25.5914,27.46025,21.91173,35.614,24.1986,26.00388,31.01966,25.98173375,2.06500415
17,low_het,NT,B1,14/09/2022 06:00,36,21.28319,31.49986,36.07189,28.84656,44.37356,28.09742,28.94265,36.45091,31.945755,2.460742466
17,low_het,NT,B1,14/09/2022 09:00,39,24.26689,35.70313,37.77971,31.6577,51.62143,34.39179,38.06803,45.04514,37.3167275,2.923468735
17,low_het,NT,B1,14/09/2022 12:00,42,30.9108,44.95234,51.00988,41.06588,63.48592,43.11912,46.09743,53.44754,46.76111375,3.388857386
17,low_het,NT,B1,14/09/2022 15:00,45,36.46033,50.7008,55.72976,44.9662,70.87904,51.79993,57.16236,63.43715,53.89194625,3.760308621
17,low_het,NT,B1,14/09/2022 18:00,48,42.32934,58.73448,63.14029,53.2865,79.63122,59.41835,66.1843,76.46702,62.3989375,4.26337913
17,low_het,NT,B1,14/09/2022 21:00,51,55.08878,74.88041,76.81851,70.5001,92.89397,68.14616,75.14648,86.00169,74.9345125,4.027185914
17,low_het,NT,B1,15/09/2022 00:00,54,65.87344,81.05379,83.17396,76.48286,95.51498,80.86572,89.26457,94.92548,83.39435,3.487241689
17,low_het,NT,B1,15/09/2022 03:00,57,78.40936,91.89513,93.93404,86.05257,98.14125,88.65589,94.36331,98.16003,91.2014475,2.357195162
17,low_het,NT,B1,15/09/2022 06:00,60,88.49698,96.19959,97.66608,94.64537,99.80728,95.05401,99.07758,99.62419,96.321385,1.323659791
17,low_het,NT,B1,15/09/2022 09:00,63,95.20964,98.96825,99.48037,98.73682,99.93341,98.31034,99.74628,99.96408,98.79364875,0.553567627
17,low_het,NT,B1,15/09/2022 12:00,66,97.89861,99.8122,99.89305,99.58376,99.99823,99.84792,100,100,99.62922125,0.252102559
17,low_het,NT,B1,15/09/2022 15:00,69,99.44124,99.89278,99.98894,99.82695,99.97862,99.98927,99.93287,100,99.88133375,0.066305938
33,low_het,NT,B2,12/09/2022 18:00,0,4.693508,4.016405,4.55399,4.804756,3.150541,7.665606,6.946706,4.772113,5.075453125,0.528144442
33,low_het,NT,B2,12/09/2022 21:00,3,5.928349,4.784064,5.754822,7.189072,4.802093,10.16014,8.960268,6.387608,6.745802,0.683518292
33,low_het,NT,B2,13/09/2022 00:00,6,6.083573,5.442867,6.481302,7.773093,5.235536,10.94016,9.959643,6.728994,7.330646,0.740749292
33,low_het,NT,B2,13/09/2022 03:00,9,7.431161,5.921862,5.995683,8.67529,5.19661,11.94589,11.47222,8.451089,8.136225625,0.892987718
33,low_het,NT,B2,13/09/2022 06:00,12,9.75709,7.879288,8.651797,9.179893,6.383986,13.15593,12.81749,9.412902,9.654797,0.817353263
33,low_het,NT,B2,13/09/2022 09:00,15,10.41091,9.335117,10.40797,11.58544,7.944506,14.53487,15.05422,10.23472,11.18846913,0.869951146
33,low_het,NT,B2,13/09/2022 12:00,18,12.8603,11.91973,11.84277,14.99782,9.290797,20.66154,19.52319,14.54989,14.45575463,1.382122733
33,low_het,NT,B2,13/09/2022 15:00,21,16.09792,14.19129,15.03872,17.37783,12.10104,22.24418,21.61563,16.19407,16.857585,1.239127826
33,low_het,NT,B2,13/09/2022 18:00,24,17.5142,14.99016,16.39437,20.11097,13.25448,28.97495,28.5204,20.67718,20.05458875,2.084698923
33,low_het,NT,B2,13/09/2022 21:00,27,22.23244,19.93472,20.65532,23.338,15.87194,31.55928,31.25164,22.92948,23.4716025,1.917879391
33,low_het,NT,B2,14/09/2022 00:00,30,24.8863,24.64829,24.29304,30.06112,19.89811,39.76596,41.06732,29.07684,29.2121225,2.683141152
33,low_het,NT,B2,14/09/2022 03:00,33,29.67315,25.7316,27.57313,36.5145,24.5264,47.14276,49.7534,34.83195,34.46836125,3.391964058
