Clone,Heteroplasmy_bin,siRNA,well,Date Time,Elapsed,"A1, Image 1","A1, Image 2","A1, Image 3","A1, Image 4","A1, Image 6","A1, Image 7","A1, Image 8","A1, Image 9",Mean Confluency,SEM
26,high_het,Taf1,A5,15/09/2022 12:00,66,42.51202,66.25745,67.09148,73.84363,67.95244,74.02808,78.44903,87.46694,69.70013375,4.607849239
26,high_het,Taf1,A5,15/09/2022 15:00,69,41.91931,68.79719,69.43094,77.32209,72.25094,74.97022,81.71594,86.88298,71.66120125,4.769508995
114,high_het,Taf1,A6,12/09/2022 18:00,0,5.170591,5.224268,2.813387,4.239511,3.980072,3.314849,4.303909,6.765188,4.476471875,0.437663891
114,high_het,Taf1,A6,12/09/2022 21:00,3,6.645747,7.413133,4.263617,6.685288,5.904243,5.112681,5.955257,9.143424,6.39042375,0.523701707
114,high_het,Taf1,A6,13/09/2022 00:00,6,7.536263,8.122402,4.218682,6.684877,5.977858,5.250217,7.745303,10.65286,7.02355775,0.699276851
114,high_het,Taf1,A6,13/09/2022 03:00,9,9.483103,8.649474,4.295782,7.884615,6.9381,6.238186,8.418581,12.5661,8.059242625,0.861725611
114,high_het,Taf1,A6,13/09/2022 06:00,12,11.89917,8.920178,4.473885,8.533244,6.793187,7.738064,9.151958,13.81638,8.91575825,1.024185013
114,high_het,Taf1,A6,13/09/2022 09:00,15,13.71606,12.62279,5.858829,11.09184,8.703221,9.034772,11.35558,14.85242,10.904439,1.039250587
114,high_het,Taf1,A6,13/09/2022 12:00,18,15.44027,14.99801,7.3221,13.27722,10.99159,11.27138,14.08934,20.8003,13.52377625,1.395917568
114,high_het,Taf1,A6,13/09/2022 15:00,21,19.84785,18.23618,8.613621,16.80848,12.03979,14.44486,17.33193,23.64367,16.37079763,1.648701927
114,high_het,Taf1,A6,13/09/2022 18:00,24,22.28447,21.24174,9.803118,19.6132,15.24448,16.93483,21.29582,28.73976,19.39467725,1.973160106
114,high_het,Taf1,A6,13/09/2022 21:00,27,29.49764,24.24039,11.69382,22.2588,17.37195,18.61055,22.99689,32.28434,22.3692975,2.337947392
114,high_het,Taf1,A6,14/09/2022 00:00,30,32.27634,29.173,16.05674,27.82827,23.13278,24.73524,30.72034,41.35878,28.16018625,2.612929485
114,high_het,Taf1,A6,14/09/2022 03:00,33,35.22925,33.8088,17.70555,31.8175,26.40727,27.22595,35.43569,45.32848,31.61981125,2.867398645
114,high_het,Taf1,A6,14/09/2022 06:00,36,45.75543,40.60745,19.69077,40.44054,29.62105,34.21384,40.72491,51.78779,37.8552225,3.510270753
114,high_het,Taf1,A6,14/09/2022 09:00,39,48.06545,43.87749,24.10914,41.61317,35.95253,38.05909,46.40871,60.60984,42.3369275,3.726125271
114,high_het,Taf1,A6,14/09/2022 12:00,42,57.97285,51.98843,28.2805,51.57636,42.99832,46.08876,53.0479,67.04532,49.874805,4.021749666
114,high_het,Taf1,A6,14/09/2022 15:00,45,61.61092,57.42152,32.01718,55.22351,46.86216,50.84804,59.68463,72.99408,54.582755,4.237652509
114,high_het,Taf1,A6,14/09/2022 18:00,48,67.62716,60.42634,35.90205,63.87416,50.56552,55.79839,66.95142,80.33557,60.18507625,4.671957005
114,high_het,Taf1,A6,14/09/2022 21:00,51,76.5937,70.67212,41.75256,72.79591,56.99649,66.239,73.89867,85.30662,68.03188375,4.727209213
114,high_het,Taf1,A6,15/09/2022 00:00,54,81.50526,78.73298,45.67485,75.43904,65.62329,71.25047,80.75584,92.33425,73.9144975,4.896375816
114,high_het,Taf1,A6,15/09/2022 03:00,57,87.97223,79.277,47.77923,79.74001,71.37046,71.99935,84.22223,95.53014,77.23633125,5.068660203
114,high_het,Taf1,A6,15/09/2022 06:00,60,92.60394,85.70231,57.82199,87.79166,79.57223,84.31245,89.5975,98.28999,84.46150875,4.2889501
114,high_het,Taf1,A6,15/09/2022 09:00,63,97.35345,92.81721,64.80701,95.059,84.20406,90.21095,93.90789,99.14452,89.68801125,3.905222465
114,high_het,Taf1,A6,15/09/2022 12:00,66,98.24949,94.53029,70.15604,96.53251,90.72797,95.34767,97.47636,99.73687,92.84465,3.380954774
114,high_het,Taf1,A6,15/09/2022 15:00,69,98.77991,97.20982,74.90426,97.27579,94.06004,96.09716,98.08744,99.93219,94.54332625,2.87373162
17,low_het,Klf12,B1,12/09/2022 18:00,0,1.516335,1.967329,2.186544,2.265557,2.271156,2.100429,3.313142,3.179838,2.35004125,0.21381144
17,low_het,Klf12,B1,12/09/2022 21:00,3,1.615699,2.593764,3.154297,2.783134,3.291562,2.904009,4.755792,4.467943,3.195775,0.358005822
17,low_het,Klf12,B1,13/09/2022 00:00,6,2.186066,3.161741,3.931586,3.46386,4.083533,3.756077,5.756119,5.626366,3.9956685,0.424274753
17,low_het,Klf12,B1,13/09/2022 03:00,9,2.910225,4.229266,3.959927,4.212263,4.933005,4.896538,7.376803,6.700449,4.9023095,0.520010927
17,low_het,Klf12,B1,13/09/2022 06:00,12,4.759752,6.326896,6.951963,6.769626,5.805631,6.712263,8.821231,8.934181,6.885192875,0.499802868
17,low_het,Klf12,B1,13/09/2022 09:00,15,6.313375,7.82288,7.913094,8.822116,8.096454,7.585774,11.068,11.91516,8.692106625,0.663451453
17,low_het,Klf12,B1,13/09/2022 12:00,18,7.430549,8.671466,9.713861,9.802706,9.856249,9.562185,13.84164,13.47164,10.293787,0.788536433
17,low_het,Klf12,B1,13/09/2022 15:00,21,9.07916,10.81608,12.42501,11.74019,12.05351,11.42045,17.79809,17.13519,12.80846,1.079674327
17,low_het,Klf12,B1,13/09/2022 18:00,24,9.898248,11.16129,13.56036,12.51222,13.81651,13.52832,20.29577,21.45276,14.52818475,1.466860628
17,low_het,Klf12,B1,13/09/2022 21:00,27,13.83222,14.80619,18.67822,16.45671,15.36249,14.69207,22.99368,22.28249,17.38800875,1.257773635
17,low_het,Klf12,B1,14/09/2022 00:00,30,15.98551,18.96491,21.78499,19.53616,21.47229,19.53343,29.38033,30.06754,22.090645,1.779615648
17,low_het,Klf12,B1,14/09/2022 03:00,33,18.4838,21.02231,24.28424,22.08137,24.17532,23.35576,33.57381,36.10994,25.38581875,2.181281372
17,low_het,Klf12,B1,14/09/2022 06:00,36,24.01421,28.60133,30.3756,31.13725,31.90444,30.39472,43.25837,42.86802,32.8192425,2.393399987
17,low_het,Klf12,B1,14/09/2022 09:00,39,26.634,32.3042,36.49947,34.30891,35.19776,35.8354,48.56049,52.90626,37.78081125,3.057128841
17,low_het,Klf12,B1,14/09/2022 12:00,42,34.80503,41.33659,43.13142,41.30203,43.95549,42.59745,60.55574,64.8587,46.56780625,3.679267901
17,low_het,Klf12,B1,14/09/2022 15:00,45,40.99732,50.91211,51.5371,50.84038,51.36316,51.31604,71.36712,72.24581,55.07238,3.859443062
17,low_het,Klf12,B1,14/09/2022 18:00,48,43.97303,57.12386,58.68531,54.7956,60.25677,58.00746,80.39622,83.44324,62.08518625,4.68430808
17,low_het,Klf12,B1,14/09/2022 21:00,51,60.54565,71.05476,72.40842,70.26892,75.03551,72.29601,89.55863,94.26019,75.67851125,3.873285304
17,low_het,Klf12,B1,15/09/2022 00:00,54,69.22093,81.81114,84.22175,79.85372,82.74468,80.54803,95.65867,98.22326,84.0352725,3.251814088
17,low_het,Klf12,B1,15/09/2022 03:00,57,83.27373,91.82863,93.50647,86.37251,92.36266,90.76971,98.51015,99.38845,92.00153875,1.930634678
17,low_het,Klf12,B1,15/09/2022 06:00,60,91.41335,96.1438,97.79863,92.85155,97.26849,96.50888,99.69091,99.77927,96.43186,1.056337537
17,low_het,Klf12,B1,15/09/2022 09:00,63,97.226,99.34979,99.6132,96.63092,99.42375,99.12593,99.96189,99.9576,98.911135,0.447861187
17,low_het,Klf12,B1,15/09/2022 12:00,66,98.72733,99.86587,99.92488,98.78796,99.7383,99.70451,99.91811,100,99.58337,0.183528244
17,low_het,Klf12,B1,15/09/2022 15:00,69,99.43441,99.9866,99.98504,99.56949,99.95418,100,99.96339,100,99.86163875,0.079723109
33,low_het,Klf12,B2,12/09/2022 18:00,0,7.189069,8.836594,6.019995,6.554306,6.804318,6.522276,7.37175,6.152752,6.9313825,0.317713639
33,low_het,Klf12,B2,12/09/2022 21:00,3,8.437569,10.03612,6.836346,7.830461,8.549704,8.373444,9.008683,8.085185,8.394689,0.325691104
33,low_het,Klf12,B2,13/09/2022 00:00,6,9.252212,10.82099,7.346891,8.539323,8.919021,9.33621,9.878375,8.760449,9.106683875,0.358122052
33,low_het,Klf12,B2,13/09/2022 03:00,9,10.16363,12.22697,8.293818,9.769997,8.926736,10.10285,11.18772,10.27788,10.11870013,0.432760669
33,low_het,Klf12,B2,13/09/2022 06:00,12,12.68446,15.37649,10.06303,11.77427,10.71467,12.1384,12.09415,10.96488,11.97629375,0.573508104
33,low_het,Klf12,B2,13/09/2022 09:00,15,16.2166,19.45626,11.93639,14.43332,13.32994,15.36802,14.98163,13.80142,14.9404475,0.794830393
33,low_het,Klf12,B2,13/09/2022 12:00,18,17.52896,21.67142,14.98518,16.93127,16.01358,17.83695,19.28793,17.24569,17.6876225,0.723978175
33,low_het,Klf12,B2,13/09/2022 15:00,21,22.33446,26.62437,17.95864,21.39676,18.68901,20.20719,22.56276,20.03612,21.22616375,0.961332001
33,low_het,Klf12,B2,13/09/2022 18:00,24,25.37533,31.85218,21.63769,23.50722,21.36234,25.64426,25.71548,25.09192,25.0233025,1.155657065
33,low_het,Klf12,B2,13/09/2022 21:00,27,33.93022,38.54042,26.16444,32.00864,25.27426,29.8645,32.74339,28.20546,30.84141625,1.550145437
33,low_het,Klf12,B2,14/09/2022 00:00,30,37.10085,43.53174,30.80713,37.46565,34.07731,38.99229,41.80787,36.50158,37.5355525,1.431926199
33,low_het,Klf12,B2,14/09/2022 03:00,33,43.1224,50.44163,35.54483,41.31672,38.16488,42.88189,45.70565,41.31973,42.31221625,1.601102537
33,low_het,Klf12,B2,14/09/2022 06:00,36,54.96011,64.58833,46.06841,53.87873,47.64026,54.69358,56.67654,50.39198,53.6122425,2.052287676
33,low_het,Klf12,B2,14/09/2022 09:00,39,58.72002,67.51304,50.39724,60.45461,54.90787,62.72379,63.8034,58.61061,59.6413225,1.886132041
33,low_het,Klf12,B2,14/09/2022 12:00,42,74.65977,82.70713,62.83811,72.16271,67.4918,74.1579,75.47495,70.19511,72.460935,2.088648438
33,low_het,Klf12,B2,14/09/2022 15:00,45,84.44411,89.22906,71.9911,79.36994,74.91982,84.6315,81.99881,79.04768,80.7040025,1.971499324
33,low_het,Klf12,B2,14/09/2022 18:00,48,90.47428,92.61029,77.24793,85.65245,85.08399,91.71342,91.13533,85.78923,87.463365,1.808716096
33,low_het,Klf12,B2,14/09/2022 21:00,51,96.76177,98.21753,89.3175,95.26633,92.58898,96.42509,97.24568,93.08457,94.86343125,1.054113645
33,low_het,Klf12,B2,15/09/2022 00:00,54,99.33422,99.41987,95.64917,98.51643,96.05154,98.91,98.9298,97.68185,98.06161,0.520117654
33,low_het,Klf12,B2,15/09/2022 03:00,57,99.99303,99.96134,98.56056,99.61817,98.7334,99.84737,99.80646,99.18166,99.46274875,0.200219663
33,low_het,Klf12,B2,15/09/2022 06:00,60,100,99.85686,99.62031,99.89729,99.67562,99.94857,100,99.77177,99.8463025,0.051090936
33,low_het,Klf12,B2,15/09/2022 09:00,63,100,99.98688,99.86376,100,99.9464,100,100,99.96729,99.97054125,0.0167619
33,low_het,Klf12,B2,15/09/2022 12:00,66,100,100,99.86218,100,99.94406,99.95936,100,99.99221,99.96972625,0.017167208
33,low_het,Klf12,B2,15/09/2022 15:00,69,100,100,100,100,99.93492,100,100,100,99.991865,0.008135
12,low_het,Klf12,B3,12/09/2022 18:00,0,4.662642,3.269913,3.196637,3.688743,3.641827,4.848053,4.455037,3.486601,3.906181625,0.22998829
12,low_het,Klf12,B3,12/09/2022 21:00,3,6.974772,5.181586,4.867515,5.53069,5.311955,7.058497,6.094638,4.844775,5.7330535,0.313106428
12,low_het,Klf12,B3,13/09/2022 00:00,6,8.406975,6.665483,5.050056,7.204982,6.296778,8.763316,7.78416,7.137511,7.163657625,0.421712699
12,low_het,Klf12,B3,13/09/2022 03:00,9,10.75264,7.206007,5.830488,7.897044,7.307285,10.57426,9.505504,8.694957,8.471023125,0.612461485
12,low_het,Klf12,B3,13/09/2022 06:00,12,11.75187,7.819531,7.24657,8.892115,8.12862,11.42967,11.19762,9.530157,9.499519125,0.624349607
12,low_het,Klf12,B3,13/09/2022 09:00,15,15.41712,10.27091,10.05893,11.37422,10.16922,13.60953,12.39565,11.75344,11.8811275,0.666446363
12,low_het,Klf12,B3,13/09/2022 12:00,18,19.33362,12.40856,10.74676,14.57215,13.2583,17.39285,18.16365,15.1682,15.13051125,1.055841631
12,low_het,Klf12,B3,13/09/2022 15:00,21,22.52377,14.82681,13.33335,15.653,14.85679,19.46166,19.4364,17.39538,17.185895,1.093508073
12,low_het,Klf12,B3,13/09/2022 18:00,24,26.08459,18.45055,16.77993,22.18224,18.77226,24.13584,23.65603,23.45832,21.68997,1.162241636
12,low_het,Klf12,B3,13/09/2022 21:00,27,30.63456,20.75619,20.56859,26.51435,22.85183,29.1995,27.03904,28.03534,25.699925,1.358774972
12,low_het,Klf12,B3,14/09/2022 00:00,30,38.56773,26.66398,27.05467,33.66497,29.90186,35.25125,35.88546,35.5294,32.814915,1.55867498
12,low_het,Klf12,B3,14/09/2022 03:00,33,44.75169,32.35829,32.47132,38.59654,33.95897,40.21627,42.18489,42.19337,38.3414175,1.709966986
12,low_het,Klf12,B3,14/09/2022 06:00,36,52.97175,37.03782,39.80796,45.33818,35.30293,49.17558,48.87796,47.27292,44.4731375,2.249878785
12,low_het,Klf12,B3,14/09/2022 09:00,39,58.45587,45.4176,45.53137,55.15891,48.67447,59.53294,60.92751,60.10011,54.2248475,2.354119164
12,low_het,Klf12,B3,14/09/2022 12:00,42,70.63606,54.78522,55.21068,65.41275,55.36549,65.86995,67.12603,65.91039,62.53957125,2.246456669
12,low_het,Klf12,B3,14/09/2022 15:00,45,77.37447,62.34749,62.66684,75.16246,63.61361,77.47677,79.79409,77.86385,72.0374475,2.720992499
12,low_het,Klf12,B3,14/09/2022 18:00,48,85.50256,70.89304,71.77877,83.39864,71.65278,85.30212,88.62202,86.61897,80.4711125,2.694297015
12,low_het,Klf12,B3,14/09/2022 21:00,51,92.17814,80.94405,82.28352,89.39958,80.72723,90.31715,93.10027,92.74708,87.7121275,1.927374128
12,low_het,Klf12,B3,15/09/2022 00:00,54,97.06355,89.50604,91.23982,96.91017,87.60421,96.54118,98.91122,97.97161,94.468475,1.530467021
12,low_het,Klf12,B3,15/09/2022 03:00,57,99.07254,95.07362,96.25846,98.65138,92.50163,99.43597,99.67323,99.47333,97.51752,0.931334356
12,low_het,Klf12,B3,15/09/2022 06:00,60,99.75497,98.87743,98.73354,99.8548,97.65099,99.90411,99.99323,99.98231,99.3439225,0.299675635
12,low_het,Klf12,B3,15/09/2022 09:00,63,99.99378,99.89449,99.96913,100,99.29483,100,100,99.98676,99.89237375,0.086282008
12,low_het,Klf12,B3,15/09/2022 12:00,66,100,99.79191,100,100,99.92562,100,100,100,99.96469125,0.026342582
12,low_het,Klf12,B3,15/09/2022 15:00,69,99.95697,100,100,100,100,100,100,100,99.99462125,0.00537875
59,high_het,Klf12,B4,12/09/2022 18:00,0,4.925016,6.825898,4.284241,6.305179,4.463573,7.502664,8.119811,6.126051,6.069054125,0.499367601
59,high_het,Klf12,B4,12/09/2022 21:00,3,6.832796,11.04083,6.550276,10.21819,6.817293,12.48941,12.37216,8.725004,9.380744875,0.882108264
59,high_het,Klf12,B4,13/09/2022 00:00,6,8.943194,12.89595,8.375423,11.84509,7.700571,14.62693,14.38818,9.489045,11.03304788,0.974885737
59,high_het,Klf12,B4,13/09/2022 03:00,9,10.83206,15.14648,9.6776,12.50868,8.658693,15.78446,16.39136,10.65272,12.45650663,1.050809271
59,high_het,Klf12,B4,13/09/2022 06:00,12,12.07099,16.06487,9.703412,13.64497,9.135025,17.01882,18.01423,11.32218,13.37181213,1.191341836
59,high_het,Klf12,B4,13/09/2022 09:00,15,15.20214,19.52428,12.39435,16.01842,10.14642,18.47111,18.97194,11.44941,15.27225875,1.279874456
59,high_het,Klf12,B4,13/09/2022 12:00,18,16.15965,22.95181,15.09069,20.52003,12.89008,24.52592,24.7829,15.64214,19.0704025,1.657353768
59,high_het,Klf12,B4,13/09/2022 15:00,21,21.27008,29.15381,17.19256,21.01043,13.4403,26.52828,26.79538,17.0262,21.55213,1.962614638
59,high_het,Klf12,B4,13/09/2022 18:00,24,22.65304,33.65726,20.38448,27.31623,15.98188,32.99791,33.74364,21.43001,26.02055625,2.439559238
59,high_het,Klf12,B4,13/09/2022 21:00,27,25.38665,36.23168,21.6157,31.90314,19.40921,37.04504,40.30389,24.08982,29.49814125,2.786825392
59,high_het,Klf12,B4,14/09/2022 00:00,30,30.83062,46.78485,29.97944,41.15159,25.07411,48.58847,47.64737,30.91756,37.62175125,3.338407335
59,high_het,Klf12,B4,14/09/2022 03:00,33,37.67625,54.99788,35.29624,46.56667,29.53282,53.87627,54.95664,35.48582,43.54857375,3.637688026
59,high_het,Klf12,B4,14/09/2022 06:00,36,47.9902,62.716,43.85148,54.95219,32.8504,59.57285,62.67919,40.65614,50.65855625,3.915200874
59,high_het,Klf12,B4,14/09/2022 09:00,39,56.71746,71.32327,51.00627,66.46873,41.44128,70.01572,73.51651,51.94828,60.30469,4.125806078
59,high_het,Klf12,B4,14/09/2022 12:00,42,64.08101,80.48615,60.395,75.33305,51.14277,80.37914,82.28652,58.32236,69.05325,4.245098155
59,high_het,Klf12,B4,14/09/2022 15:00,45,73.49677,86.62505,69.82784,81.55307,59.49962,87.53748,88.20005,70.80111,77.19262375,3.678986769
59,high_het,Klf12,B4,14/09/2022 18:00,48,80.64221,91.31275,76.41566,88.92667,66.69176,92.50395,94.52189,78.57033,83.6981525,3.427567558
59,high_het,Klf12,B4,14/09/2022 21:00,51,90.76308,96.24645,86.66267,93.53078,72.8575,96.29665,96.48662,84.10115,89.6181125,2.904502911
59,high_het,Klf12,B4,15/09/2022 00:00,54,94.27419,98.48666,91.50943,98.10252,83.16651,99.08053,99.13516,92.51659,94.53394875,1.948922602
59,high_het,Klf12,B4,15/09/2022 03:00,57,97.47828,99.45804,94.7663,98.67352,90.12169,99.58629,99.58956,96.9155,97.0736475,1.15519333
59,high_het,Klf12,B4,15/09/2022 06:00,60,99.22374,99.72191,98.28267,99.86806,92.77603,99.9604,99.91197,99.00179,98.59332125,0.855737636
59,high_het,Klf12,B4,15/09/2022 09:00,63,99.91772,99.98196,99.33914,99.87345,97.03827,99.9705,99.99692,99.71877,99.47959125,0.357197894
59,high_het,Klf12,B4,15/09/2022 12:00,66,99.986,100,99.78221,99.94672,99.20618,100,100,99.80659,99.8409625,0.095961437
59,high_het,Klf12,B4,15/09/2022 15:00,69,99.97057,100,99.9369,100,99.69337,100,100,99.9679,99.9460925,0.036997093
26,high_het,Klf12,B5,12/09/2022 18:00,0,3.628578,2.21946,2.554086,3.878387,2.176778,4.670427,4.204273,3.297367,3.3286695,0.330510652
26,high_het,Klf12,B5,12/09/2022 21:00,3,6.004084,4.414336,3.500602,6.361451,3.44269,8.356983,7.441954,4.490821,5.501615125,0.645823674
26,high_het,Klf12,B5,13/09/2022 00:00,6,7.104868,5.978474,4.772796,8.111341,4.432842,10.20945,9.146225,5.360645,6.889580125,0.748058497
26,high_het,Klf12,B5,13/09/2022 03:00,9,8.694,6.719638,5.328753,9.693374,4.337848,12.59957,11.20998,6.923553,8.1883395,1.016562625
26,high_het,Klf12,B5,13/09/2022 06:00,12,8.786875,7.166056,6.355645,9.706621,5.009561,12.69668,11.5332,5.929989,8.398078375,0.976814598
26,high_het,Klf12,B5,13/09/2022 09:00,15,11.21169,9.860552,8.649748,11.26898,7.250465,13.55633,13.68628,8.132033,10.45200975,0.851175797
26,high_het,Klf12,B5,13/09/2022 12:00,18,13.51658,11.14497,11.04472,13.97788,7.929892,18.45416,18.24567,12.32169,13.32944525,1.275105749
26,high_het,Klf12,B5,13/09/2022 15:00,21,14.71537,11.47242,12.34893,14.46329,7.203344,19.04611,18.12261,13.47779,13.856233,1.326933283
26,high_het,Klf12,B5,13/09/2022 18:00,24,17.43682,15.88976,14.47136,19.97487,9.537395,25.00123,21.47434,12.44359,17.02867063,1.778600401
26,high_het,Klf12,B5,13/09/2022 21:00,27,17.3809,17.27559,16.05332,20.68065,10.96065,27.02448,23.59013,15.68653,18.58153125,1.776701689
26,high_het,Klf12,B5,14/09/2022 00:00,30,26.01849,22.23537,21.13309,27.34437,15.07813,33.49841,31.53587,22.8786,24.96529125,2.100188505
26,high_het,Klf12,B5,14/09/2022 03:00,33,26.44879,22.14187,21.56981,30.04234,17.70563,35.94315,36.49858,25.44566,26.97447875,2.396601334
26,high_het,Klf12,B5,14/09/2022 06:00,36,33.42848,28.19185,27.90708,35.50597,18.08552,41.95824,37.68151,25.09883,30.982185,2.7057604
26,high_het,Klf12,B5,14/09/2022 09:00,39,40.16996,35.28354,33.05165,44.43687,24.79239,52.87355,51.18272,35.80584,39.699565,3.351868006
26,high_het,Klf12,B5,14/09/2022 12:00,42,50.37287,43.26521,41.76299,53.8736,27.9628,61.08794,57.65038,40.12019,47.0119975,3.830432241
26,high_het,Klf12,B5,14/09/2022 15:00,45,57.52097,46.8461,47.5646,66.59036,35.67308,71.49426,72.86023,51.87608,56.30321,4.673659632
26,high_het,Klf12,B5,14/09/2022 18:00,48,61.97435,55.09881,55.03619,72.85729,39.84368,80.8102,83.77239,56.99854,63.29893125,5.251330455
26,high_het,Klf12,B5,14/09/2022 21:00,51,76.63243,65.55787,67.47781,78.91758,45.34925,84.95493,84.98661,62.97462,70.8563875,4.722671338
26,high_het,Klf12,B5,15/09/2022 00:00,54,83.49178,76.98254,76.54646,90.34493,54.96387,93.83167,95.90594,76.02641,81.0117,4.665536751
26,high_het,Klf12,B5,15/09/2022 03:00,57,84.59298,78.22701,82.20177,92.26234,61.99054,96.83737,98.41004,85.05087,84.946615,4.131711577
26,high_het,Klf12,B5,15/09/2022 06:00,60,95.774,91.47167,91.99149,97.31902,75.87118,99.23138,98.98477,92.63001,92.90919,2.665309078
26,high_het,Klf12,B5,15/09/2022 09:00,63,96.56475,96.50725,96.99757,98.31279,83.52027,99.25316,99.30444,93.12117,95.447675,1.842036829
26,high_het,Klf12,B5,15/09/2022 12:00,66,98.87537,98.60159,99.40983,99.79581,92.81543,99.86082,99.86957,98.2092,98.4297025,0.831790852
26,high_het,Klf12,B5,15/09/2022 15:00,69,99.51177,99.42744,99.78508,99.8624,97.31322,99.96844,99.95117,99.19212,99.376455,0.3104055
114,high_het,Klf12,B6,12/09/2022 18:00,0,4.893466,4.258973,2.991286,4.968243,3.898533,6.677843,5.533831,5.230892,4.806633375,0.39333644
114,high_het,Klf12,B6,12/09/2022 21:00,3,6.947254,6.358719,4.802296,7.454862,5.383796,9.382717,8.028708,6.980783,6.917391875,0.513118931
114,high_het,Klf12,B6,13/09/2022 00:00,6,7.431571,6.61645,5.224131,7.680426,5.913188,10.01359,8.679798,7.181831,7.342623125,0.53666627
114,high_het,Klf12,B6,13/09/2022 03:00,9,7.921699,7.334531,6.401128,8.965118,7.024762,11.84898,9.079436,7.497677,8.259166375,0.606258041
114,high_het,Klf12,B6,13/09/2022 06:00,12,9.022756,7.758549,7.09831,9.887251,6.892756,12.72454,9.738377,8.379248,8.937723375,0.670255012
114,high_het,Klf12,B6,13/09/2022 09:00,15,12.37216,10.07423,9.36742,12.133,7.960623,15.06419,12.20813,11.03358,11.27666663,0.771046168
114,high_het,Klf12,B6,13/09/2022 12:00,18,13.58972,12.01076,11.2515,15.07239,10.60977,17.41873,14.66414,14.14124,13.59478125,0.792357075
114,high_het,Klf12,B6,13/09/2022 15:00,21,18.97106,15.79723,14.89476,19.24429,13.66682,22.13034,18.31833,16.4658,17.43607875,0.970393237
114,high_het,Klf12,B6,13/09/2022 18:00,24,20.24837,18.72132,15.9995,21.33851,15.68885,24.83904,21.58729,19.3082,19.716385,1.067784915
114,high_het,Klf12,B6,13/09/2022 21:00,27,26.14906,20.16629,19.34952,25.09157,16.41656,27.91194,23.62475,23.10779,22.727185,1.355692393
114,high_het,Klf12,B6,14/09/2022 00:00,30,32.85785,27.41559,25.10373,32.63679,24.25883,37.88345,31.30476,30.87652,30.29219,1.596145502
114,high_het,Klf12,B6,14/09/2022 03:00,33,37.51891,31.29583,28.76216,39.07376,29.42942,42.76033,37.22055,33.87066,34.9914525,1.757797431
114,high_het,Klf12,B6,14/09/2022 06:00,36,44.21178,39.59319,34.45279,48.68695,34.14048,50.26736,43.75253,39.01914,41.7655275,2.129716401
114,high_het,Klf12,B6,14/09/2022 09:00,39,50.76329,45.18506,41.57555,54.24763,40.34691,59.62739,52.77979,45.94631,48.80899125,2.358345297
114,high_het,Klf12,B6,14/09/2022 12:00,42,61.84454,54.35526,51.60382,67.57232,45.37451,70.4598,64.19389,57.3376,59.0927175,3.001503953
114,high_het,Klf12,B6,14/09/2022 15:00,45,70.63879,59.91196,56.8974,73.39303,54.61121,76.88633,70.46629,67.20224,66.25090625,2.882220862
114,high_het,Klf12,B6,14/09/2022 18:00,48,75.65348,66.39846,64.18802,83.20504,61.28907,86.09054,80.69438,71.70345,73.652805,3.268897064
114,high_het,Klf12,B6,14/09/2022 21:00,51,85.83595,79.35444,73.94537,93.28535,73.07822,90.43972,90.1684,81.55696,83.45805125,2.721240712
114,high_het,Klf12,B6,15/09/2022 00:00,54,93.29224,86.42032,80.63688,96.665,78.51398,96.69498,95.29809,87.14543,89.333365,2.553560947
114,high_het,Klf12,B6,15/09/2022 03:00,57,94.93738,90.35777,85.45427,97.2646,84.49389,98.91478,97.21768,93.62168,92.78275625,1.941078293
114,high_het,Klf12,B6,15/09/2022 06:00,60,98.69447,94.5947,93.76858,99.45216,92.91268,99.75572,99.68224,96.8586,96.96489375,1.005490142
114,high_het,Klf12,B6,15/09/2022 09:00,63,99.44151,98.81753,98.1605,99.97385,97.34784,99.76521,99.9582,99.30391,99.09606875,0.330940876
114,high_het,Klf12,B6,15/09/2022 12:00,66,99.6427,99.68189,99.14799,99.95847,99.08707,99.96134,100,99.81685,99.66203875,0.12756233
114,high_het,Klf12,B6,15/09/2022 15:00,69,99.96333,99.57269,99.55972,100,99.58916,99.96721,99.98676,99.55214,99.77387625,0.077844622
17,low_het,Cnot3,C1,12/09/2022 18:00,0,1.386992,1.907711,2.703302,2.200748,2.482039,2.837699,2.921765,2.798705,2.404870125,0.190373345
17,low_het,Cnot3,C1,12/09/2022 21:00,3,2.113199,2.557637,3.87108,2.796862,3.258645,4.275636,3.979048,4.349596,3.400212875,0.298055378
17,low_het,Cnot3,C1,13/09/2022 00:00,6,2.680562,3.15976,4.913065,3.398984,3.998512,4.967972,4.896403,4.838628,4.10673575,0.327176638
17,low_het,Cnot3,C1,13/09/2022 03:00,9,3.109224,3.982258,6.053526,4.192186,5.283339,6.544267,6.474812,6.787382,5.30337425,0.490478485
17,low_het,Cnot3,C1,13/09/2022 06:00,12,4.153122,5.240452,8.125615,4.987433,6.066024,7.696063,8.223407,7.473981,6.495762125,0.560011311
17,low_het,Cnot3,C1,13/09/2022 09:00,15,6.056257,6.932434,10.14396,7.572252,7.183335,9.076157,9.997814,10.2115,8.396713625,0.584706304
17,low_het,Cnot3,C1,13/09/2022 12:00,18,6.884288,7.693058,11.87862,8.579138,9.204615,11.77543,12.20184,13.67611,10.23663738,0.868870364
17,low_het,Cnot3,C1,13/09/2022 15:00,21,8.811668,9.733527,14.97617,10.15919,11.62123,14.60316,15.2649,14.85399,12.50297938,0.956643721
