Clone,Heteroplasmy_bin,siRNA,well,Date Time,Elapsed,"A1, Image 1","A1, Image 2","A1, Image 3","A1, Image 4","A1, Image 6","A1, Image 7","A1, Image 8","A1, Image 9",Clone 62 Mock,SEM
clone_62,high_het,Mock,A1,09/08/2022 19:00,0,3.127936,3.840622,5.580132,4.31825,6.424892,6.637483,4.421438,4.962236,4.914123625,0.435868326
clone_62,high_het,Mock,A1,09/08/2022 22:00,3,4.226534,4.620847,5.978131,4.811653,6.096275,7.148437,4.723352,5.971644,5.447109125,0.352875826
clone_62,high_het,Mock,A1,10/08/2022 01:00,6,4.576732,5.406196,5.668364,5.249195,7.191937,9.038664,5.064877,6.207316,6.050410125,0.510659304
clone_62,high_het,Mock,A1,10/08/2022 04:00,9,5.212316,6.010982,7.560302,6.609689,8.939232,10.2998,6.680165,7.069493,7.297747375,0.577671561
clone_62,high_het,Mock,A1,10/08/2022 07:00,12,6.476246,6.509027,8.51453,7.44714,9.623375,12.33576,7.481219,8.314781,8.33775975,0.681450014
clone_62,high_het,Mock,A1,10/08/2022 10:00,15,6.639395,6.768876,9.821624,8.594772,11.54262,12.90735,8.534338,10.31339,9.390295625,0.777417146
clone_62,high_het,Mock,A1,10/08/2022 13:00,18,8.410934,8.672832,13.02659,10.49654,14.47894,14.76849,10.32657,13.39427,11.69689575,0.897265492
clone_62,high_het,Mock,A1,10/08/2022 16:00,21,10.55842,11.23668,16.40618,12.56439,17.62539,18.18797,12.52473,15.13269,14.27955625,1.042385902
clone_62,high_het,Mock,A1,10/08/2022 19:00,24,10.72873,12.53545,19.06578,14.83153,18.98253,22.03234,14.39761,18.34264,16.36457625,1.355087131
clone_62,high_het,Mock,A1,10/08/2022 22:00,27,13.79494,13.93643,19.19792,18.59689,24.0106,24.91846,18.2975,22.53858,19.411415,1.492417132
clone_62,high_het,Mock,A1,11/08/2022 01:00,30,15.9293,14.50769,22.85942,20.98161,27.25211,27.98944,19.86512,25.66447,21.881145,1.773288513
clone_62,high_het,Mock,A1,11/08/2022 04:00,33,20.81683,20.62384,31.33829,22.42939,34.67644,34.20624,22.7843,26.875,26.71879125,2.098515607
clone_62,high_het,Mock,A1,11/08/2022 07:00,36,24.38312,24.27099,34.71249,29.95698,42.80458,39.56751,27.67496,36.01057,32.42265,2.451871459
clone_62,high_het,Mock,A1,11/08/2022 10:00,39,27.91753,26.90532,40.54776,33.2023,49.63594,42.43553,32.0654,42.92859,36.95479625,2.866359773
clone_62,high_het,Mock,A1,11/08/2022 13:00,42,32.33392,33.03437,46.61761,39.297,54.53091,53.2413,40.17415,48.88596,43.5144025,3.04207853
clone_62,high_het,Mock,A1,11/08/2022 16:00,45,38.86889,39.11877,56.53374,42.04326,65.00771,58.3341,42.34211,57.44777,49.96204375,3.676886931
clone_62,high_het,Mock,A1,11/08/2022 19:00,48,46.5552,45.03907,61.36705,53.58651,69.45463,68.54198,50.34897,68.31355,57.90087,3.627661396
clone_62,high_het,Mock,A1,11/08/2022 22:00,51,54.43749,55.5602,69.87032,59.34262,76.77386,71.64799,58.20189,75.41848,65.15660625,3.256270813
clone_62,high_het,Mock,A1,12/08/2022 01:00,54,61.87445,60.70933,81.14777,68.70349,85.11568,83.65944,68.76488,82.62968,74.07559,3.589443293
clone_62,high_het,Mock,A1,12/08/2022 04:00,57,70.92794,66.70734,87.79639,74.17648,89.33881,87.97667,74.23009,92.38766,80.4426725,3.50945944
clone_62,high_het,Mock,A1,12/08/2022 07:00,60,74.47784,74.67323,93.59394,84.22012,94.57502,93.71168,84.21103,97.38206,87.105615,3.2123239
clone_62,high_het,Mock,A1,12/08/2022 10:00,63,83.62673,85.89113,96.79059,92.12132,97.6792,95.88936,91.07975,98.55927,92.70466875,1.971553352
clone_62,high_het,Mock,A1,12/08/2022 13:00,66,87.89833,87.14891,97.99197,93.62919,98.60638,98.48625,94.15694,99.49519,94.676645,1.732799484
clone_62,high_het,NT,B1,09/08/2022 19:00,0,4.286973,5.63695,7.283997,3.887605,4.143014,4.572089,4.762346,6.055233,5.078525875,0.409842656
clone_62,high_het,NT,B1,09/08/2022 22:00,3,4.762484,6.41144,8.074121,4.161316,4.832482,4.690027,6.06698,7.652219,5.831383625,0.517021952
clone_62,high_het,NT,B1,10/08/2022 01:00,6,5.167107,7.073864,9.452851,5.043159,6.006541,5.508564,6.288789,8.483871,6.62809325,0.56731159
clone_62,high_het,NT,B1,10/08/2022 04:00,9,6.218313,8.112161,10.05545,5.011541,7.074543,5.755095,6.644996,9.128196,7.250036875,0.610154024
clone_62,high_het,NT,B1,10/08/2022 07:00,12,7.178279,9.235479,13.06996,6.859907,8.74754,6.443536,8.004125,11.47898,8.87722575,0.825210527
clone_62,high_het,NT,B1,10/08/2022 10:00,15,8.813989,10.82304,16.40386,8.337656,10.46957,9.894694,10.54319,14.02132,11.16341488,0.961083924
clone_62,high_het,NT,B1,10/08/2022 13:00,18,8.14064,11.65749,17.10425,7.831554,11.55048,10.712,11.31884,13.94661,11.532733,1.059049919
clone_62,high_het,NT,B1,10/08/2022 16:00,21,12.16982,15.96878,22.5157,9.871681,14.54907,11.30886,13.81167,17.83025,14.75322888,1.429891251
clone_62,high_het,NT,B1,10/08/2022 19:00,24,13.80798,18.84185,25.24257,11.09464,17.57437,13.59969,17.37503,22.77269,17.5386025,1.687297634
clone_62,high_het,NT,B1,10/08/2022 22:00,27,16.1505,21.19959,30.53773,12.70057,19.59264,15.68782,19.28841,24.68156,19.9798525,1.989993063
clone_62,high_het,NT,B1,11/08/2022 01:00,30,20.9948,24.8878,34.69645,16.38276,25.34391,18.63145,24.14015,30.94118,24.5023125,2.150848279
clone_62,high_het,NT,B1,11/08/2022 04:00,33,25.0971,29.19942,34.66599,17.73273,28.96949,23.9871,27.88542,34.54457,27.7602275,1.978209725
clone_62,high_het,NT,B1,11/08/2022 07:00,36,28.90979,35.98721,45.0547,22.77125,36.21222,23.30761,30.61134,40.12088,32.871875,2.790732244
clone_62,high_het,NT,B1,11/08/2022 10:00,39,31.99537,40.10783,55.17495,23.29893,40.57562,30.56026,36.80015,48.30448,38.35219875,3.586213785
clone_62,high_het,NT,B1,11/08/2022 13:00,42,40.27672,47.16906,62.64104,28.63629,49.05532,34.57414,44.41386,54.65274,45.17739625,3.836858052
clone_62,high_het,NT,B1,11/08/2022 16:00,45,45.99479,48.84602,65.77859,32.50689,54.36312,47.15041,53.1119,66.69178,51.8054375,3.922749038
clone_62,high_het,NT,B1,11/08/2022 19:00,48,53.70397,64.79528,76.05708,38.2822,64.42307,46.72414,58.7821,72.6749,59.4303425,4.526666345
clone_62,high_het,NT,B1,11/08/2022 22:00,51,59.02684,63.96326,81.25266,43.37597,67.91479,56.40863,69.05532,80.11855,65.1395025,4.423293107
clone_62,high_het,NT,B1,12/08/2022 01:00,54,71.79162,77.90244,91.58783,51.48247,79.008,61.21885,75.02663,86.64977,74.33345125,4.60026376
clone_62,high_het,NT,B1,12/08/2022 04:00,57,78.16146,80.70824,93.21356,57.83169,84.94714,73.99686,83.66102,95.03777,80.9447175,4.146477675
clone_62,high_het,NT,B1,12/08/2022 07:00,60,87.3137,90.43057,98.00323,63.80859,91.33365,79.51056,88.82901,94.56839,86.7247125,3.793018868
clone_62,high_het,NT,B1,12/08/2022 10:00,63,86.78629,92.83701,99.10014,72.68082,93.62045,87.95987,95.14887,97.78313,90.7395725,2.991431589
clone_62,high_het,NT,B1,12/08/2022 13:00,66,94.98224,95.78677,99.2673,81.03439,97.7397,92.03199,97.7821,99.65903,94.78544,2.15166392
clone_62,high_het,Gapdh,C1,09/08/2022 19:00,0,3.111205,5.145664,6.827948,3.128961,4.32262,3.638413,5.493675,5.658394,4.66586,0.472978963
clone_62,high_het,Gapdh,C1,09/08/2022 22:00,3,3.947771,5.952932,9.470743,3.096045,5.602533,3.869031,5.485754,5.203507,5.3285395,0.690287934
clone_62,high_het,Gapdh,C1,10/08/2022 01:00,6,4.113513,7.097081,9.379508,4.36346,6.77557,4.559589,6.286263,7.155745,6.216341125,0.635010057
clone_62,high_het,Gapdh,C1,10/08/2022 04:00,9,5.127637,7.920537,9.530568,4.39419,7.053718,5.163692,7.118731,8.127937,6.80462625,0.625400388
clone_62,high_het,Gapdh,C1,10/08/2022 07:00,12,5.860809,8.674536,11.33434,6.223776,7.874918,6.366301,8.062992,10.51922,8.1146115,0.710054083
clone_62,high_het,Gapdh,C1,10/08/2022 10:00,15,6.435887,9.753263,13.60645,6.567212,9.21274,8.5355,10.33872,13.30085,9.71882775,0.951471731
clone_62,high_het,Gapdh,C1,10/08/2022 13:00,18,6.733432,10.41576,13.96129,7.495697,10.01243,9.18201,11.46703,14.5374,10.47563113,0.985667948
clone_62,high_het,Gapdh,C1,10/08/2022 16:00,21,8.424388,14.80284,18.97918,8.378839,12.175,10.38277,12.66738,17.76203,12.94655338,1.411606298
clone_62,high_het,Gapdh,C1,10/08/2022 19:00,24,9.434891,15.88014,20.84216,11.15057,13.16932,13.13968,15.30007,20.92173,14.97982013,1.479984794
clone_62,high_het,Gapdh,C1,10/08/2022 22:00,27,10.90055,19.68114,27.67085,11.47591,15.89967,14.18427,17.52226,24.20029,17.6918675,2.096770306
clone_62,high_het,Gapdh,C1,11/08/2022 01:00,30,13.93691,22.3417,29.73374,15.40968,18.72426,18.16086,24.00431,31.38808,21.7124425,2.257267983
clone_62,high_het,Gapdh,C1,11/08/2022 04:00,33,16.02389,27.00687,35.50433,16.92185,25.20781,21.76246,28.64708,35.22379,25.78726,2.617213732
clone_62,high_het,Gapdh,C1,11/08/2022 07:00,36,22.08848,36.48368,47.62087,22.37169,32.30284,25.25159,32.27546,41.98052,32.54689125,3.267765278
clone_62,high_het,Gapdh,C1,11/08/2022 10:00,39,23.70725,37.91036,47.78648,27.56705,33.62919,32.90285,39.38306,53.22786,37.0142625,3.484722884
clone_62,high_het,Gapdh,C1,11/08/2022 13:00,42,31.94479,55.2328,64.45907,32.94184,43.98513,33.82547,47.971,60.20426,46.320545,4.533898244
clone_62,high_het,Gapdh,C1,11/08/2022 16:00,45,34.85844,54.47458,65.21368,40.0773,50.64283,47.57813,61.73918,72.0703,53.331805,4.475294318
clone_62,high_het,Gapdh,C1,11/08/2022 19:00,48,44.98832,67.76654,80.71022,47.84132,63.13456,50.49934,67.64655,80.4443,62.87889375,4.950900521
clone_62,high_het,Gapdh,C1,11/08/2022 22:00,51,50.83705,64.23309,81.4979,51.15664,71.52651,66.75304,78.69768,88.66785,69.17122,4.853691631
clone_62,high_het,Gapdh,C1,12/08/2022 01:00,54,67.08396,84.96298,93.97024,63.0322,81.39532,65.50105,83.46782,94.41706,79.22882875,4.435681871
clone_62,high_het,Gapdh,C1,12/08/2022 04:00,57,67.83955,87.73294,95.38558,72.78859,87.56938,80.61031,92.02558,97.52212,85.18425625,3.757588902
clone_62,high_het,Gapdh,C1,12/08/2022 07:00,60,81.72729,95.35293,98.33554,74.22182,93.82593,78.85134,93.91396,98.97542,89.40052875,3.400253306
clone_62,high_het,Gapdh,C1,12/08/2022 10:00,63,77.84999,91.96712,97.54282,84.8363,96.44286,90.84742,97.79884,99.64734,92.11658625,2.656973226
clone_62,high_het,Gapdh,C1,12/08/2022 13:00,66,90.30663,97.18736,98.82101,89.52004,97.98096,94.87202,98.8243,99.83795,95.91878375,1.411828653
clone_62,high_het,E2f3,D1,09/08/2022 19:00,0,4.453671,6.226849,6.259355,3.78797,5.525159,4.141241,4.308279,5.978611,5.085141875,0.359812672
clone_62,high_het,E2f3,D1,09/08/2022 22:00,3,5.273506,7.001404,7.059523,4.398833,5.989946,4.493008,4.546887,7.28987,5.756622125,0.438941379
clone_62,high_het,E2f3,D1,10/08/2022 01:00,6,5.551791,7.212629,6.397304,5.849541,7.319711,5.060983,5.472915,8.071118,6.366999,0.377138689
clone_62,high_het,E2f3,D1,10/08/2022 04:00,9,6.290839,8.021196,7.588164,6.412054,8.043732,6.25765,6.692047,8.811665,7.264668375,0.34574966
clone_62,high_het,E2f3,D1,10/08/2022 07:00,12,7.151511,10.17674,9.472383,7.57232,9.961825,7.717712,8.25243,11.31774,8.952832625,0.526874135
clone_62,high_het,E2f3,D1,10/08/2022 10:00,15,8.995714,10.98476,10.90144,9.019064,10.97895,9.20434,9.378002,13.92462,10.42336125,0.593118811
clone_62,high_het,E2f3,D1,10/08/2022 13:00,18,10.06201,11.60942,13.05118,9.635053,12.21735,10.7566,11.33564,14.8064,11.68420663,0.593401932
clone_62,high_het,E2f3,D1,10/08/2022 16:00,21,13.44768,15.37321,15.28634,10.70545,15.11849,12.27676,12.38145,17.35781,13.99339875,0.76548669
clone_62,high_het,E2f3,D1,10/08/2022 19:00,24,11.32655,13.4823,16.36424,13.34284,17.2969,15.03605,14.98067,20.64084,15.30879875,1.00657325
clone_62,high_het,E2f3,D1,10/08/2022 22:00,27,16.3747,18.86999,23.00009,12.48928,17.66403,14.99747,15.96761,21.56455,17.615965,1.221476292
clone_62,high_het,E2f3,D1,11/08/2022 01:00,30,16.99772,19.13147,22.96418,17.67837,23.18025,15.90062,16.75829,25.5666,19.7721875,1.281348313
clone_62,high_het,E2f3,D1,11/08/2022 04:00,33,17.39797,21.30115,26.06903,18.28972,24.25753,18.96936,19.37643,28.78941,21.806325,1.457435385
clone_62,high_het,E2f3,D1,11/08/2022 07:00,36,21.8935,26.44122,32.10309,21.32061,29.11556,19.89681,22.18859,32.57656,25.6919925,1.793724659
clone_62,high_het,E2f3,D1,11/08/2022 10:00,39,22.5437,27.20034,37.00332,23.53304,29.39767,25.20125,29.1284,39.64693,29.20683125,2.181428853
clone_62,high_het,E2f3,D1,11/08/2022 13:00,42,26.94206,33.5426,41.57281,29.52695,38.88842,24.57522,27.71505,40.79934,32.94530625,2.378981915
clone_62,high_het,E2f3,D1,11/08/2022 16:00,45,23.69591,30.28239,42.99723,32.14783,37.30421,33.21986,38.10056,49.99945,35.96843,2.858887326
clone_62,high_het,E2f3,D1,11/08/2022 19:00,48,33.71318,41.55868,51.30271,38.46589,51.33482,32.13923,38.13674,55.22427,42.73444,3.09885066
clone_62,high_het,E2f3,D1,11/08/2022 22:00,51,30.55541,41.8433,55.99268,45.00566,49.49781,41.94876,47.05223,61.96036,46.73202625,3.372304429
clone_62,high_het,E2f3,D1,12/08/2022 01:00,54,46.418,57.52771,68.9477,45.82584,60.0872,40.97055,47.61282,64.17492,53.9455925,3.5639666
clone_62,high_het,E2f3,D1,12/08/2022 04:00,57,43.01137,55.61626,69.22449,56.11881,65.90847,55.46315,61.0368,79.38251,60.7202325,3.863948231
clone_62,high_het,E2f3,D1,12/08/2022 07:00,60,62.17364,74.29502,81.51496,61.00566,77.47432,52.92013,63.21425,82.50519,69.38789625,3.873462354
clone_62,high_het,E2f3,D1,12/08/2022 10:00,63,63.75157,78.73873,88.7356,66.43911,74.49252,64.47715,73.79582,89.7577,75.023525,3.617132013
clone_62,high_het,E2f3,D1,12/08/2022 13:00,66,65.15482,80.40716,86.80609,73.78748,84.40621,72.19466,82.3585,95.70155,80.10205875,3.374852643
clone_59,high_het,Mock,A2,09/08/2022 19:00,0,7.880516,3.55619,5.188142,8.036154,6.738281,7.071885,7.017593,7.312607,6.600171,0.532587541
clone_59,high_het,Mock,A2,09/08/2022 22:00,3,9.438102,4.645159,6.227054,10.61831,9.058334,8.425003,9.026919,9.981902,8.427597875,0.708903294
clone_59,high_het,Mock,A2,10/08/2022 01:00,6,10.12879,5.532533,7.573207,10.28354,9.836307,9.928908,9.273179,11.23709,9.22419425,0.643928801
clone_59,high_het,Mock,A2,10/08/2022 04:00,9,11.17187,6.166479,8.563086,11.99847,12.8054,10.84401,11.17734,13.03499,10.72020563,0.814578259
clone_59,high_het,Mock,A2,10/08/2022 07:00,12,13.08778,7.434099,9.325831,12.96936,13.44215,12.64628,13.03028,12.49761,11.80417375,0.774842606
clone_59,high_het,Mock,A2,10/08/2022 10:00,15,16.37361,9.244428,11.48321,16.53798,16.14852,13.99257,13.93267,14.92809,14.08013475,0.910805854
clone_59,high_het,Mock,A2,10/08/2022 13:00,18,18.17178,10.77265,13.84998,17.87457,18.51781,18.07282,19.28602,20.69172,17.15466875,1.14141555
clone_59,high_het,Mock,A2,10/08/2022 16:00,21,20.53745,11.74374,15.42853,20.34138,22.54603,20.96898,20.89304,22.12406,19.32290125,1.326462808
clone_59,high_het,Mock,A2,10/08/2022 19:00,24,28.97556,15.66345,19.24258,29.30542,27.70139,22.12453,22.42208,23.38778,23.60284875,1.710551693
clone_59,high_het,Mock,A2,10/08/2022 22:00,27,31.25416,18.27688,22.00585,31.90825,30.50296,30.11096,28.37351,32.3042,28.09209625,1.82077116
clone_59,high_het,Mock,A2,11/08/2022 01:00,30,39.10744,23.35029,29.06919,32.37687,35.55787,35.92821,35.14123,35.62001,33.26888875,1.753798462
clone_59,high_het,Mock,A2,11/08/2022 04:00,33,41.80281,25.26422,34.20474,43.15463,43.86575,43.3606,41.60716,44.53131,39.7239025,2.36293407
clone_59,high_het,Mock,A2,11/08/2022 07:00,36,46.36602,30.18458,38.3843,48.41394,45.50938,51.07251,47.92579,51.15288,44.876175,2.53622159
clone_59,high_het,Mock,A2,11/08/2022 10:00,39,58.45827,37.26166,45.70141,61.51224,60.24586,60.87187,57.13198,61.67743,55.35759,3.178020871
clone_59,high_het,Mock,A2,11/08/2022 13:00,42,64.26792,46.97846,53.13475,62.68282,68.6852,66.5752,65.68652,67.85558,61.98330625,2.749510987
clone_59,high_het,Mock,A2,11/08/2022 16:00,45,72.9777,47.19112,62.61384,74.68674,78.32434,76.13527,76.00695,76.80869,70.59308125,3.761165555
clone_59,high_het,Mock,A2,11/08/2022 19:00,48,77.0835,57.17275,69.44998,83.03745,84.9106,84.42649,78.51938,85.26865,77.4836,3.466984337
clone_59,high_het,Mock,A2,11/08/2022 22:00,51,86.623,70.0771,77.41381,90.32335,91.87602,91.36534,89.36646,92.3878,86.17911,2.870837889
clone_59,high_het,Mock,A2,12/08/2022 01:00,54,90.92213,74.5863,84.56689,94.30076,96.01582,94.81718,93.67809,95.78016,90.58341625,2.639191588
clone_59,high_het,Mock,A2,12/08/2022 04:00,57,94.97363,83.02372,92.16714,97.18456,98.72076,98.24813,97.37175,98.45477,95.0180575,1.881212588
clone_59,high_het,Mock,A2,12/08/2022 07:00,60,96.28435,87.83093,93.72978,99.30999,99.14622,99.12157,98.79594,99.19805,96.67710375,1.445092929
clone_59,high_het,Mock,A2,12/08/2022 10:00,63,98.79848,95.84476,98.02235,99.47852,99.92624,99.79485,99.50618,99.89272,98.9080125,0.49382095
clone_59,high_het,Mock,A2,12/08/2022 13:00,66,99.67589,98.73776,98.66908,99.95369,99.88457,99.78557,99.78201,99.96552,99.55676125,0.189365382
clone_59,high_het,NT,B2,09/08/2022 19:00,0,7.551287,5.916672,6.623074,6.071554,6.232244,7.352831,7.090457,6.087739,6.61573225,0.225778418
clone_59,high_het,NT,B2,09/08/2022 22:00,3,9.869835,7.844937,8.690927,7.139694,8.426299,9.839311,8.637182,8.241913,8.58626225,0.327804525
clone_59,high_het,NT,B2,10/08/2022 01:00,6,10.98421,8.238635,9.671453,8.400826,9.942228,10.1417,9.428947,8.564656,9.421581875,0.33989407
clone_59,high_het,NT,B2,10/08/2022 04:00,9,13.07098,9.22708,11.13616,9.495398,11.15938,11.21831,10.39541,9.948715,10.70642913,0.434430863
clone_59,high_het,NT,B2,10/08/2022 07:00,12,15.66502,10.17537,12.70672,10.9584,13.14597,11.75208,11.87179,11.0413,12.16458125,0.604146226
clone_59,high_het,NT,B2,10/08/2022 10:00,15,16.58148,12.33385,13.78613,11.96733,14.81172,15.32534,14.74118,13.60542,14.14405625,0.543993526
clone_59,high_het,NT,B2,10/08/2022 13:00,18,18.67365,13.21255,14.9371,14.43701,15.34555,17.18128,16.35756,16.31002,15.80684,0.601191948
clone_59,high_het,NT,B2,10/08/2022 16:00,21,25.02253,17.73717,21.19564,14.73011,17.84815,19.7898,19.13809,17.66151,19.140375,1.073395218
clone_59,high_het,NT,B2,10/08/2022 19:00,24,27.43499,20.76103,22.91145,18.67406,22.52616,24.52482,24.44028,21.72858,22.87517125,0.940360672
clone_59,high_het,NT,B2,10/08/2022 22:00,27,35.41404,24.02938,28.40274,21.25915,25.93306,26.45351,27.84173,24.54046,26.73425875,1.477060316
clone_59,high_het,NT,B2,11/08/2022 01:00,30,38.98048,27.67872,33.04878,28.57162,29.91054,31.81252,32.46735,28.97175,31.43022,1.277880519
clone_59,high_het,NT,B2,11/08/2022 04:00,33,45.6362,31.67675,36.70071,32.85811,35.81976,39.22305,40.20604,35.55226,37.20911,1.572790478
clone_59,high_het,NT,B2,11/08/2022 07:00,36,55.09328,38.66327,45.34193,38.17362,44.6259,42.98931,43.66852,39.18365,43.467435,1.935294255
clone_59,high_het,NT,B2,11/08/2022 10:00,39,58.4487,40.79702,50.6855,47.34977,48.33411,53.53631,55.07554,50.88205,50.638625,1.899840516
clone_59,high_het,NT,B2,11/08/2022 13:00,42,68.27702,49.8245,58.81201,56.10447,58.66183,61.11581,63.69072,57.9661,59.3065575,1.916019538
clone_59,high_het,NT,B2,11/08/2022 16:00,45,76.78568,59.36618,66.33428,63.87231,67.40398,71.13322,72.77624,67.46858,68.14255875,1.911656293
clone_59,high_het,NT,B2,11/08/2022 19:00,48,87.19965,68.15553,77.2465,73.13463,78.49561,75.27802,79.23698,71.24502,76.2489925,2.053190887
clone_59,high_het,NT,B2,11/08/2022 22:00,51,92.0798,74.73591,81.16258,79.77989,82.40411,87.41628,88.53126,85.30376,83.92669875,1.951985111
clone_59,high_het,NT,B2,12/08/2022 01:00,54,97.08376,84.9552,88.51261,85.49074,89.46738,91.06083,94.35376,92.00679,90.36638375,1.472928313
clone_59,high_het,NT,B2,12/08/2022 04:00,57,98.20804,86.31624,92.03596,93.64114,94.7075,96.98106,97.43723,95.38564,94.33910125,1.355780666
clone_59,high_het,NT,B2,12/08/2022 07:00,60,99.79663,94.31859,97.01711,96.43035,98.22333,98.36298,99.08292,98.04694,97.65985625,0.607122906
clone_59,high_het,NT,B2,12/08/2022 10:00,63,99.9147,96.94391,98.87878,98.56274,99.23534,99.48596,99.65314,99.27653,98.9938875,0.329078166
clone_59,high_het,NT,B2,12/08/2022 13:00,66,99.97432,98.49971,99.60712,99.27836,99.90939,99.86655,99.92003,99.73387,99.59866875,0.176339456
clone_59,high_het,Gapdh,C2,09/08/2022 19:00,0,6.73029,7.694901,4.94885,5.954299,7.97517,5.498934,5.002187,6.313783,6.26480175,0.405288968
clone_59,high_het,Gapdh,C2,09/08/2022 22:00,3,8.292447,9.880216,6.890912,8.490698,10.84537,7.930846,6.959885,7.578809,8.358647875,0.489583014
clone_59,high_het,Gapdh,C2,10/08/2022 01:00,6,9.375342,10.05136,8.292244,9.155376,11.43384,10.11705,7.841454,9.902617,9.521160375,0.399257319
clone_59,high_het,Gapdh,C2,10/08/2022 04:00,9,9.769104,11.00292,9.41181,9.371926,13.09761,10.03531,7.803006,10.8324,10.16551075,0.546033789
clone_59,high_het,Gapdh,C2,10/08/2022 07:00,12,11.11062,11.56954,9.899954,10.74922,15.16465,11.33755,9.496832,10.73754,11.25823825,0.610368117
clone_59,high_het,Gapdh,C2,10/08/2022 10:00,15,11.50636,13.14064,11.01351,10.59475,15.41036,13.11278,10.90206,13.40185,12.38528875,0.587739937
clone_59,high_het,Gapdh,C2,10/08/2022 13:00,18,13.81788,16.55355,13.85646,11.62949,17.38958,16.57595,11.27076,15.74239,14.6045075,0.822449706
clone_59,high_het,Gapdh,C2,10/08/2022 16:00,21,18.40731,18.62632,17.40569,14.4325,21.96795,17.04019,14.02801,18.19357,17.5126925,0.888605713
clone_59,high_het,Gapdh,C2,10/08/2022 19:00,24,18.60959,19.55105,16.84884,17.71716,25.05989,21.09764,18.35869,23.66014,20.112875,1.035718018
clone_59,high_het,Gapdh,C2,10/08/2022 22:00,27,24.58656,29.64338,24.16691,20.97001,28.0871,25.43788,20.76664,26.06439,24.96535875,1.097345474
clone_59,high_het,Gapdh,C2,11/08/2022 01:00,30,28.75683,32.86563,28.22054,26.75221,34.65614,31.94186,26.21749,34.08401,30.43683875,1.18308223
clone_59,high_het,Gapdh,C2,11/08/2022 04:00,33,31.16593,34.12608,31.43295,30.71917,41.94883,37.65605,31.16805,38.3828,34.5749825,1.503187552
clone_59,high_het,Gapdh,C2,11/08/2022 07:00,36,44.65322,46.80507,39.63812,41.01071,50.25945,37.64812,34.45039,43.70472,42.271225,1.808496797
clone_59,high_het,Gapdh,C2,11/08/2022 10:00,39,44.98497,49.08634,45.56347,45.26081,53.85823,50.09457,43.07446,57.08035,48.6254,1.72171614
clone_59,high_het,Gapdh,C2,11/08/2022 13:00,42,57.2006,62.28802,55.26688,52.34661,64.79329,54.71373,48.22839,61.79933,57.07960625,1.975508759
clone_59,high_het,Gapdh,C2,11/08/2022 16:00,45,61.808,68.07549,61.39594,58.04756,70.63245,65.56873,59.43352,68.38197,64.1679575,1.636122282
clone_59,high_het,Gapdh,C2,11/08/2022 19:00,48,73.8075,75.98148,73.41331,73.46645,81.70167,68.85912,66.67641,76.11382,73.75247,1.625409864
clone_59,high_het,Gapdh,C2,11/08/2022 22:00,51,76.22992,80.32568,77.32748,79.80257,87.97865,79.74651,77.84992,85.28593,80.5683325,1.434298676
clone_59,high_het,Gapdh,C2,12/08/2022 01:00,54,90.02628,91.37032,89.10169,88.64831,94.65301,83.93499,80.72873,90.71862,88.64774375,1.551447648
clone_59,high_het,Gapdh,C2,12/08/2022 04:00,57,89.8772,92.74605,93.9772,91.44278,95.90144,93.58446,89.07623,94.42368,92.62863,0.826737157
clone_59,high_het,Gapdh,C2,12/08/2022 07:00,60,97.11819,97.89062,98.5107,96.4912,98.15634,96.49092,93.96968,96.55499,96.89783,0.504301373
clone_59,high_het,Gapdh,C2,12/08/2022 10:00,63,98.58098,99.46575,99.37944,98.4362,99.45352,98.98703,98.3559,98.75409,98.92661375,0.163250836
clone_59,high_het,Gapdh,C2,12/08/2022 13:00,66,99.08804,99.66058,99.78706,99.84395,99.84026,99.56464,98.98936,99.63586,99.55121875,0.117593541
clone_59,high_het,E2f3,D2,09/08/2022 19:00,0,6.810942,7.088684,8.402604,7.222397,6.414581,6.449545,6.430015,6.822552,6.955165,0.233236988
clone_59,high_het,E2f3,D2,09/08/2022 22:00,3,8.478337,9.020707,11.42291,9.309508,8.647493,8.392635,8.118649,7.339448,8.841210875,0.423937816
clone_59,high_het,E2f3,D2,10/08/2022 01:00,6,8.805793,9.176068,11.95613,10.14512,9.524967,9.286492,9.083055,8.47629,9.556739375,0.38447295
clone_59,high_het,E2f3,D2,10/08/2022 04:00,9,11.16989,10.58293,12.80882,10.70763,11.30081,9.873453,9.616204,10.02616,10.76073713,0.361667683
clone_59,high_het,E2f3,D2,10/08/2022 07:00,12,11.76211,11.26017,14.52701,12.49358,12.38397,11.71322,10.53861,10.09772,11.84704875,0.48237126
clone_59,high_het,E2f3,D2,10/08/2022 10:00,15,14.17094,14.8488,18.04941,12.81878,12.8224,12.65564,12.4257,11.40372,13.64942375,0.731590613
clone_59,high_het,E2f3,D2,10/08/2022 13:00,18,16.64753,15.37717,20.78445,16.79127,16.02143,13.87019,14.28629,12.51905,15.7871725,0.881883969
clone_59,high_het,E2f3,D2,10/08/2022 16:00,21,19.70129,16.77161,23.05855,19.17654,17.47835,17.27273,16.735,16.42721,18.32766,0.794990446
clone_59,high_het,E2f3,D2,10/08/2022 19:00,24,24.99713,23.61588,28.2426,21.94042,20.14034,18.56759,17.1638,15.79648,21.30803,1.487142188
clone_59,high_het,E2f3,D2,10/08/2022 22:00,27,25.44867,22.50116,28.65261,25.28163,23.99988,22.64478,20.69445,20.08202,23.66315,0.989594319
