Clone,Heteroplasmy_bin,siRNA,well,Date Time,Elapsed,"A1, Image 1","A1, Image 2","A1, Image 3","A1, Image 4","A1, Image 6","A1, Image 7","A1, Image 8","A1, Image 9",Clone 62 Mock,SEM
clone_114,high_het,Mock,A6,11/08/2022 07:00,36,37.47795,22.14017,19.37978,23.99947,14.15298,25.66721,28.94135,30.23506,25.24924625,2.52491836
clone_114,high_het,Mock,A6,11/08/2022 10:00,39,42.61657,27.22355,22.55901,34.15025,17.19924,32.99149,40.45612,37.03084,31.77838375,3.121783647
clone_114,high_het,Mock,A6,11/08/2022 13:00,42,53.59203,32.27376,24.87066,36.08467,19.88595,36.64315,42.3462,40.41105,35.76343375,3.699888799
clone_114,high_het,Mock,A6,11/08/2022 16:00,45,61.55615,38.33137,32.31438,48.64989,28.75553,49.27564,54.76617,53.10854,45.84470875,4.076074613
clone_114,high_het,Mock,A6,11/08/2022 19:00,48,68.67057,41.00538,35.10373,48.98103,26.06062,51.45412,58.57388,55.64104,48.18629625,4.830438262
clone_114,high_het,Mock,A6,11/08/2022 22:00,51,78.68846,53.50394,45.88792,62.67961,35.11916,60.43808,70.77975,65.21587,59.03909875,4.9154607
clone_114,high_het,Mock,A6,12/08/2022 01:00,54,82.77193,57.07455,48.99892,65.85487,35.69001,68.00044,77.84779,75.47141,63.96374,5.621424623
clone_114,high_het,Mock,A6,12/08/2022 04:00,57,89.62856,74.35635,60.79628,81.72714,51.82051,82.26822,88.12056,82.76162,76.434905,4.757409872
clone_114,high_het,Mock,A6,12/08/2022 07:00,60,92.27026,76.47412,66.91161,81.40365,47.21461,86.51482,93.05795,86.64703,78.81175625,5.43958647
clone_114,high_het,Mock,A6,12/08/2022 10:00,63,94.72471,88.69817,76.04533,91.25956,65.11165,94.63136,98.89532,94.79,88.0195125,4.079365727
clone_114,high_het,Mock,A6,12/08/2022 13:00,66,98.23112,94.46084,85.66611,96.65591,73.95316,98.03492,99.10483,98.02871,93.01695,3.126320861
clone_114,high_het,NT,B6,09/08/2022 19:00,0,6.706526,5.020829,3.523888,5.752294,4.666944,4.809126,4.837739,3.743718,4.882633,0.361031506
clone_114,high_het,NT,B6,09/08/2022 22:00,3,7.030295,6.172832,3.989634,7.164008,5.180561,5.520651,4.893192,3.837753,5.47361575,0.444667081
clone_114,high_het,NT,B6,10/08/2022 01:00,6,7.298882,5.911071,4.164321,7.822811,5.636745,6.744906,5.002936,4.133044,5.8393395,0.488206745
clone_114,high_het,NT,B6,10/08/2022 04:00,9,7.728024,6.96617,5.124153,8.414893,6.490589,6.866941,5.110084,4.74623,6.4308855,0.470357445
clone_114,high_het,NT,B6,10/08/2022 07:00,12,9.619823,8.366819,6.030921,10.00833,7.63337,7.928049,6.130834,5.551383,7.658691125,0.588069048
clone_114,high_het,NT,B6,10/08/2022 10:00,15,10.56968,9.574679,6.012141,10.53035,8.821297,9.566623,6.81545,6.275676,8.520737,0.665113792
clone_114,high_het,NT,B6,10/08/2022 13:00,18,12.02845,10.93313,7.473845,11.10843,9.460228,9.852285,8.30454,6.315353,9.434532625,0.691811442
clone_114,high_het,NT,B6,10/08/2022 16:00,21,15.27207,14.43011,8.938958,16.08481,12.92135,11.61611,10.12347,8.439481,12.22829488,1.030304193
clone_114,high_het,NT,B6,10/08/2022 19:00,24,15.90867,14.4452,9.766444,18.13743,13.55209,14.69945,12.16353,10.00307,13.5844855,1.013650179
clone_114,high_het,NT,B6,10/08/2022 22:00,27,22.94307,19.84942,12.57464,21.32129,18.77602,18.07153,13.75416,11.78444,17.38432125,1.479351802
clone_114,high_het,NT,B6,11/08/2022 01:00,30,25.43454,22.66096,15.66693,26.48464,22.73213,22.44946,17.16947,13.54561,20.7679675,1.668287354
clone_114,high_het,NT,B6,11/08/2022 04:00,33,27.54186,23.44719,16.20861,32.03542,25.0493,27.01104,20.9584,17.11634,23.67102,1.908916012
clone_114,high_het,NT,B6,11/08/2022 07:00,36,35.26921,31.66548,20.22959,41.17303,31.64212,32.06992,26.02778,21.01173,29.8861075,2.515242082
clone_114,high_het,NT,B6,11/08/2022 10:00,39,43.77287,37.18129,25.34152,40.28244,36.21688,36.90436,28.40308,20.80283,33.61315875,2.795760268
clone_114,high_het,NT,B6,11/08/2022 13:00,42,51.56291,43.58582,29.66619,54.07608,45.80208,45.24188,36.2448,27.49918,41.7098675,3.432010399
clone_114,high_het,NT,B6,11/08/2022 16:00,45,55.82201,45.83649,31.41246,59.69555,48.52683,53.00132,40.84606,30.39178,45.6915625,3.830528078
clone_114,high_het,NT,B6,11/08/2022 19:00,48,67.17596,60.4331,40.26026,68.57163,60.90234,60.05232,47.85272,34.81152,55.00748125,4.428485506
clone_114,high_het,NT,B6,11/08/2022 22:00,51,77.11859,64.02132,48.51952,73.5986,66.98016,68.20735,54.818,39.99788,61.6576775,4.525677691
clone_114,high_het,NT,B6,12/08/2022 01:00,54,87.53803,74.31217,57.49487,86.89172,78.3899,80.16355,65.62936,48.80217,72.40272125,4.935005958
clone_114,high_het,NT,B6,12/08/2022 04:00,57,90.92274,80.39082,63.33773,92.80669,82.75951,87.27299,73.80443,56.90252,78.52467875,4.582729431
clone_114,high_het,NT,B6,12/08/2022 07:00,60,97.49692,88.92974,74.47573,97.78947,91.93489,94.09076,82.24199,66.03454,86.624255,4.059536704
clone_114,high_het,NT,B6,12/08/2022 10:00,63,99.0472,94.19873,82.39729,97.63248,94.74465,97.51556,88.31676,70.99937,90.606505,3.421170717
clone_114,high_het,NT,B6,12/08/2022 13:00,66,99.6162,96.23318,89.95288,98.06503,98.11796,98.4728,94.55274,80.81805,94.478605,2.230602114
clone_114,high_het,Gapdh,C6,09/08/2022 19:00,0,5.052311,4.600155,4.497925,6.899447,3.073099,5.213341,5.571939,4.117475,4.8782115,0.395699146
clone_114,high_het,Gapdh,C6,09/08/2022 22:00,3,4.967562,5.24694,4.932939,7.023532,3.182774,5.071365,5.808361,4.237257,5.05884125,0.393612842
clone_114,high_het,Gapdh,C6,10/08/2022 01:00,6,5.319055,6.093204,5.303075,7.540019,3.051518,5.150239,5.361261,3.716332,5.191837875,0.484463894
clone_114,high_het,Gapdh,C6,10/08/2022 04:00,9,6.539008,6.370601,5.766362,7.636924,2.923063,5.100183,5.548993,3.705678,5.4488515,0.542421768
clone_114,high_het,Gapdh,C6,10/08/2022 07:00,12,7.296562,5.788967,6.437936,8.143029,3.290401,5.80167,6.533817,4.068645,5.920128375,0.564663105
clone_114,high_het,Gapdh,C6,10/08/2022 10:00,15,7.608787,8.267793,8.669757,8.710183,3.686831,6.345813,7.047367,5.036331,6.92160775,0.639543103
clone_114,high_het,Gapdh,C6,10/08/2022 13:00,18,9.312376,9.329041,9.967971,12.18716,4.686679,8.3423,9.570176,6.028257,8.677995,0.830930741
clone_114,high_het,Gapdh,C6,10/08/2022 16:00,21,11.25321,10.0842,10.95847,13.21746,5.938388,9.403341,10.05757,6.545428,9.682258375,0.853885412
clone_114,high_het,Gapdh,C6,10/08/2022 19:00,24,14.50359,12.48627,12.77794,15.21013,7.605988,10.28505,11.86667,9.000151,11.71697363,0.926195956
clone_114,high_het,Gapdh,C6,10/08/2022 22:00,27,15.61264,14.10457,14.39098,20.76288,7.885163,12.8883,16.91953,10.12586,14.08624038,1.405354425
clone_114,high_het,Gapdh,C6,11/08/2022 01:00,30,16.44163,15.44321,16.85082,23.48305,8.599007,14.55597,19.20106,10.6349,15.65120588,1.648282269
clone_114,high_het,Gapdh,C6,11/08/2022 04:00,33,23.48339,20.60274,22.48491,29.68921,11.91079,16.35415,21.19366,14.13708,19.98199125,2.013687408
clone_114,high_het,Gapdh,C6,11/08/2022 07:00,36,26.78034,24.00021,26.18621,36.432,12.82861,22.59048,28.99516,18.10683,24.48998,2.505748971
clone_114,high_het,Gapdh,C6,11/08/2022 10:00,39,34.51752,29.79922,32.39974,44.41638,16.45774,26.33222,34.37001,22.66226,30.11938625,2.999136397
clone_114,high_het,Gapdh,C6,11/08/2022 13:00,42,40.64857,33.86671,35.79559,51.10849,18.76167,32.1151,42.88488,25.52918,35.08877375,3.578501856
clone_114,high_het,Gapdh,C6,11/08/2022 16:00,45,50.16548,41.77481,45.96304,60.75256,24.92344,33.20291,47.09141,31.34623,41.902485,4.102344404
clone_114,high_het,Gapdh,C6,11/08/2022 19:00,48,56.94499,50.25849,54.84813,66.31821,29.48419,41.36206,57.86848,37.07317,49.269715,4.347310118
clone_114,high_het,Gapdh,C6,11/08/2022 22:00,51,66.4083,62.59451,63.44145,78.39065,34.94284,48.56145,65.60082,44.73469,58.08433875,4.984977217
clone_114,high_het,Gapdh,C6,12/08/2022 01:00,54,76.18778,71.39148,69.95703,84.95083,41.80711,60.51485,76.32607,52.94607,66.7601525,4.991857503
clone_114,high_het,Gapdh,C6,12/08/2022 04:00,57,86.20062,78.76385,79.56464,92.67066,52.1483,62.55518,82.68876,61.69219,74.535525,4.971833697
clone_114,high_het,Gapdh,C6,12/08/2022 07:00,60,91.5388,83.11005,82.18505,95.89249,55.85609,74.09889,88.81419,69.81909,80.16433125,4.627245253
clone_114,high_het,Gapdh,C6,12/08/2022 10:00,63,96.38065,87.71469,90.93873,97.83981,62.91636,81.02259,93.05234,76.52596,85.79889125,4.166337533
clone_114,high_het,Gapdh,C6,12/08/2022 13:00,66,96.30054,92.28979,95.4049,94.56129,70.15966,83.07323,93.28671,80.95881,88.25436625,3.286186372
clone_114,high_het,E2f3,D6,09/08/2022 19:00,0,2.896839,4.587317,4.095416,5.272686,3.347629,6.55164,4.385789,3.20613,4.29293075,0.427195783
clone_114,high_het,E2f3,D6,09/08/2022 22:00,3,3.848817,5.155498,4.992214,5.166698,3.840622,8.223547,3.363473,3.343532,4.741800125,0.566969274
clone_114,high_het,E2f3,D6,10/08/2022 01:00,6,4.06332,6.269122,5.606355,5.971099,4.563005,7.714365,3.540687,3.119195,5.1058935,0.549915515
clone_114,high_het,E2f3,D6,10/08/2022 04:00,9,4.561844,6.891048,6.354006,6.337822,4.988185,7.599432,3.52341,3.115781,5.421441,0.57411467
clone_114,high_het,E2f3,D6,10/08/2022 07:00,12,5.455501,7.627566,6.722917,7.096126,5.553157,9.244498,4.11522,3.538024,6.169126125,0.665218542
clone_114,high_het,E2f3,D6,10/08/2022 10:00,15,5.801533,7.426039,7.740726,9.727793,7.151236,11.29248,4.874139,4.236641,7.281323375,0.840683333
clone_114,high_het,E2f3,D6,10/08/2022 13:00,18,7.095853,8.249358,9.334232,10.44628,7.605714,13.27763,5.646442,5.603898,8.407425875,0.912272822
clone_114,high_het,E2f3,D6,10/08/2022 16:00,21,9.140556,9.973025,11.84324,11.78199,8.711277,13.75089,6.856218,6.187582,9.78059725,0.916857718
clone_114,high_het,E2f3,D6,10/08/2022 19:00,24,9.436324,11.26263,12.40944,14.24012,10.47503,18.43763,8.788177,7.602777,11.581516,1.22708196
clone_114,high_het,E2f3,D6,10/08/2022 22:00,27,9.602682,11.77195,13.84622,15.67198,10.80167,21.00702,9.272769,9.459407,12.67921225,1.435862591
clone_114,high_het,E2f3,D6,11/08/2022 01:00,30,12.67893,15.25616,17.22301,19.10709,14.11358,22.39661,9.295573,9.67917,14.96876538,1.60135233
clone_114,high_het,E2f3,D6,11/08/2022 04:00,33,14.59947,16.57179,19.85392,21.04492,14.93478,29.41925,12.14175,12.87765,17.68044125,2.00823043
clone_114,high_het,E2f3,D6,11/08/2022 07:00,36,18.74754,20.00976,24.30712,22.70283,16.24521,32.06089,13.08553,14.08859,20.15593375,2.193940439
clone_114,high_het,E2f3,D6,11/08/2022 10:00,39,17.65905,18.93281,24.93266,29.95738,20.12005,38.91314,16.57957,16.69321,22.97348375,2.802174302
clone_114,high_het,E2f3,D6,11/08/2022 13:00,42,26.01364,25.44614,30.86682,31.17769,20.16158,43.69017,18.74809,18.42432,26.81605625,2.995485186
clone_114,high_het,E2f3,D6,11/08/2022 16:00,45,27.4373,30.52222,34.60645,41.16641,26.60873,50.82809,22.47589,23.06265,32.0884675,3.453527618
clone_114,high_het,E2f3,D6,11/08/2022 19:00,48,33.64859,37.46352,40.17741,39.56192,30.17298,57.26323,24.57768,24.32562,35.89886875,3.757295006
clone_114,high_het,E2f3,D6,11/08/2022 22:00,51,35.86586,39.48631,43.18298,54.32931,37.25982,69.14799,29.99167,30.69042,42.494295,4.680873457
clone_114,high_het,E2f3,D6,12/08/2022 01:00,54,43.6257,45.49032,52.16599,56.76791,41.44872,78.95064,34.81049,37.22158,48.81016875,5.009656075
clone_114,high_het,E2f3,D6,12/08/2022 04:00,57,47.32782,51.3956,57.47541,70.89181,51.48813,85.76287,39.53009,44.85399,56.090715,5.38178324
clone_114,high_het,E2f3,D6,12/08/2022 07:00,60,58.4489,63.51105,68.31388,74.79971,51.94077,89.92351,43.879,50.62056,62.6796725,5.267264838
clone_114,high_het,E2f3,D6,12/08/2022 10:00,63,60.5156,70.36652,73.33334,86.82829,63.42227,95.30704,52.25859,56.95805,69.8737125,5.265836635
clone_114,high_het,E2f3,D6,12/08/2022 13:00,66,74.01927,80.67683,82.05849,92.64627,73.41892,95.22182,53.44302,61.0193,76.56299,5.082257358
clone_62,high_het,Taf1,A1,09/08/2022 19:00,0,3.624891,4.370629,6.106726,4.878647,7.806558,5.437268,4.976234,5.604239,5.350649,0.442731064
clone_62,high_het,Taf1,A1,09/08/2022 22:00,3,3.654733,4.395352,6.477819,5.261759,7.398244,6.109456,5.507061,5.88792,5.586543,0.416265871
clone_62,high_het,Taf1,A1,10/08/2022 01:00,6,3.991955,5.192513,9.584178,5.484526,7.465308,6.900062,6.112462,6.433772,6.395597,0.593151306
clone_62,high_het,Taf1,A1,10/08/2022 04:00,9,4.681899,6.203015,9.507623,5.963859,8.806681,7.735126,7.379124,7.2603,7.192203375,0.552445846
clone_62,high_het,Taf1,A1,10/08/2022 07:00,12,5.552747,8.253047,11.51968,7.267604,10.9681,9.908966,8.215827,8.37078,8.757093875,0.694749827
clone_62,high_het,Taf1,A1,10/08/2022 10:00,15,7.378032,8.97645,14.64994,10.7891,13.72043,12.61452,11.34179,11.83116,11.41267775,0.845498435
clone_62,high_het,Taf1,A1,10/08/2022 13:00,18,8.807912,10.62302,16.40331,11.02881,16.18362,15.73105,14.13209,12.25381,13.14545275,1.01730553
clone_62,high_het,Taf1,A1,10/08/2022 16:00,21,9.488024,12.41245,18.49971,12.86556,19.6481,18.42193,14.89756,15.23758,15.18386425,1.246366339
clone_62,high_het,Taf1,A1,10/08/2022 19:00,24,11.67265,15.14676,25.06884,17.51509,24.07916,23.7795,20.78753,20.72525,19.8468475,1.672515883
clone_62,high_het,Taf1,A1,10/08/2022 22:00,27,13.32448,16.83552,25.96755,17.89329,27.29123,27.35556,24.43639,22.18852,21.9115675,1.876219281
clone_62,high_het,Taf1,A1,11/08/2022 01:00,30,16.97081,21.26537,36.45787,17.80499,32.27934,29.39856,25.30492,23.93144,25.4266625,2.440656007
clone_62,high_het,Taf1,A1,11/08/2022 04:00,33,20.33668,23.21391,41.79222,26.01884,39.00903,39.03498,33.72561,31.22617,31.79468,2.824468964
clone_62,high_het,Taf1,A1,11/08/2022 07:00,36,23.02113,29.16479,47.57901,27.87247,41.85471,40.96959,35.83854,34.43857,35.09235125,2.897503099
clone_62,high_het,Taf1,A1,11/08/2022 10:00,39,25.60642,32.797,54.76187,35.42743,54.99256,51.73104,45.54947,43.77909,43.08061,3.848540043
clone_62,high_het,Taf1,A1,11/08/2022 13:00,42,24.03313,32.6126,59.99085,33.91219,55.77681,54.79156,46.95982,44.87906,44.1195025,4.532403229
clone_62,high_het,Taf1,A1,11/08/2022 16:00,45,34.70362,42.10351,68.24539,44.21384,69.32589,65.17632,58.69885,55.00327,54.68383625,4.613091886
clone_62,high_het,Taf1,A1,11/08/2022 19:00,48,34.22469,45.95409,75.48151,41.35865,69.42014,67.02517,58.47869,55.15202,55.88687,5.136351389
clone_62,high_het,Taf1,A1,11/08/2022 22:00,51,42.64703,51.80623,78.21535,54.32815,78.85065,74.43707,66.66315,66.17713,64.140595,4.708287859
clone_62,high_het,Taf1,A1,12/08/2022 01:00,54,42.8769,52.83278,79.88882,59.23698,81.26283,77.23818,71.41575,67.36252,66.514345,4.882571535
clone_62,high_het,Taf1,A1,12/08/2022 04:00,57,50.45494,61.28461,87.60161,65.29168,90.43611,86.44402,78.51371,77.82308,74.73122,5.057881099
clone_62,high_het,Taf1,A1,12/08/2022 07:00,60,50.22687,64.39008,91.34731,65.24435,91.36794,86.86906,80.28408,79.83487,76.19557,5.239499767
clone_62,high_het,Taf1,A1,12/08/2022 10:00,63,58.98553,69.14663,92.53864,74.35943,96.51762,92.67939,86.69334,86.85786,82.222305,4.69490176
clone_62,high_het,Taf1,A1,12/08/2022 13:00,66,66.02819,74.19238,95.65647,83.15498,96.60266,93.80613,89.88861,89.91634,86.15572,3.880472445
clone_62,high_het,Klf12,B1,09/08/2022 19:00,0,5.089393,5.57269,5.200707,3.411344,5.203235,3.795072,5.05156,5.322743,4.830843,0.276170911
clone_62,high_het,Klf12,B1,09/08/2022 22:00,3,4.288886,6.468669,5.906836,3.703017,6.169007,3.787628,6.048745,6.081663,5.306806375,0.412319898
clone_62,high_het,Klf12,B1,10/08/2022 01:00,6,4.23398,5.66693,7.371953,4.026169,5.246598,4.085514,5.769027,5.483092,5.235407875,0.398314099
clone_62,high_het,Klf12,B1,10/08/2022 04:00,9,5.9922,7.170497,8.356777,4.87605,6.849525,5.267427,6.949915,7.518779,6.62264625,0.413038885
clone_62,high_het,Klf12,B1,10/08/2022 07:00,12,8.454369,11.14456,12.64082,4.934644,9.603639,5.402577,8.19896,8.896347,8.6594895,0.923021074
clone_62,high_het,Klf12,B1,10/08/2022 10:00,15,10.61776,13.70991,13.65384,7.565421,11.12421,9.084492,11.62812,11.52269,11.11330538,0.738948976
clone_62,high_het,Klf12,B1,10/08/2022 13:00,18,10.96912,13.1319,14.04529,8.563086,12.80403,9.227901,13.04442,13.77158,11.94466588,0.742525988
clone_62,high_het,Klf12,B1,10/08/2022 16:00,21,13.14235,15.90889,19.03922,9.72793,16.01849,11.59344,15.81513,15.67198,14.61467875,1.043321893
clone_62,high_het,Klf12,B1,10/08/2022 19:00,24,17.27239,20.75509,21.53641,12.85224,19.66291,14.24914,19.22339,19.88636,18.17974125,1.10805789
clone_62,high_het,Klf12,B1,10/08/2022 22:00,27,15.64536,25.23062,26.20459,13.70957,23.52641,14.94305,21.61454,22.59554,20.43371,1.74353789
clone_62,high_het,Klf12,B1,11/08/2022 01:00,30,24.90152,33.4601,32.51566,19.8251,29.72254,19.27775,28.25141,28.753,27.088385,1.888215878
clone_62,high_het,Klf12,B1,11/08/2022 04:00,33,25.95341,36.13527,39.37445,22.35741,33.9824,22.82172,33.21248,34.12355,30.99508625,2.264221942
clone_62,high_het,Klf12,B1,11/08/2022 07:00,36,32.30906,49.76303,48.12124,26.3562,43.15492,24.70552,37.53224,42.19391,38.017015,3.353822482
clone_62,high_het,Klf12,B1,11/08/2022 10:00,39,37.19802,50.52612,52.78962,33.45452,48.12055,31.81934,46.34772,48.34544,43.57516625,2.883511999
clone_62,high_het,Klf12,B1,11/08/2022 13:00,42,47.77167,64.37077,62.43458,36.62683,61.20308,34.40245,50.5285,50.90745,51.03066625,4.023018817
clone_62,high_het,Klf12,B1,11/08/2022 16:00,45,51.80624,68.22722,70.01414,45.99001,65.82878,46.87943,60.85315,64.23014,59.22863875,3.41052381
clone_62,high_het,Klf12,B1,11/08/2022 19:00,48,62.6443,82.77896,83.19623,48.77806,76.10385,44.27494,63.68403,65.19305,65.8316775,5.11467428
clone_62,high_het,Klf12,B1,11/08/2022 22:00,51,71.05681,79.09595,84.37083,63.12049,80.91598,60.30396,74.87338,77.84172,73.94739,3.022122835
clone_62,high_het,Klf12,B1,12/08/2022 01:00,54,79.85816,91.6338,95.4402,67.085,90.99274,63.01743,83.41653,82.20963,81.70668625,4.103707724
clone_62,high_het,Klf12,B1,12/08/2022 04:00,57,91.36179,95.28852,96.47591,80.8175,94.75927,81.06411,91.65626,93.04523,90.55857375,2.188035646
clone_62,high_het,Klf12,B1,12/08/2022 07:00,60,95.22324,98.15572,99.08913,86.51838,98.31751,80.42921,95.78049,91.32443,93.10476375,2.342787856
clone_62,high_het,Klf12,B1,12/08/2022 10:00,63,96.5162,98.58002,98.98608,93.62885,98.95712,91.91344,97.90202,97.14092,96.70308125,0.92457824
clone_62,high_het,Klf12,B1,12/08/2022 13:00,66,99.24635,99.57216,99.9216,96.8746,99.47129,95.5216,99.05567,98.88699,98.5687825,0.544524532
clone_62,high_het,Cnot3,C1,09/08/2022 19:00,0,4.653286,5.203098,6.233542,4.599199,4.864852,3.885217,4.048227,4.83371,4.790141375,0.256554502
clone_62,high_het,Cnot3,C1,09/08/2022 22:00,3,4.614156,5.966181,6.702223,4.870588,5.61018,4.571745,4.866081,5.741503,5.367832125,0.268520122
clone_62,high_het,Cnot3,C1,10/08/2022 01:00,6,5.475782,5.591332,5.92384,5.98387,5.410361,4.852764,4.612516,6.044239,5.486838,0.185745899
clone_62,high_het,Cnot3,C1,10/08/2022 04:00,9,6.590909,6.948823,9.151346,7.157177,7.147277,5.481452,5.140953,6.758564,6.797062625,0.429607914
clone_62,high_het,Cnot3,C1,10/08/2022 07:00,12,6.951759,6.480686,9.300084,6.391637,6.368622,5.7217,5.49231,7.516185,6.777872875,0.424895946
clone_62,high_het,Cnot3,C1,10/08/2022 10:00,15,9.979514,10.42177,12.64559,8.863566,9.518686,7.955025,8.792888,11.22835,9.925673625,0.531243353
clone_62,high_het,Cnot3,C1,10/08/2022 13:00,18,10.09848,10.23417,13.79254,10.26504,10.5212,9.045359,9.111739,12.36034,10.6786085,0.572857268
clone_62,high_het,Cnot3,C1,10/08/2022 16:00,21,12.13089,11.52419,17.36465,11.67518,12.35652,10.96953,11.37388,14.21903,12.70173375,0.752307857
clone_62,high_het,Cnot3,C1,10/08/2022 19:00,24,14.70279,14.57154,20.37894,14.16773,16.55397,12.66868,14.24238,16.33502,15.45263125,0.828776232
clone_62,high_het,Cnot3,C1,10/08/2022 22:00,27,13.86684,14.87434,21.57131,15.77401,16.68092,14.08941,14.13038,17.73861,16.0907275,0.920737735
clone_62,high_het,Cnot3,C1,11/08/2022 01:00,30,19.97972,20.11172,28.74078,16.64609,20.20419,15.5888,17.13888,22.14748,20.0697075,1.463374426
clone_62,high_het,Cnot3,C1,11/08/2022 04:00,33,22.86345,22.03576,31.98945,20.77558,24.73025,20.29625,22.21952,26.46388,23.9217675,1.35502412
clone_62,high_het,Cnot3,C1,11/08/2022 07:00,36,23.78524,24.42868,37.87547,23.14733,27.00292,19.50386,23.72261,27.53838,25.87556125,1.923416064
clone_62,high_het,Cnot3,C1,11/08/2022 10:00,39,30.67998,32.52315,45.49961,30.48445,34.91928,26.40079,31.71827,34.88287,33.38855,1.97931983
clone_62,high_het,Cnot3,C1,11/08/2022 13:00,42,30.45776,28.481,47.75254,30.82529,38.07562,26.93182,31.17822,35.43345,33.6419625,2.38214904
clone_62,high_het,Cnot3,C1,11/08/2022 16:00,45,41.52972,42.46681,56.98919,39.87271,44.04221,36.2349,38.34026,46.10864,43.198055,2.259263421
clone_62,high_het,Cnot3,C1,11/08/2022 19:00,48,31.61836,39.39856,60.0267,38.18106,44.60985,34.63956,34.40477,42.89937,40.72227875,3.163732428
clone_62,high_het,Cnot3,C1,11/08/2022 22:00,51,48.80539,54.5994,72.34818,49.88001,59.91948,48.13388,50.20781,55.4297,54.91548125,2.866508539
clone_62,high_het,Cnot3,C1,12/08/2022 01:00,54,48.52272,53.24006,72.57723,45.52093,53.84853,47.50355,45.09307,57.98479,53.03636,3.211575465
clone_62,high_het,Cnot3,C1,12/08/2022 04:00,57,62.23086,69.77046,83.08846,58.26499,71.23314,54.32917,58.20251,69.76495,65.8605675,3.323839283
clone_62,high_het,Cnot3,C1,12/08/2022 07:00,60,56.94575,64.25985,86.42079,55.02514,72.65304,56.92376,58.35855,73.99032,65.57215,3.941259276
clone_62,high_het,Cnot3,C1,12/08/2022 10:00,63,64.30617,72.73293,89.70901,62.49916,75.09847,66.01091,62.48708,79.32077,71.5205625,3.410402562
clone_62,high_het,Cnot3,C1,12/08/2022 13:00,66,73.29092,81.14128,93.22266,70.76329,79.88458,71.07796,72.14017,83.95493,78.18447375,2.793919602
clone_62,high_het,Maz,D1,09/08/2022 19:00,0,5.269476,5.693017,5.594952,3.916014,6.039935,5.28252,5.599118,9.007661,5.800336625,0.509536644
clone_62,high_het,Maz,D1,09/08/2022 22:00,3,5.750791,5.405376,6.36022,3.898601,6.307569,6.08023,5.906017,8.328575,6.004672375,0.432873997
clone_62,high_het,Maz,D1,10/08/2022 01:00,6,5.78726,6.458765,5.496543,3.258373,6.621776,5.915033,6.033997,8.719405,6.036394,0.531259607
clone_62,high_het,Maz,D1,10/08/2022 04:00,9,6.726673,7.90237,7.139354,4.053621,8.161466,6.561954,6.911398,9.505641,7.120309625,0.555825118
clone_62,high_het,Maz,D1,10/08/2022 07:00,12,6.398804,6.579231,7.339581,3.926943,8.048582,6.690614,7.426517,10.80816,7.152304,0.678642933
clone_62,high_het,Maz,D1,10/08/2022 10:00,15,9.972751,10.28149,10.40749,4.567649,10.2595,7.129042,7.698997,11.4296,8.968314875,0.811629557
clone_62,high_het,Maz,D1,10/08/2022 13:00,18,10.50378,11.18655,11.98433,5.924387,11.98945,9.823603,11.98468,15.63845,11.12940375,0.961077889
clone_62,high_het,Maz,D1,10/08/2022 16:00,21,12.57847,12.16415,13.5075,7.082538,13.00133,11.1283,12.70781,18.82737,12.6246835,1.13837466
clone_62,high_het,Maz,D1,10/08/2022 19:00,24,14.52408,15.75714,16.31577,8.817129,16.07559,12.82807,13.87156,21.42625,14.95194863,1.261976012
clone_62,high_het,Maz,D1,10/08/2022 22:00,27,14.49245,15.11295,17.72885,9.103544,17.64771,13.72664,17.1565,24.21219,16.14760425,1.524185772
clone_62,high_het,Maz,D1,11/08/2022 01:00,30,16.86878,15.54305,19.92037,9.86649,17.57771,15.32069,18.69605,27.94245,17.71694875,1.808763154
clone_62,high_het,Maz,D1,11/08/2022 04:00,33,21.72585,22.18033,23.69406,12.58448,23.89171,20.0829,24.35471,34.9793,22.9366675,2.178922948
clone_62,high_het,Maz,D1,11/08/2022 07:00,36,22.2758,23.98273,26.2153,14.56717,28.53269,23.28514,25.3433,38.54637,25.3435625,2.378757767
clone_62,high_het,Maz,D1,11/08/2022 10:00,39,29.07739,30.5201,33.48653,17.97258,35.23028,28.20019,31.66562,45.66905,31.4777175,2.73651175
clone_62,high_het,Maz,D1,11/08/2022 13:00,42,30.43768,33.99749,34.99017,19.58855,38.51459,31.81182,32.24111,53.0617,34.33038875,3.306106254
clone_62,high_het,Maz,D1,11/08/2022 16:00,45,37.45055,42.53073,43.0535,24.97773,47.11429,36.84058,42.07133,62.33152,42.04627875,3.727266675
clone_62,high_het,Maz,D1,11/08/2022 19:00,48,40.98175,45.71548,42.38581,25.41254,53.54437,36.58319,43.31108,67.3977,44.41649,4.335887035
clone_62,high_het,Maz,D1,11/08/2022 22:00,51,48.64006,53.62829,58.83912,30.24783,62.3404,46.59555,51.51326,74.60978,53.30178625,4.566736931
clone_62,high_het,Maz,D1,12/08/2022 01:00,54,52.21386,57.26931,56.87766,31.1858,68.29709,46.50622,51.73412,78.19411,55.28477125,4.965047344
clone_62,high_het,Maz,D1,12/08/2022 04:00,57,61.94493,67.70696,70.11779,36.8089,76.69416,51.8442,59.83556,83.78797,63.59255875,5.194831843
clone_62,high_het,Maz,D1,12/08/2022 07:00,60,60.28695,69.42184,67.41778,39.06823,79.98019,53.11967,66.84598,88.62707,65.59596375,5.418916758
