"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Rock2",2.42125944477139e-117,0.446509221755273,0.79,0.647,6.19406591161416e-113,"Rock2"
"Mtpn",2.44389783883345e-117,0.31745402976597,0.984,0.964,6.25197945130373e-113,"Mtpn"
"Prpf6",2.64182184704783e-117,0.40896607527239,0.814,0.689,6.75830864911776e-113,"Prpf6"
"Mier1",2.98020274474193e-117,0.368289190750181,0.898,0.809,7.6239546615988e-113,"Mier1"
"Zcchc8",3.40505548301585e-117,0.429698951580716,0.752,0.601,8.71081293665115e-113,"Zcchc8"
"1110004F10Rik",7.83752829067278e-117,0.287289357406494,1,1,2.00499648731991e-112,"1110004F10Rik"
"Baz1b",8.02079823541554e-117,0.440143036442551,0.878,0.792,2.051880604584e-112,"Baz1b"
"Usp10",1.57981329037695e-116,0.377704618642089,0.917,0.854,4.04147835944232e-112,"Usp10"
"Mycbp2",3.42374267899836e-116,0.419297808833553,0.797,0.646,8.75861852141359e-112,"Mycbp2"
"Maea",3.5536747142887e-116,-0.351349719399656,0.818,0.917,9.09101065409334e-112,"Maea"
"Eprs",8.62921190102157e-116,0.3670102653345,0.992,0.986,2.20752498851934e-111,"Eprs"
"Fbl",1.374541721475e-115,-0.262271211802341,0.998,0.999,3.51635263187734e-111,"Fbl"
"Rnf44",1.6603640404847e-115,0.382641277374625,0.739,0.558,4.24754328836795e-111,"Rnf44"
"Kdm6a",1.86750266670308e-115,0.40494029371559,0.542,0.337,4.77744532195982e-111,"Kdm6a"
"Zdbf2",2.13686347395839e-115,0.480844147481026,0.647,0.458,5.46652413908036e-111,"Zdbf2"
"Impad1",2.93586274190649e-115,0.373929608170695,0.896,0.789,7.51052406634518e-111,"Impad1"
"Stmn1",2.9981671504938e-115,-0.252620585884468,1,1,7.66991120439323e-111,"Stmn1"
"Luc7l3",4.30591735245223e-115,0.289038841318245,0.999,0.997,1.10153977710433e-110,"Luc7l3"
"Trim24",7.32549537612556e-115,0.442471892731395,0.697,0.529,1.87400822712044e-110,"Trim24"
"Atxn7l3b",4.69358170144799e-114,0.284677336224459,0.999,0.995,1.20071207086443e-109,"Atxn7l3b"
"Cnot3",4.84678837558792e-114,0.422205642521039,0.874,0.794,1.2399054022429e-109,"Cnot3"
"Myl12b",9.05086688313729e-114,-0.359432727997611,0.821,0.923,2.31539276604418e-109,"Myl12b"
"Tsg101",1.13969024374345e-113,-0.303935798836666,0.958,0.991,2.91555558154448e-109,"Tsg101"
"Crebbp",4.20623394510825e-113,0.392875292946411,0.798,0.644,1.07603876783759e-108,"Crebbp"
"Plekha8",7.14869061342745e-113,0.362580967602475,0.436,0.229,1.82877803272701e-108,"Plekha8"
"Selenow",1.11437783157554e-111,-0.277144029399249,0.999,1,2.85080136873655e-107,"Selenow"
"Nsa2",1.48520205061584e-111,0.324699209781347,0.998,0.999,3.79944388588544e-107,"Nsa2"
"Mbtd1",1.5464415064666e-111,0.378358843571346,0.852,0.724,3.95610666184286e-107,"Mbtd1"
"Ssrp1",2.18044129148641e-111,-0.254853464171989,0.999,1,5.57800491188053e-107,"Ssrp1"
"Tmem258",7.71175988283394e-111,0.268987831963175,0.999,0.998,1.97282241322658e-106,"Tmem258"
"Diaph3",1.10486166628729e-110,0.425899969154087,0.516,0.318,2.82645711469615e-106,"Diaph3"
"Ddx56",1.65658863440538e-110,-0.346684162931236,0.804,0.903,4.23788504453584e-106,"Ddx56"
"Otud4",1.71911287433611e-110,0.381520793884768,0.819,0.695,4.39783455512664e-106,"Otud4"
"Sdhd",1.80189272821711e-110,-0.295033782696716,0.972,0.99,4.60960197732501e-106,"Sdhd"
"Clpp",1.99483318992502e-110,-0.303854731713763,0.952,0.983,5.10318226646618e-106,"Clpp"
"Phf6",2.07742992754059e-110,0.411978072369446,0.815,0.69,5.31448124063433e-106,"Phf6"
"Hcfc1",4.81186151200797e-110,0.393875015526917,0.819,0.7,1.23097041200188e-105,"Hcfc1"
"Rsf1",6.59159839085268e-110,0.389599494800969,0.875,0.77,1.68626270034793e-105,"Rsf1"
"Ap2a2",7.16507048164083e-110,0.444515643548885,0.754,0.628,1.83296833061336e-105,"Ap2a2"
"Trpm7",7.66948760388179e-110,0.399922589615521,0.722,0.548,1.96200831882504e-105,"Trpm7"
"Top2a",7.79484125502805e-110,0.616914709899191,0.973,0.951,1.99407628986128e-105,"Top2a"
"Rps18-ps6",9.70377330323577e-110,0.250419166469671,0.193,0.047,2.48241928643377e-105,"Rps18-ps6"
"Phip",1.69348269448816e-109,0.355827456801125,0.954,0.905,4.33226742903962e-105,"Phip"
"Larp1",1.70321051041628e-109,0.381104919556609,0.889,0.802,4.35715312774694e-105,"Larp1"
"Pnp",2.35987044240898e-109,-0.354327491817008,0.892,0.952,6.03702056577064e-105,"Pnp"
"Thap12",2.42181530263498e-109,0.402770226830534,0.772,0.62,6.1954879072008e-105,"Thap12"
"Bud23",3.73512175701171e-109,-0.300007451474922,0.926,0.975,9.55518847878737e-105,"Bud23"
"Nup155",3.94631354244949e-109,0.400794556111405,0.64,0.454,1.00954593042943e-104,"Nup155"
"Tm9sf2",4.66252641054129e-109,0.370281669412184,0.848,0.737,1.19276750634467e-104,"Tm9sf2"
"2610005L07Rik",5.92714209521562e-109,0.276296864358645,0.237,0.075,1.51628149079806e-104,"2610005L07Rik"
"Smc5",7.03959967458759e-109,0.40409333223342,0.772,0.626,1.800870388753e-104,"Smc5"
"Farsa",1.3704781767923e-108,-0.315879878547217,0.895,0.954,3.50595727187006e-104,"Farsa"
"Med13",1.80126272171975e-108,0.397331349241929,0.618,0.424,4.60799029470346e-104,"Med13"
"Ruvbl2",5.55690324431824e-108,-0.272543537079342,0.988,0.996,1.42156698796149e-103,"Ruvbl2"
"Suz12",5.80374433701188e-108,0.387823601284818,0.824,0.692,1.48471387629438e-103,"Suz12"
"Snhg9",6.01184404287913e-108,0.494391269295742,0.624,0.451,1.53794994304934e-103,"Snhg9"
"Map4k4",7.44907465509895e-108,0.399239381703215,0.894,0.803,1.90562227826741e-103,"Map4k4"
"Ago2",8.32771919872226e-108,0.379580813039733,0.84,0.719,2.13039712541713e-103,"Ago2"
"Spr",6.13634211911876e-107,-0.349479201663951,0.756,0.865,1.56979904091296e-102,"Spr"
"Nme2",7.44828523684409e-107,0.672834127142707,0.552,0.423,1.90542032928946e-102,"Nme2"
"Polr2a",8.00405275604401e-107,0.353217305313586,0.897,0.801,2.04759677605118e-102,"Polr2a"
"Zzz3",8.59823660033402e-107,0.418939433664203,0.754,0.61,2.19960088709745e-102,"Zzz3"
"Nmral1",1.03357065512402e-106,-0.394621903227512,0.829,0.912,2.64408044993828e-102,"Nmral1"
"Cd24a",1.07226797280224e-106,-0.377015790262619,0.989,0.99,2.7430759280227e-102,"Cd24a"
"Eif4ebp1",1.35679089654447e-106,-0.291088556851049,0.994,0.998,3.47094247154006e-102,"Eif4ebp1"
"Wdr18",1.54750716835552e-106,-0.272752634819918,0.985,0.998,3.9588328380871e-102,"Wdr18"
"Plrg1",1.97571474497731e-106,-0.348563146299119,0.706,0.837,5.05427346060096e-102,"Plrg1"
"Mcm5",2.26425733790432e-106,-0.326317888675217,0.974,0.988,5.79242312182683e-102,"Mcm5"
"Trrap",2.45405653657355e-106,0.391662458100632,0.639,0.452,6.27796743186245e-102,"Trrap"
"Rad54l2",2.77850905304366e-106,0.385630997745147,0.557,0.361,7.10798185949629e-102,"Rad54l2"
"Brd9",3.01658236494692e-106,0.431715529578274,0.67,0.505,7.7170210060072e-102,"Brd9"
"Kansl1",4.49101193088437e-106,0.385218639265125,0.713,0.543,1.14889067215884e-101,"Kansl1"
"Arpc3",8.72273087547146e-106,-0.285084123614927,0.99,0.999,2.23144901256311e-101,"Arpc3"
"Plekhj1",1.10655300863058e-105,-0.258144193433651,0.991,0.998,2.83078390667874e-101,"Plekhj1"
"Pum2",1.59450861769492e-105,0.351056811235975,0.887,0.784,4.07907194578715e-101,"Pum2"
"Epb41l5",1.66698965537354e-105,0.40962902637042,0.635,0.445,4.2644929363766e-101,"Epb41l5"
"Dynlrb1",2.60406273327646e-105,-0.251967306092516,0.994,0.997,6.66171328426784e-101,"Dynlrb1"
"Trip12",3.23222180004212e-105,0.377748420396765,0.805,0.67,8.26866980886775e-101,"Trip12"
"Sinhcaf",3.29170147176792e-105,0.328275166140537,0.998,0.991,8.4208307050767e-101,"Sinhcaf"
"Zfp644",4.03032147609411e-105,0.335167128584485,0.943,0.877,1.0310368400144e-100,"Zfp644"
"Ankrd17",4.60913923995719e-105,0.395450818746251,0.836,0.719,1.17911000036585e-100,"Ankrd17"
"Brd1",5.87528127000959e-105,0.360890675974797,0.9,0.798,1.50301445449385e-100,"Brd1"
"Ddx46",7.40035660257349e-105,0.286494942130229,0.994,0.981,1.89315922607035e-100,"Ddx46"
"Spag9",1.2735693300474e-104,0.432090712649518,0.721,0.57,3.25804506012727e-100,"Spag9"
"Rpl10a-ps1",1.36442826455132e-104,-0.267759919853957,0.971,0.995,3.49048038637518e-100,"Rpl10a-ps1"
"Cep295",2.69780079981827e-104,0.406806458884436,0.616,0.437,6.90151400609509e-100,"Cep295"
"Upf2",6.67458357573683e-104,0.428253670443232,0.591,0.413,1.707491970345e-99,"Upf2"
"Setd5",8.0923833100931e-104,0.362578241466328,0.926,0.86,2.07019349838802e-99,"Setd5"
"Asxl1",1.08196800144826e-103,0.420832163819267,0.712,0.558,2.76789054130495e-99,"Asxl1"
"Cox17",2.56945064544815e-103,0.405406265017218,0.88,0.803,6.57316864118546e-99,"Cox17"
"Ehd1",3.05462035332472e-103,-0.372527984252281,0.771,0.878,7.8143297878753e-99,"Ehd1"
"Sec63",4.71878739755927e-103,0.414584375430638,0.782,0.651,1.20716019204361e-98,"Sec63"
"Akap11",4.7475447878361e-103,0.365449897379782,0.489,0.289,1.21451690762423e-98,"Akap11"
"Nrip1",6.37222871455373e-103,0.545814693384829,0.663,0.488,1.63014354975714e-98,"Nrip1"
"Sdhb",8.27130074540116e-103,-0.255359202010427,0.989,0.998,2.11596415668852e-98,"Sdhb"
"Dctn2",8.8355592751461e-103,-0.273800190305313,0.973,0.996,2.26031277376788e-98,"Dctn2"
"Rnf111",1.02545236767843e-102,0.37168971799753,0.562,0.364,2.62331224699495e-98,"Rnf111"
"Abce1",1.31835095565548e-102,0.37453696124111,0.944,0.896,3.37260541475785e-98,"Abce1"
"Jmjd1c",1.3188427005453e-102,0.4069907058757,0.626,0.441,3.37386339653499e-98,"Jmjd1c"
"Gpx1",1.89918257112525e-102,-0.2517561789844,0.997,0.999,4.85848885345261e-98,"Gpx1"
"Serpinh1",2.5699854343415e-102,-0.426500621054573,0.996,0.999,6.57453673813242e-98,"Serpinh1"
"Ube4b",2.95280918245273e-102,0.37503750592839,0.748,0.597,7.55387645055056e-98,"Ube4b"
"Grb10",3.14003672782397e-102,0.380239515193399,0.989,0.969,8.03284195711928e-98,"Grb10"
"Lrrc59",3.77962609839628e-102,-0.286574376813987,0.986,0.996,9.66903948491735e-98,"Lrrc59"
"Prelid3b",3.92918344857978e-102,-0.337690024340906,0.824,0.917,1.00516370981568e-97,"Prelid3b"
"Nipbl",4.67833212169008e-102,0.386426513852056,0.852,0.745,1.19681092337076e-97,"Nipbl"
"Traf4",8.44992815527761e-102,-0.371931768924116,0.804,0.899,2.16166062068312e-97,"Traf4"
"Maged1",9.10694805493768e-102,-0.39262453745023,0.962,0.982,2.32973945141416e-97,"Maged1"
"Mir17hg",1.13581940295976e-101,0.421970873108024,0.702,0.532,2.90565319665166e-97,"Mir17hg"
"Dhx8",1.78976810733437e-101,0.398716544069847,0.64,0.456,4.5785847721828e-97,"Dhx8"
"Ube2v1",2.05699419719639e-101,0.261396496882185,0.209,0.062,5.26220255526781e-97,"Ube2v1"
"Dst",2.70111147518531e-101,0.45758827163938,0.649,0.467,6.90998337581905e-97,"Dst"
"Ep300",3.11703910931064e-101,0.378703365988101,0.738,0.575,7.97400944943847e-97,"Ep300"
"Tpp2",3.1283054878241e-101,0.386456498216125,0.789,0.66,8.00283109895162e-97,"Tpp2"
"Aplp2",3.20552556733898e-101,0.35338454555719,0.948,0.9,8.20037550636658e-97,"Aplp2"
"Rlf",5.29201740822949e-101,0.382737513758605,0.733,0.565,1.35380389337327e-96,"Rlf"
"Tab2",8.31751526597489e-101,0.370686137665537,0.707,0.531,2.12778675534169e-96,"Tab2"
"Pet100",9.05113433982693e-101,0.421779952444884,0.806,0.711,2.31546118681452e-96,"Pet100"
"Gcc2",9.41550439900465e-101,0.426500354285701,0.588,0.397,2.40867433535337e-96,"Gcc2"
"Gm42826",1.70068424000002e-100,0.269360183801832,0.236,0.08,4.35069042276806e-96,"Gm42826"
"Ascc3",1.79692693972615e-100,0.398544130036588,0.624,0.447,4.59689849720743e-96,"Ascc3"
"Ppip5k2",1.93941537359663e-100,0.376629114218574,0.676,0.496,4.96141240873491e-96,"Ppip5k2"
"B020010K11Rik",1.95748913312281e-100,0.502479011731338,0.389,0.222,5.00764870035477e-96,"B020010K11Rik"
"Cbl",2.59160633010457e-100,0.37518139726661,0.588,0.402,6.62984731367352e-96,"Cbl"
"Prdm2",2.63182064148507e-100,0.371210126653089,0.441,0.252,6.73272356504712e-96,"Prdm2"
"Gnl3",2.74751986263963e-100,0.318679486852406,0.995,0.992,7.0287053126047e-96,"Gnl3"
"Cspp1",2.83303737248301e-100,0.391240331871086,0.81,0.676,7.24747620628604e-96,"Cspp1"
"Dcps",2.83330043812011e-100,-0.308963243815286,0.902,0.957,7.24814918079886e-96,"Dcps"
"Pik3c2a",2.86320648000214e-100,0.375224772709294,0.56,0.365,7.32465481714147e-96,"Pik3c2a"
"Slf2",1.74361232946093e-99,0.420777150028835,0.496,0.312,4.46050906122695e-95,"Slf2"
"Dennd6a",2.98672465111716e-99,0.383421032719423,0.584,0.402,7.64063900248791e-95,"Dennd6a"
"Etnk1",4.65477506115428e-99,0.366484281353202,0.577,0.385,1.19078455614449e-94,"Etnk1"
"Ndufs3",4.85245353753037e-99,-0.287848200692033,0.918,0.974,1.24135466397102e-94,"Ndufs3"
"Enah",6.92430368580106e-99,0.366902828410972,0.926,0.872,1.77137536890163e-94,"Enah"
"Hyal2",7.15695180472431e-99,-0.346102346513791,0.704,0.836,1.83089141068457e-94,"Hyal2"
"Wapl",9.3037334512718e-99,0.313710943440608,0.955,0.908,2.38008109150435e-94,"Wapl"
"Cd164",1.33953989442018e-98,0.370866323937792,0.785,0.642,3.4268109579057e-94,"Cd164"
"Kat7",1.37280901083044e-98,0.373230177430845,0.557,0.37,3.51192001150644e-94,"Kat7"
"Gli3",1.94360423765765e-98,0.441090623736275,0.669,0.507,4.97212836077581e-94,"Gli3"
"Crnkl1",2.01570660158204e-98,0.496125776519038,0.73,0.636,5.15658062816716e-94,"Crnkl1"
"Tsen34",3.27883210093651e-98,-0.253437860191052,0.992,0.998,8.38790828061577e-94,"Tsen34"
"Ercc6l2",3.60036808009128e-98,0.38174638521993,0.532,0.344,9.2104616224895e-94,"Ercc6l2"
"Trmt10a",3.98216672376932e-98,0.41902489103475,0.676,0.515,1.01871789127467e-93,"Trmt10a"
"Dpm3",5.20159845173792e-98,0.375794415165779,0.854,0.772,1.33067291592359e-93,"Dpm3"
"Ddx24",5.75300467249536e-98,0.274699455221105,0.995,0.989,1.47173365531776e-93,"Ddx24"
"Mia3",9.72672995480418e-98,0.386806643654147,0.63,0.451,2.48829205703801e-93,"Mia3"
"Ezh2",9.78449819048604e-98,0.274273988208257,0.995,0.992,2.50307032709014e-93,"Ezh2"
"Uspl1",1.19283885280814e-97,0.411479799237393,0.603,0.441,3.05152035325379e-93,"Uspl1"
"Rev3l",1.19329187030743e-97,0.402364695395364,0.612,0.424,3.05267926262046e-93,"Rev3l"
"Csnk2a1",1.674583713997e-97,0.36666371748115,0.858,0.776,4.28392005714714e-93,"Csnk2a1"
"B230219D22Rik",1.89754676680587e-97,0.350564685151967,0.907,0.83,4.85430413884278e-93,"B230219D22Rik"
"Arcn1",4.79979361421757e-97,0.388616941642913,0.785,0.653,1.22788320238914e-92,"Arcn1"
"Flna",4.93305630769514e-97,0.418316344412515,0.84,0.735,1.26197446463457e-92,"Flna"
"Anp32e",5.49356010118911e-97,0.258056069624759,1,1,1.4053625450862e-92,"Anp32e"
"Usp1",6.04685026611885e-97,0.349299240286909,0.925,0.873,1.54690523507852e-92,"Usp1"
"Igf1r",1.0741492739732e-96,0.391039099436958,0.773,0.625,2.74788867267823e-92,"Igf1r"
"Stox2",1.93607000466265e-96,0.431013366794443,0.558,0.376,4.952854285928e-92,"Stox2"
"Ociad1",2.20772281130654e-96,-0.298963083867823,0.892,0.949,5.64779649588438e-92,"Ociad1"
"Xrn1",2.22378907873306e-96,0.365033443973788,0.528,0.337,5.68889722121492e-92,"Xrn1"
"Phf14",2.38180804017935e-96,0.334498860657075,0.899,0.812,6.09314132838682e-92,"Phf14"
"P4ha1",3.02252703582217e-96,0.47228093856208,0.662,0.501,7.73222866304027e-92,"P4ha1"
"Atp2a2",3.94366922775238e-96,0.395328972606107,0.897,0.8,1.00886946184361e-91,"Atp2a2"
"Mrpl13",4.33854329051836e-96,-0.253435653055933,0.986,0.995,1.10988614458041e-91,"Mrpl13"
"Idh3b",7.62532850211445e-96,-0.298835263246653,0.897,0.954,1.95071153741092e-91,"Idh3b"
"Tsc22d4",8.31311781922333e-96,0.414183487425879,0.759,0.64,2.12666180051371e-91,"Tsc22d4"
"Mbnl1",9.01441677825976e-96,0.360986386505629,0.49,0.296,2.30606810021441e-91,"Mbnl1"
"Smc1a",9.78541725763593e-96,0.325431046293639,0.984,0.978,2.50330544284842e-91,"Smc1a"
"Jpt1",1.85644087674783e-95,-0.342824221365941,0.996,0.999,4.74914705089629e-91,"Jpt1"
"Cops6",2.02544361007435e-95,-0.256654404196546,0.989,0.997,5.1814898432922e-91,"Cops6"
"Cdk11b",3.20317275634744e-95,0.348941923793758,0.933,0.888,8.19435654528803e-91,"Cdk11b"
"Auts2",3.45136262815365e-95,0.415678405420203,0.819,0.708,8.82927587534266e-91,"Auts2"
"Hdac3",3.99869314503352e-95,-0.322034031786624,0.787,0.889,1.02294568036248e-90,"Hdac3"
"Haus6",4.66108291687979e-95,0.359895992259458,0.606,0.42,1.19239823179619e-90,"Haus6"
"Atp2b1",5.06780462798163e-95,0.33507963973713,0.969,0.934,1.29644577993026e-90,"Atp2b1"
"Parg",6.11127526113016e-95,0.399362723758907,0.649,0.488,1.56338643730232e-90,"Parg"
"Rnaseh2b",9.85755571536015e-95,-0.321689743159643,0.778,0.879,2.52175990310343e-90,"Rnaseh2b"
"Ppfia1",1.10328073422742e-94,0.393842199018872,0.711,0.563,2.82241277430059e-90,"Ppfia1"
"Pold2",1.35381719377367e-94,-0.326784746396063,0.73,0.846,3.46333514511179e-90,"Pold2"
"Atp6ap1",1.51312728514907e-94,-0.357546272535806,0.471,0.647,3.87088222086836e-90,"Atp6ap1"
"AC160336.1",1.5917022751383e-94,-1.37401013703202,0.462,0.54,4.07189276025881e-90,"AC160336.1"
"Pop4",2.65364325786478e-94,-0.287433074602299,0.897,0.953,6.78855018226968e-90,"Pop4"
"Cuta",3.2476971151132e-94,-0.256054875795247,0.989,0.997,8.30825875988259e-90,"Cuta"
"Clasp1",4.03158723585857e-94,0.3635988898155,0.653,0.481,1.03136064667734e-89,"Clasp1"
"Golgb1",4.88245980270258e-94,0.377139071686029,0.857,0.749,1.24903086672737e-89,"Golgb1"
"Smc3",5.91921323923711e-94,0.250865508316033,0.999,0.995,1.51425313086164e-89,"Smc3"
"Kif15",6.0565435117914e-94,0.362612019950417,0.848,0.755,1.54938496118648e-89,"Kif15"
"Ctdnep1",7.3817714450078e-94,-0.329832245489619,0.689,0.809,1.88840477106189e-89,"Ctdnep1"
"Rsrc2",9.86752201308794e-94,0.266209774036164,0.998,0.996,2.52430948138816e-89,"Rsrc2"
"Hspd1",1.04703303608427e-93,0.28544642914849,1,1,2.67851991291079e-89,"Hspd1"
"Orc2",1.48034176732041e-93,0.385568397190975,0.81,0.702,3.78701030915906e-89,"Orc2"
"Tcf20",1.57281736127085e-93,0.361426556783085,0.525,0.336,4.02358137360309e-89,"Tcf20"
"H2bc3",1.57450336747897e-93,0.355821658451695,0.263,0.107,4.02789451468469e-89,"H2bc3"
"Nsfl1c",1.69015113225922e-93,-0.256375092106619,0.982,0.994,4.32374462654553e-89,"Nsfl1c"
"Alad",1.93834341445702e-93,-0.347446415165317,0.684,0.81,4.95867012286394e-89,"Alad"
"Slc25a11",2.79716943781062e-93,-0.309802294843351,0.879,0.946,7.15571885580712e-89,"Slc25a11"
"Uri1",3.58407985622257e-93,0.347816834239915,0.913,0.85,9.16879308818859e-89,"Uri1"
"Suco",4.33042076102345e-93,0.370653229959986,0.523,0.336,1.10780823908502e-88,"Suco"
"Rab11b",5.96158665983877e-93,-0.297299260530591,0.901,0.955,1.52509309931995e-88,"Rab11b"
"Mtch1",6.01719518477081e-93,-0.268627599068856,0.995,0.998,1.53931887216807e-88,"Mtch1"
"H1f10",7.3822262574907e-93,-0.321118370835386,0.991,0.997,1.88852112119127e-88,"H1f10"
"Tpm4",7.43388934530906e-93,0.314339399193199,0.998,0.995,1.90173757231696e-88,"Tpm4"
"Hars",8.71926707299484e-93,-0.318190592432476,0.761,0.869,2.23056290261354e-88,"Hars"
"Spen",9.24312248974215e-93,0.367165665811012,0.644,0.466,2.36457559532584e-88,"Spen"
"Bcat1",9.92021107101603e-93,-0.391762571721509,0.766,0.857,2.53778839618732e-88,"Bcat1"
"Dtl",1.97531135590798e-92,0.382918797619558,0.85,0.738,5.0532415106838e-88,"Dtl"
"Septin11",2.51756447483621e-92,0.296838364360939,0.987,0.968,6.440433439526e-88,"Septin11"
"Cnn3",3.87432241410639e-92,-0.267808435791711,0.982,0.995,9.91129159976698e-88,"Cnn3"
"Zfp451",4.14670892684033e-92,0.37197671757524,0.631,0.462,1.06081107766429e-87,"Zfp451"
"H2ac20",4.50391108707233e-92,0.352948298817256,0.304,0.14,1.15219053429484e-87,"H2ac20"
"Ctcf",4.61430938977884e-92,0.283228357044276,0.993,0.98,1.18043262809322e-87,"Ctcf"
"Sigmar1",4.61588819787565e-92,-0.323001274293399,0.86,0.932,1.18083651878055e-87,"Sigmar1"
"Mob1a",5.69263180024596e-92,0.344314531649114,0.547,0.359,1.45628906713892e-87,"Mob1a"
"Acsl3",7.27013904874938e-92,0.429970183774635,0.719,0.577,1.85984697145107e-87,"Acsl3"
"Ubn2",7.54220904268092e-92,0.359159699596247,0.833,0.729,1.92944791729863e-87,"Ubn2"
"Itm2c",7.63323653071696e-92,-0.322230736584112,0.802,0.903,1.95273456928801e-87,"Itm2c"
"Ak2",1.09486461134912e-91,-0.260145439700838,0.98,0.991,2.80088264875332e-87,"Ak2"
"Setx",1.09514848728143e-91,0.379359536265692,0.581,0.404,2.80160886016335e-87,"Setx"
"Chd8",1.13724685469358e-91,0.385292875586011,0.668,0.51,2.90930490367712e-87,"Chd8"
"Rae1",1.34959790114455e-91,-0.261472849866635,0.97,0.992,3.45254135070798e-87,"Rae1"
"Mast4",1.38272254994395e-91,0.388089067081642,0.588,0.409,3.53728082726662e-87,"Mast4"
"Kifap3",1.58528404803149e-91,0.380226301024005,0.676,0.516,4.05547365167417e-87,"Kifap3"
"Ubr5",3.97245063577583e-91,0.376386656586102,0.756,0.618,1.01623232164417e-86,"Ubr5"
"Rad21",4.29713055712496e-91,0.34639199791036,0.889,0.808,1.09929193912371e-86,"Rad21"
"Mcrs1",6.32411922574101e-91,-0.282885927067326,0.891,0.955,1.61783618032907e-86,"Mcrs1"
"Kdm5a",8.87632387435325e-91,0.371988628365962,0.677,0.521,2.27074117353705e-86,"Kdm5a"
"Tlk2",9.31823564631282e-91,0.38814880327511,0.691,0.551,2.38379104303975e-86,"Tlk2"
"Fndc3c1",1.05264036574306e-90,0.387701124351819,0.691,0.526,2.69286458364391e-86,"Fndc3c1"
"Nelfcd",1.08192159136208e-90,-0.3019126286,0.78,0.881,2.76777181502246e-86,"Nelfcd"
"Tcf4",1.41075520495859e-90,0.394060029241818,0.866,0.785,3.60899396532506e-86,"Tcf4"
"Nde1",1.51179350471102e-90,-0.336035038306715,0.787,0.88,3.86747014375174e-86,"Nde1"
"Nrd1",2.13675889213677e-90,0.358281647289743,0.797,0.673,5.46625659786429e-86,"Nrd1"
"Elp5",2.26969051002835e-90,-0.303008475220059,0.843,0.92,5.80632226275454e-86,"Elp5"
"Tspan31",2.42507166855504e-90,-0.294914259217218,0.871,0.934,6.2038183424975e-86,"Tspan31"
"Abi1",2.80523914524558e-90,0.334497511002351,0.496,0.313,7.17636278136723e-86,"Abi1"
"Rgs19",3.10702044806534e-90,-0.345144418425197,0.616,0.755,7.94837971024076e-86,"Rgs19"
"Khdrbs1",3.5076671649233e-90,0.256766049794979,0.999,0.999,8.97331414130679e-86,"Khdrbs1"
"Cand1",3.52781952922832e-90,0.35286408146281,0.778,0.655,9.0248679196719e-86,"Cand1"
"Ino80e",7.23429374226665e-90,-0.334980591187379,0.639,0.775,1.85067702514665e-85,"Ino80e"
"Clptm1",1.10472529420058e-89,-0.332079725924471,0.643,0.779,2.82610824762393e-85,"Clptm1"
"R3hdm2",1.7616198711838e-89,0.404444299217143,0.61,0.438,4.50657595446241e-85,"R3hdm2"
"Tnks",1.78187036473059e-89,0.400788599419922,0.604,0.428,4.5583807670538e-85,"Tnks"
"Mrpl44",1.94192518694238e-89,-0.318633847847845,0.753,0.861,4.96783301323601e-85,"Mrpl44"
"Xpnpep1",2.35095659971309e-89,-0.31855936430119,0.804,0.897,6.01421717338603e-85,"Xpnpep1"
"Snhg3",3.90018911880088e-89,0.355975269617034,0.98,0.963,9.97746380371642e-85,"Snhg3"
"Golim4",5.28770719017789e-89,0.379225524417822,0.65,0.482,1.35270125339131e-84,"Golim4"
"Mcm2",5.97877241761287e-89,-0.29966094722263,0.911,0.961,1.52948955987373e-84,"Mcm2"
"Fip1l1",7.24203739819933e-89,0.329648786553075,0.953,0.933,1.85265800720735e-84,"Fip1l1"
"Mir703",8.29391950487271e-89,-0.320813993624368,0.678,0.807,2.12175048773654e-84,"Mir703"
"Cd81",9.09630994507089e-89,-0.310977291554888,0.992,0.997,2.32701801014804e-84,"Cd81"
"Rlim",1.04629218953902e-88,0.369583381772652,0.64,0.474,2.67662467927872e-84,"Rlim"
"Pola1",2.46364982680771e-88,0.375185117575029,0.562,0.389,6.30250898693947e-84,"Pola1"
"Vcan",2.51997200617624e-88,0.576063072511081,0.793,0.671,6.44659238620006e-84,"Vcan"
"Bend3",3.06413472400576e-88,0.33562142232016,0.402,0.225,7.83866945095154e-84,"Bend3"
"Nsun6",3.12700683310547e-88,0.322368287532716,0.383,0.209,7.99950888045042e-84,"Nsun6"
"Rbis",3.89181615945875e-88,0.338713563924308,0.829,0.717,9.95604409912737e-84,"Rbis"
"Zfp799",4.79206662426916e-88,0.303842101443026,0.346,0.175,1.22590648382054e-83,"Zfp799"
"Hmox2",4.98877984898668e-88,-0.309151507184406,0.776,0.889,1.27622966096777e-83,"Hmox2"
"Naxe",8.03688421633812e-88,-0.330534273500274,0.612,0.756,2.05599572022362e-83,"Naxe"
"Ipo5",8.0488044428718e-88,0.326715849939932,0.984,0.965,2.05904515257546e-83,"Ipo5"
"Gls",8.23786250673302e-88,0.356078855268317,0.678,0.519,2.10740998647244e-83,"Gls"
"Rnf5",1.06606835062907e-87,-0.333180616664401,0.629,0.769,2.72721605457929e-83,"Rnf5"
"Exoc5",1.14174223368863e-87,0.379236697532397,0.675,0.52,2.92080498222224e-83,"Exoc5"
