"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Psmd13",1.62051131752683e-171,-0.293695913925933,0.998,1,4.14559205249713e-167,"Psmd13"
"Rsrp1",3.57203341792977e-171,-0.393009421933877,0.972,0.994,9.13797588974793e-167,"Rsrp1"
"Strbp",5.26750325642351e-171,0.553224324538405,0.871,0.764,1.34753268305826e-166,"Strbp"
"Pds5b",7.85278535268962e-171,0.52890504903565,0.75,0.542,2.00889954892506e-166,"Pds5b"
"Tex10",9.67379499363271e-171,0.547487232334464,0.84,0.699,2.47475023527112e-166,"Tex10"
"Xrn2",1.57354659116351e-170,0.391492593610878,0.992,0.977,4.02544688951448e-166,"Xrn2"
"Atp6v0c",1.86124449241898e-170,-0.320156715837809,1,1,4.76143566050624e-166,"Atp6v0c"
"Srsf10",7.92133478636389e-169,0.301839597978818,1,0.999,2.02643586504761e-164,"Srsf10"
"Hdlbp",2.834731161976e-168,0.441187110167821,0.981,0.955,7.25180925856699e-164,"Hdlbp"
"H2ac18",4.68199893027878e-168,0.440274264625907,0.307,0.088,1.19774896634392e-163,"H2ac18"
"Uqcr11",1.52088066356572e-167,0.273964872584779,1,1,3.89071691353381e-163,"Uqcr11"
"Cdc34",1.75402022483061e-167,-0.327003815748314,0.993,0.999,4.48713453916168e-163,"Cdc34"
"Usp34",3.81839369856042e-167,0.44887934615968,0.927,0.84,9.76821475965726e-163,"Usp34"
"Pom121",4.06846925881099e-167,0.479465080576431,0.832,0.66,1.04079580578903e-162,"Pom121"
"Mrpl12",4.37023796762735e-167,-0.286242002537745,1,1,1.11799427687843e-162,"Mrpl12"
"Supt5",7.37233969586174e-167,0.522572315541293,0.814,0.661,1.88599194099535e-162,"Supt5"
"Myh10",8.77266730936124e-167,0.59263789773931,0.891,0.801,2.24422375108079e-162,"Myh10"
"Wdr43",1.10852940025772e-166,0.522914865044616,0.989,0.982,2.8358399117393e-162,"Wdr43"
"Dctn4",1.20864796541314e-166,0.514151509475288,0.83,0.676,3.09196322511991e-162,"Dctn4"
"Ankrd11",2.15380356764638e-166,0.453186605898802,0.991,0.983,5.50986028675297e-162,"Ankrd11"
"Dnm1l",4.50100691320943e-166,0.55898138122145,0.695,0.492,1.15144758853724e-161,"Dnm1l"
"Rbm25",8.11490043860173e-166,0.342858701922285,1,0.999,2.07595383020309e-161,"Rbm25"
"Dync1i2",3.51855870922366e-165,0.509711745849343,0.93,0.868,9.00117688993598e-161,"Dync1i2"
"mt-Rnr2",4.06829379894074e-164,0.396780914311943,1,1,1.04075091964502e-159,"mt-Rnr2"
"Apc",4.66469652819305e-164,0.522526440623407,0.651,0.42,1.19332266584235e-159,"Apc"
"Tcof1",5.12010881580684e-164,0.479219995533353,0.96,0.917,1.3098262372597e-159,"Tcof1"
"Ube2n",6.09355010827087e-164,-0.260229335884252,1,1,1.55885198869785e-159,"Ube2n"
"Stub1",1.72989198253364e-163,-0.278268027120996,0.999,1,4.42540966971756e-159,"Stub1"
"Stag2",2.85550788396762e-162,0.503711750365376,0.8,0.623,7.30496026876596e-158,"Stag2"
"Rbpj",5.07357973430385e-162,0.519186885266398,0.687,0.472,1.29792316762961e-157,"Rbpj"
"Eif1a",7.23542994274956e-162,0.411870384741069,0.995,0.989,1.85096768795419e-157,"Eif1a"
"Mrpl4",9.2017298234938e-162,-0.396655606171627,0.865,0.952,2.35398652344618e-157,"Mrpl4"
"Pgk1",3.44408102651395e-161,-0.373122330010236,1,1,8.81064808202798e-157,"Pgk1"
"Sf3b1",3.73290142826738e-161,0.30496896767339,1,0.999,9.54950843379361e-157,"Sf3b1"
"Glrx3",4.66338780195188e-160,-0.266890490686434,1,1,1.19298786749533e-155,"Glrx3"
"Ppil1",6.16305549813988e-160,-0.360286438540799,0.971,0.995,1.57663285753414e-155,"Ppil1"
"Trim28",2.57645828360856e-159,-0.309288999895502,1,1,6.59109558112741e-155,"Trim28"
"Zfp280d",2.39157225318145e-158,0.496438015588883,0.809,0.64,6.11812013808878e-154,"Zfp280d"
"Pnn",7.46594415248801e-158,0.37448694069763,0.999,0.995,1.90993783308948e-153,"Pnn"
"Ssr2",2.40071320861337e-157,-0.328699837797168,0.998,1,6.14150453027472e-153,"Ssr2"
"Cggbp1",2.649271359374e-157,0.491558812090023,0.896,0.805,6.77736599155056e-153,"Cggbp1"
"Puf60",5.84201672811794e-157,-0.333171203276259,0.987,0.997,1.49450471938713e-152,"Puf60"
"Pcbp4",1.19868851943588e-156,-0.343655085637791,0.997,0.999,3.06648497042087e-152,"Pcbp4"
"Map3k4",1.86351426477588e-156,0.490329429310202,0.742,0.542,4.76724219214966e-152,"Map3k4"
"Eif4h",2.42466614791943e-156,-0.33292085098505,0.995,0.999,6.2027809396075e-152,"Eif4h"
"Sptbn1",2.42467405066898e-156,0.551256943412258,0.875,0.752,6.20280115642138e-152,"Sptbn1"
"Trim37",3.33491534786648e-156,0.512152336676999,0.795,0.635,8.53138044291204e-152,"Trim37"
"Phf3",4.24292049278892e-156,0.487026504430463,0.854,0.714,1.08542392046526e-151,"Phf3"
"Mrpl40",1.74078091460966e-155,-0.399217789724782,0.893,0.965,4.45326573575443e-151,"Mrpl40"
"Mrps5",2.17564526825648e-155,0.469361588516112,0.922,0.862,5.56573572525373e-151,"Mrps5"
"Kcnq1ot1",8.83514387611793e-155,0.547217843107195,0.898,0.792,2.26020650638849e-150,"Kcnq1ot1"
"Aff4",1.31036908896559e-154,0.519604529280369,0.749,0.561,3.35218620339176e-150,"Aff4"
"Ehmt1",2.25349226428481e-154,0.435831024545768,0.934,0.869,5.7648839104934e-150,"Ehmt1"
"Pak2",2.32841909036826e-154,0.448109471859029,0.933,0.865,5.95656171698008e-150,"Pak2"
"Larp4",3.39633684295937e-154,0.45028280060591,0.889,0.784,8.68850891165867e-150,"Larp4"
"H1f1",3.51343834274079e-154,0.763404026138728,0.468,0.251,8.9880779683995e-150,"H1f1"
"Rrp7a",4.0876920628364e-154,-0.399491902926034,0.849,0.946,1.04571338351481e-149,"Rrp7a"
"Ipo7",1.43942496536502e-153,0.479043314517421,0.884,0.784,3.6823369463968e-149,"Ipo7"
"Hnrnpul2",3.05106954299478e-153,0.497341062221745,0.872,0.773,7.80524610488924e-149,"Hnrnpul2"
"Arid1a",1.22142592729845e-152,0.407905753984332,0.963,0.899,3.12465180721491e-148,"Arid1a"
"Rab26os",2.19158951384949e-152,0.474194972936491,0.394,0.165,5.60652429432975e-148,"Rab26os"
"Naa15",2.63894953364747e-152,0.385323113491651,0.979,0.955,6.75096069697696e-148,"Naa15"
"Wdr89",4.1661944233631e-152,0.538943458123374,0.821,0.702,1.06579585738475e-147,"Wdr89"
"Cdh2",5.82508105978952e-152,0.69164768757221,0.845,0.749,1.49017223671535e-147,"Cdh2"
"Eif4g2",1.1641680340965e-151,0.283593817802936,1,1,2.97817466482567e-147,"Eif4g2"
"Qk",5.30746658045123e-151,0.459408024517935,0.978,0.947,1.35775610061103e-146,"Qk"
"Ywhab",2.02218562676966e-150,0.314444431808024,1,1,5.17315527040213e-146,"Ywhab"
"Zfp36l1",2.79200547213456e-150,0.533222158907057,0.892,0.806,7.14250839881464e-146,"Zfp36l1"
"Sms",2.82875298754299e-150,0.482471487560599,0.991,0.982,7.23651589273249e-146,"Sms"
"Arhgap5",9.56774293751275e-150,0.399815427261023,0.962,0.905,2.44761999827451e-145,"Arhgap5"
"Ddx3y",1.14470525413073e-149,-0.395109552419894,0.125,0.362,2.92838498111724e-145,"Ddx3y"
"Uqcrfs1",1.56928950417429e-149,-0.287711178399523,0.996,0.999,4.01455640957866e-145,"Uqcrfs1"
"Snrpc",2.40058254792905e-149,-0.28153693502024,0.998,1,6.1411702741121e-145,"Snrpc"
"Epb41",1.26497131771325e-148,0.506398909355756,0.757,0.577,3.23604962497404e-144,"Epb41"
"Scd2",2.71953028721595e-148,0.462846579567658,0.928,0.843,6.95710238075584e-144,"Scd2"
"4932438A13Rik",3.08028068854594e-148,0.488754379210812,0.581,0.346,7.87997405743822e-144,"4932438A13Rik"
"Ubap2",3.4581860430984e-148,0.450882539922018,0.874,0.747,8.84673153545433e-144,"Ubap2"
"Atrx",3.54226879693651e-148,0.399553950188973,0.984,0.964,9.06183203632297e-144,"Atrx"
"Tut4",4.78407100282267e-148,0.447788006260812,0.939,0.869,1.2238610439421e-143,"Tut4"
"Dock7",6.92425502663407e-148,0.465133060220897,0.678,0.46,1.77136292091353e-143,"Dock7"
"Hells",7.07737572153929e-148,0.452023064680674,0.972,0.935,1.81053425708418e-143,"Hells"
"Tmem11",1.22600324783889e-147,-0.361040971482185,0.926,0.981,3.13636150862146e-143,"Tmem11"
"Wbp11",2.77643090291017e-147,0.440914075717696,0.979,0.967,7.10266553582479e-143,"Wbp11"
"Psmc4",3.0871803685775e-147,-0.268464504879983,0.999,1,7.89762481889497e-143,"Psmc4"
"Copz1",3.56136749229136e-147,-0.347079502955601,0.945,0.985,9.11069031877975e-143,"Copz1"
"Btbd7",5.27889459102757e-147,0.466150868136794,0.742,0.539,1.35044681427667e-142,"Btbd7"
"Btaf1",2.02036917852676e-146,0.460937876339482,0.616,0.385,5.16850843250716e-142,"Btaf1"
"Rbm26",3.07913558040296e-146,0.397272895883076,0.954,0.9,7.87704464178686e-142,"Rbm26"
"Tuba1a",5.43489541804029e-146,-0.408587957026143,0.996,0.999,1.39035494584307e-141,"Tuba1a"
"Hmga2",6.82369966712272e-146,0.395492377667207,0.998,0.993,1.74563884884333e-141,"Hmga2"
"Morf4l1",1.02984567718584e-145,0.288717142981253,1,1,2.63455121137681e-141,"Morf4l1"
"Fh1",1.77977809103524e-145,-0.336789517859096,0.964,0.99,4.55302831248635e-141,"Fh1"
"Bsg",4.30701487788347e-145,-0.255459769908176,1,1,1.10182054606015e-140,"Bsg"
"Mlf2",1.31264250018314e-144,-0.286998166424421,0.997,0.999,3.3580020439685e-140,"Mlf2"
"Ahctf1",1.43018288758084e-144,0.453642303965198,0.804,0.643,3.6586938630093e-140,"Ahctf1"
"Noc4l",1.91000129008939e-144,-0.403491926331067,0.786,0.902,4.88616530030668e-140,"Noc4l"
"Kmt2a",4.45135998643416e-144,0.508614356123098,0.745,0.56,1.13874691172959e-139,"Kmt2a"
"Fam98b",5.09112298231404e-144,0.48238507160377,0.763,0.588,1.30241108133558e-139,"Fam98b"
"Ctdspl2",5.16467745358568e-144,0.48619006051353,0.747,0.571,1.32122778617629e-139,"Ctdspl2"
"Zfp608",7.07986018888694e-144,0.553234972795779,0.703,0.508,1.81116983352106e-139,"Zfp608"
"Brd3",8.93679586244106e-144,0.429061687689218,0.978,0.967,2.28621111752967e-139,"Brd3"
"mt-Nd3",1.09342392371572e-143,-0.25916992209835,0.009,0.157,2.79719708164957e-139,"mt-Nd3"
"Casc3",1.44645883647077e-143,0.484580913321384,0.696,0.496,3.70033099545952e-139,"Casc3"
"Itch",3.18079736415373e-143,0.459279678165356,0.692,0.48,8.13711581697807e-139,"Itch"
"Fam133b",4.85276117284543e-143,0.444199366117935,0.926,0.855,1.24143336323732e-138,"Fam133b"
"Lsr",6.42775276439305e-143,-0.453271694207432,0.781,0.897,1.64434771218703e-138,"Lsr"
"Dazap1",8.35665485510417e-143,-0.288678271760777,0.995,0.999,2.13779944503275e-138,"Dazap1"
"Ddx6",8.61660718857112e-143,0.426613300055421,0.91,0.813,2.20430045098026e-138,"Ddx6"
"Fam76b",9.16356158653761e-143,0.476574952589984,0.682,0.478,2.34422232506805e-138,"Fam76b"
"Epn1",2.5046268890811e-142,-0.402022523954714,0.781,0.893,6.40733650764726e-138,"Epn1"
"Mrps18b",3.30577645845007e-142,-0.367574815696809,0.92,0.973,8.45683733600697e-138,"Mrps18b"
"Dcaf1",3.43405955007464e-142,0.504707813181655,0.602,0.39,8.78501114100095e-138,"Dcaf1"
"Zfp266",5.07192121381009e-142,0.460448469305383,0.877,0.779,1.2974988849169e-137,"Zfp266"
"Gm42047",1.03022844905917e-141,0.6089721703327,0.536,0.299,2.63553041838316e-137,"Gm42047"
"Capzb",1.24029723351865e-141,-0.334431807342824,0.978,0.996,3.1729283827874e-137,"Capzb"
"Slc38a2",1.5888059747773e-141,0.394354071858251,0.986,0.958,4.06448344467529e-137,"Slc38a2"
"Psmd8",1.81268060646468e-141,-0.274278682866097,0.999,1,4.63719952745795e-137,"Psmd8"
"Dicer1",1.99354615347742e-141,0.405042482575981,0.923,0.839,5.09988976982594e-137,"Dicer1"
"Ndufs2",2.20967523424432e-141,-0.301828845765815,0.99,0.998,5.65279118424381e-137,"Ndufs2"
"Pum1",4.11328831266942e-141,0.378394119468047,0.971,0.934,1.05226141614709e-136,"Pum1"
"Rbbp6",9.01553679411698e-141,0.428595277328647,0.934,0.862,2.30635462267101e-136,"Rbbp6"
"Trim44",1.24519421730285e-140,0.454241135247434,0.834,0.685,3.18545584670414e-136,"Trim44"
"Nktr",1.31051335479511e-140,0.439601838290888,0.918,0.84,3.35255526423686e-136,"Nktr"
"Dusp11",1.33597646078037e-140,0.444925995237621,0.876,0.768,3.41769498196834e-136,"Dusp11"
"Trim59",1.39010914512627e-140,0.460246061380664,0.892,0.801,3.55617721506202e-136,"Trim59"
"Canx",1.80916284863785e-140,0.32941628562229,0.999,0.998,4.62820039938535e-136,"Canx"
"Tmbim6",4.09402653745774e-140,-0.339672944071711,0.976,0.992,1.04733386881244e-135,"Tmbim6"
"1810009A15Rik",1.17467170215673e-139,0.520861946064819,0.468,0.253,3.00504514845734e-135,"1810009A15Rik"
"Ckap5",1.20291530294989e-139,0.480257018728271,0.868,0.783,3.0772979280064e-135,"Ckap5"
"Tasor2",1.30924489573391e-139,0.46914019140473,0.745,0.564,3.34931029226648e-135,"Tasor2"
"Hist1h2br",1.53379023429931e-139,0.429036260747725,0.26,0.075,3.9237421773845e-135,"Hist1h2br"
"Ap1g1",2.65387312803237e-139,0.48500182829117,0.623,0.417,6.78913823613241e-135,"Ap1g1"
"Rps27rt",3.41027407851222e-139,0.46190998089085,0.753,0.573,8.72416314764997e-135,"Rps27rt"
"E2f4",3.47875586420771e-139,-0.37596336323484,0.886,0.958,8.89935325181616e-135,"E2f4"
"Galnt1",4.03569767486919e-139,0.430178372152329,0.81,0.634,1.03241217918504e-134,"Galnt1"
"Casp8ap2",5.45701137633016e-139,0.45812530456468,0.884,0.767,1.39601265029278e-134,"Casp8ap2"
"Tfrc",9.18479989016931e-139,0.471314206612496,0.776,0.598,2.34965550790311e-134,"Tfrc"
"Sdhc",1.06456814226769e-138,-0.401908366280865,0.797,0.901,2.72337822154921e-134,"Sdhc"
"mt-Nd5",1.27239565785894e-138,0.385667367092763,0.996,0.984,3.25504257193475e-134,"mt-Nd5"
"Kdm5b",1.9671630724225e-138,0.430197197395877,0.952,0.885,5.03239657187125e-134,"Kdm5b"
"Xpo1",9.98148696065348e-138,0.378147801566982,0.96,0.903,2.55346399427437e-133,"Xpo1"
"Eif3c",2.22938879096044e-137,0.307561564935113,1,1,5.703222405035e-133,"Eif3c"
"Atxn10",3.40591346234422e-137,-0.289195185703204,0.992,0.999,8.71300781936897e-133,"Atxn10"
"Zfp638",9.56002370215024e-137,0.440021934102242,0.877,0.77,2.44564526348407e-132,"Zfp638"
"Bcl9",1.13258929943593e-136,0.440546623539955,0.7,0.494,2.89738994581699e-132,"Bcl9"
"Gspt1",1.35737421019473e-136,0.315101879451676,1,0.998,3.47243470452016e-132,"Gspt1"
"Myl6",2.32152104685179e-136,-0.312369176188401,1,1,5.93891514205624e-132,"Myl6"
"Tm9sf3",3.28043573515816e-136,0.425438861978461,0.941,0.875,8.3920106976816e-132,"Tm9sf3"
"2810004N23Rik",3.7606698903749e-136,0.372512671626299,0.995,0.991,9.62054571355708e-132,"2810004N23Rik"
"mt-Nd6",8.00020277803955e-136,0.641051564887251,0.702,0.5,2.04661187467808e-131,"mt-Nd6"
"Uqcrc1",9.30352629149938e-136,-0.300012143739951,0.995,0.997,2.38002809589137e-131,"Uqcrc1"
"Yars",1.20566251425412e-135,-0.408925954950414,0.603,0.781,3.08432584396489e-131,"Yars"
"Zc3h13",1.24599339820149e-135,0.466458817280954,0.918,0.86,3.18750031127906e-131,"Zc3h13"
"Usp9x",2.18744059961351e-135,0.454412802375156,0.782,0.627,5.59591054193127e-131,"Usp9x"
"Sgta",2.65011618337052e-135,-0.318938885943087,0.956,0.992,6.77952722029846e-131,"Sgta"
"Gatad2a",3.00038123161753e-135,0.424058549826855,0.938,0.89,7.67557526672398e-131,"Gatad2a"
"Rhno1",3.14600922002475e-135,-0.393023491971393,0.765,0.888,8.04812078666731e-131,"Rhno1"
"H2ac7",3.44290465957262e-135,0.276775532343027,0.156,0.016,8.80763870011867e-131,"H2ac7"
"Napa",6.31306158267267e-135,-0.358344078172033,0.893,0.96,1.61500741407932e-130,"Napa"
"Msi2",6.86607457125196e-135,0.486326856166224,0.878,0.76,1.75647919681768e-130,"Msi2"
"Smchd1",1.02277396367275e-134,0.381126817637648,0.969,0.933,2.61646035386762e-130,"Smchd1"
"Zranb2",2.21554976913127e-134,0.35100242035996,0.989,0.98,5.66781941939163e-130,"Zranb2"
"Uqcrc2",2.99022727355374e-134,-0.289075578291688,0.989,0.999,7.64959941120519e-130,"Uqcrc2"
"Asna1",3.18821765021292e-134,-0.353281751000023,0.878,0.95,8.15609839277469e-130,"Asna1"
"Mtrex",4.36930943147275e-134,0.46661387627752,0.826,0.715,1.11775673875936e-129,"Mtrex"
"Adrm1",5.17533109484007e-134,-0.315185530155191,0.978,0.996,1.32395320068199e-129,"Adrm1"
"Zmiz1",1.1320407937055e-133,0.469243562702078,0.709,0.521,2.89598675845741e-129,"Zmiz1"
"Setd2",4.18784452615007e-133,0.454001191960811,0.681,0.477,1.07133438667971e-128,"Setd2"
"Clns1a",6.52506211271902e-133,-0.266888921517668,0.998,1,1.66924138967578e-128,"Clns1a"
"Ap2m1",1.03118724859401e-132,-0.353818795460219,0.932,0.975,2.63798321935318e-128,"Ap2m1"
"Dcp2",1.64201032005962e-132,0.444527279968525,0.796,0.645,4.20059080077653e-128,"Dcp2"
"Gmps",4.7283968631596e-132,0.307883632981413,0.996,0.99,1.20961848553349e-127,"Gmps"
"Chd7",5.67291793187814e-132,0.459538242197927,0.914,0.85,1.45124586533307e-127,"Chd7"
"Atp5g2",6.26237905455157e-132,-0.461510010375467,0.57,0.73,1.60204180973538e-127,"Atp5g2"
"Ndufa3",1.25859704897372e-131,0.446688190849763,0.984,0.983,3.21974297068458e-127,"Ndufa3"
"R3hdm1",1.37874634834068e-131,0.416179658520482,0.834,0.691,3.52710890832513e-127,"R3hdm1"
"Gnl3l",4.29844367869915e-131,0.457034437764159,0.72,0.536,1.09962786188482e-126,"Gnl3l"
"Skp1a",6.87087752584633e-131,0.30179871364938,1,0.999,1.75770788866201e-126,"Skp1a"
"Cope",7.35645253451655e-131,-0.306641692077056,0.981,0.996,1.88192768738002e-126,"Cope"
"Fxr1",1.12363001128353e-130,0.378532309890672,0.972,0.957,2.87447029486551e-126,"Fxr1"
"Gm9616",2.85415252601658e-130,-0.33225846635971,0.935,0.983,7.30149299205561e-126,"Gm9616"
"Copa",3.13212205226307e-130,0.447139588765145,0.752,0.567,8.01259463409939e-126,"Copa"
"Smad4",3.20410136605824e-130,0.398250179925463,0.923,0.856,8.19673211465019e-126,"Smad4"
"Rpl6",4.07478955537374e-130,0.407435979068721,1,1,1.04241266405571e-125,"Rpl6"
"Prpf8",1.40919590492694e-129,0.41748306745195,0.886,0.782,3.60500496398409e-125,"Prpf8"
"Alg10b",1.86559136256778e-129,0.427758374640179,0.663,0.46,4.7725558237209e-125,"Alg10b"
"Rpl36al",2.08303504187965e-129,0.394065380786237,0.995,0.996,5.32882024413651e-125,"Rpl36al"
"Chd1",2.59755215001327e-129,0.390794263568305,0.969,0.931,6.64505791016396e-125,"Chd1"
"Sod1",2.85203802998196e-129,0.457414860695769,0.83,0.704,7.29608368829985e-125,"Sod1"
"H4c4",8.37990511508836e-129,0.506738805879357,0.483,0.274,2.1437473265419e-124,"H4c4"
"Dpp3",1.81857544055654e-128,-0.374004454257436,0.843,0.923,4.65227969203175e-124,"Dpp3"
"Bckdk",1.84630614032878e-128,-0.39330654947647,0.62,0.79,4.72322036818909e-124,"Bckdk"
"Hp1bp3",3.34082865692683e-128,0.483647304616693,0.806,0.673,8.54650787015021e-124,"Hp1bp3"
"Hnrnpa3",5.37977325432819e-128,0.259665282714699,1,1,1.37625359392224e-123,"Hnrnpa3"
"Zmym2",6.11093396518788e-128,0.433423988933254,0.742,0.559,1.56329912697436e-123,"Zmym2"
"Wac",8.34533350873955e-128,0.40195587221295,0.872,0.753,2.13490321820575e-123,"Wac"
"Rpn2",8.98273309137641e-128,-0.313009399888245,0.977,0.993,2.29796277943591e-123,"Rpn2"
"Ube3a",1.03268237878866e-127,0.372446365846699,0.962,0.919,2.64180806141716e-123,"Ube3a"
"Mars1",1.37649421591831e-127,-0.399898892967809,0.728,0.861,3.52134750316223e-123,"Mars1"
"Txndc5",3.26461343060789e-127,-0.37868701998463,0.926,0.972,8.3515340781811e-123,"Txndc5"
"Mbd3",3.59757562749313e-127,-0.266169953517675,0.997,0.999,9.20331797025293e-123,"Mbd3"
"Tcf3",4.46758652594348e-127,-0.30570209248982,0.986,0.995,1.14289798506686e-122,"Tcf3"
"Mrpl28",5.19871130051936e-127,-0.273485652326491,0.995,1,1.32993432489886e-122,"Mrpl28"
"Mga",5.34917501219165e-127,0.446558638991857,0.735,0.558,1.36842595161887e-122,"Mga"
"Brd8",6.54449039336657e-127,0.433250102581067,0.882,0.802,1.67421153243104e-122,"Brd8"
"Atp5l",6.93894450317455e-127,0.572343952508346,0.77,0.669,1.77512078280211e-122,"Atp5l"
"Dip2b",1.11036709435244e-126,0.414647330575502,0.503,0.284,2.84054110077242e-122,"Dip2b"
"Zmynd8",1.12608171596295e-126,0.453438209108235,0.821,0.669,2.88074224577642e-122,"Zmynd8"
"Wnk1",1.23936915429156e-126,0.402751816625389,0.885,0.768,3.17055417050866e-122,"Wnk1"
"Mtx1",1.28455563201505e-126,-0.344066328735734,0.872,0.952,3.2861502178209e-122,"Mtx1"
"Fmr1",1.92317626754979e-126,0.456068335874541,0.796,0.653,4.91986952764587e-122,"Fmr1"
"Gtf2i",2.35142271165787e-126,0.410254326675118,0.899,0.821,6.01540958096316e-122,"Gtf2i"
"Phf20l1",2.38723930189672e-126,0.473966439821658,0.709,0.541,6.10703558211218e-122,"Phf20l1"
"Adh5",2.41837474228886e-126,-0.263699051295495,0.999,1,6.18668626572335e-122,"Adh5"
"Rfc1",4.96402341672512e-126,0.433485734915922,0.954,0.918,1.26989647046662e-121,"Rfc1"
"Eif2s3y",7.52898475900411e-126,-0.388632489914113,0.175,0.416,1.92606488104843e-121,"Eif2s3y"
"Aimp2",9.01994523338701e-126,-0.342739642509055,0.927,0.973,2.30748238960506e-121,"Aimp2"
"Uba6",1.34018985480417e-125,0.441843945119805,0.68,0.482,3.42847368656002e-121,"Uba6"
"Zfp260",1.52452503369613e-125,0.460784793073136,0.72,0.544,3.90003994120144e-121,"Zfp260"
"Smu1",1.63616513500964e-125,-0.316724801031693,0.96,0.983,4.18563764838166e-121,"Smu1"
"Akap9",2.591728036086e-125,0.461880254950616,0.861,0.754,6.63015866191519e-121,"Akap9"
"Stoml2",2.90716717073461e-125,-0.270006436578497,0.996,1,7.43711505617328e-121,"Stoml2"
"Esf1",3.47367710832239e-125,0.329982646796292,0.986,0.966,8.88636077851034e-121,"Esf1"
"Zcchc7",4.08032066335153e-125,0.443447382336241,0.714,0.534,1.04382763209859e-120,"Zcchc7"
"Luc7l2",4.69778425840585e-125,0.325435514894866,0.992,0.974,1.20178716898538e-120,"Luc7l2"
"Gps1",5.27049033422597e-125,-0.306393322917809,0.974,0.995,1.34829683730169e-120,"Gps1"
"Srp54a",7.26180040224422e-125,0.386418603667937,0.386,0.179,1.85771377890212e-120,"Srp54a"
"Fkbp8",8.41089965134106e-125,-0.323348493850425,0.944,0.979,2.15167634880607e-120,"Fkbp8"
"Mdn1",8.62385545722618e-125,0.484577816787901,0.781,0.643,2.2061547030676e-120,"Mdn1"
"Dis3",1.49198720027891e-124,0.471774189619581,0.794,0.662,3.81680165575351e-120,"Dis3"
"Ilf2",2.02301285044363e-124,-0.253612401755434,0.999,1,5.17527147400489e-120,"Ilf2"
"Nckap1",2.19161015787221e-124,0.42176223684662,0.801,0.653,5.60657710586869e-120,"Nckap1"
"Anapc13",2.44540326780677e-124,0.357873447942653,0.972,0.95,6.25583063970329e-120,"Anapc13"
"Trim33",4.01536907845266e-124,0.429046884817367,0.725,0.542,1.02721171764976e-119,"Trim33"
"Strn3",9.01741239539811e-124,0.43138550665302,0.778,0.618,2.30683443899074e-119,"Strn3"
"Blm",1.61236695178839e-123,0.429910089698001,0.704,0.517,4.12475713606505e-119,"Blm"
"Mki67",2.51594293630447e-123,0.613315260838225,0.809,0.694,6.43628521965409e-119,"Mki67"
"Cwf19l2",3.39149532367291e-123,0.514616770572222,0.657,0.487,8.67612333702005e-119,"Cwf19l2"
"6820431F20Rik",6.25539331156485e-123,0.425854045502436,0.732,0.553,1.60025471696452e-118,"6820431F20Rik"
"Rbmxl1",1.20932192586808e-122,-0.262982962761859,0.998,1,3.09368735075571e-118,"Rbmxl1"
"Timm17b",1.27253262456663e-122,-0.323154532539731,0.924,0.981,3.25539296016636e-118,"Timm17b"
"Xpo5",1.92123936988651e-122,0.468453027020811,0.668,0.482,4.91491455604367e-118,"Xpo5"
"Sf3a2",2.14805341583956e-122,-0.367391240434086,0.819,0.909,5.49515024840075e-118,"Sf3a2"
"Kat6a",2.41831153483747e-122,0.44148746568259,0.514,0.306,6.18652456842122e-118,"Kat6a"
"Ncbp3",3.17276220552108e-122,0.47393551904105,0.65,0.47,8.11656027416403e-118,"Ncbp3"
"Pfkl",3.90732118684356e-122,-0.333966770146414,0.994,0.999,9.9957090601832e-118,"Pfkl"
"Soat1",7.29415232529089e-122,0.468105820084274,0.815,0.68,1.86599004785592e-117,"Soat1"
"Helz",2.67516292641047e-121,0.405842586269401,0.794,0.631,6.84360179834326e-117,"Helz"
"Uba52",2.83036548245176e-121,1.34074399918287,0.997,0.999,7.24064097720809e-117,"Uba52"
"Ncapg2",3.79102123531017e-121,0.452197633814342,0.602,0.398,9.69819052417048e-117,"Ncapg2"
"Tnpo1",5.34385518716803e-121,0.39195298606697,0.885,0.791,1.36706503398132e-116,"Tnpo1"
"Adgrl2",7.47202479325073e-121,0.455480544073661,0.883,0.765,1.9114933826094e-116,"Adgrl2"
"Nfe2l1",1.89311240067907e-120,0.467900670803745,0.668,0.487,4.8429601434172e-116,"Nfe2l1"
"Srm",2.30846254402412e-120,-0.339762434601986,0.997,0.997,5.90550888012249e-116,"Srm"
"Cdc123",2.35412520991103e-120,-0.296970810373754,0.968,0.992,6.02232311199439e-116,"Cdc123"
"Ap2b1",3.32955599052991e-119,0.465466559723716,0.691,0.526,8.51767013497362e-115,"Ap2b1"
"Lin28a",5.0455346398631e-119,0.383812856763614,0.968,0.932,1.29074867156978e-114,"Lin28a"
"Gm5854",2.71338416847606e-118,0.294027182588736,0.285,0.102,6.94137937979545e-114,"Gm5854"
"Usp46",7.00935882349402e-118,0.466968698921127,0.654,0.463,1.79313417422624e-113,"Usp46"
"Mrpl37",7.30813362057023e-118,-0.391110440808524,0.567,0.735,1.86956674281428e-113,"Mrpl37"
"Ppwd1",8.51305819802453e-118,0.436886363228385,0.675,0.494,2.17781054821863e-113,"Ppwd1"
"Sf3b4",1.63502367565913e-117,-0.330378635779653,0.914,0.969,4.18271756707118e-113,"Sf3b4"
"Brca1",1.75609579236082e-117,0.415552330102158,0.577,0.368,4.49244425601746e-113,"Brca1"
