"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Chtf8",2.77406493874587e-105,0.319979462533544,0.313,0.095,7.09661292629969e-101,"Chtf8"
"Zfp638",5.49128068823558e-105,0.48930817167275,0.901,0.77,1.40477942566443e-100,"Zfp638"
"Dhx29",8.65400823192384e-105,0.479071677010095,0.736,0.462,2.21386838589076e-100,"Dhx29"
"Hnrnpu",2.17783288634824e-104,0.293568268675537,1,1,5.57133208985606e-100,"Hnrnpu"
"Tmed2",2.55991694869403e-104,-0.368930338811397,0.999,1,6.54877953814906e-100,"Tmed2"
"Dcp2",1.28972714015222e-103,0.471885125768879,0.862,0.645,3.29937996993741e-99,"Dcp2"
"Etaa1",1.37134637806959e-103,0.473880130378484,0.81,0.566,3.50817830437762e-99,"Etaa1"
"Luzp1",1.63664868685958e-103,0.503057777739396,0.902,0.739,4.18687467072419e-99,"Luzp1"
"Capza1",3.19533491524478e-103,0.419308280722309,0.633,0.347,8.17430578017919e-99,"Capza1"
"Mia2",3.61655913823488e-103,0.473879452520469,0.904,0.748,9.25188158743247e-99,"Mia2"
"Atp5g2",3.64904032396111e-103,-0.57554388831718,0.537,0.73,9.33497495675731e-99,"Atp5g2"
"Lsr",3.74124668012281e-103,-0.539622474818151,0.76,0.897,9.57085725709017e-99,"Lsr"
"Flywch1",1.02773206202864e-102,-0.528268032840241,0.644,0.822,2.62914416108167e-98,"Flywch1"
"Xrn1",1.70387667215514e-102,0.441018178934403,0.615,0.337,4.35885730270729e-98,"Xrn1"
"Wdr5",2.04322654854145e-102,-0.498253242249699,0.709,0.857,5.22698215647875e-98,"Wdr5"
"A630089N07Rik",4.32106129911818e-102,0.364463534501353,0.398,0.154,1.10541390154041e-97,"A630089N07Rik"
"Nucks1",6.65091061775932e-102,0.292292099232029,1,1,1.70143595423519e-97,"Nucks1"
"Sdhc",7.20322367704197e-102,-0.477571312301984,0.808,0.901,1.84272868106088e-97,"Sdhc"
"Gm9800",1.56480098104148e-101,0.466336371360059,0.956,0.892,4.00307386970031e-97,"Gm9800"
"Fos",1.653195133943e-101,-1.52148553502345,0.47,0.684,4.22920379165298e-97,"Fos"
"Ube2v2",2.94362005736714e-101,-0.362459365870198,0.988,0.998,7.53036883075663e-97,"Ube2v2"
"Cul4b",1.14162939963542e-100,0.482232141370188,0.812,0.582,2.92051633014734e-96,"Cul4b"
"Rabggtb",1.78510516531135e-100,-0.516536132881294,0.927,0.967,4.5666560338995e-96,"Rabggtb"
"Atxn7l3b",2.64436182391148e-100,0.367516473881686,0.999,0.995,6.76480641793036e-96,"Atxn7l3b"
"Asap1",5.68097050491948e-100,0.482696758861936,0.755,0.501,1.4533058745685e-95,"Asap1"
"Gnai2",7.08010780944914e-100,-0.416135581123209,1,1,1.81123317981328e-95,"Gnai2"
"Eif3b",9.63337445228528e-100,-0.360236084092318,0.989,0.998,2.46440985238362e-95,"Eif3b"
"Mcm6",1.14367794748914e-99,-0.465596715453191,0.947,0.988,2.92575692526673e-95,"Mcm6"
"Usp15",1.94330447212123e-99,0.460794422469657,0.899,0.732,4.97136150058052e-95,"Usp15"
"E2f4",3.5519352904701e-99,-0.441101236757328,0.887,0.958,9.08656086008061e-95,"E2f4"
"Lman1",6.57881213658246e-99,0.478188169371938,0.958,0.894,1.68299172078053e-94,"Lman1"
"Thrap3",6.75621618974931e-99,0.407152384901153,0.982,0.948,1.72837522566167e-94,"Thrap3"
"Myl12a",9.2309921953121e-99,-0.396327718730805,0.999,1,2.36147242340474e-94,"Myl12a"
"Nt5dc2",5.44383223861403e-98,-0.280697500180261,1,1,1.39264116328224e-93,"Nt5dc2"
"Akap9",7.37949370232709e-98,0.499509025865873,0.904,0.754,1.88782207892932e-93,"Akap9"
"Macf1",1.59706326407913e-97,0.4915319254482,0.881,0.705,4.08560724216723e-93,"Macf1"
"Cbx1",3.11626145549207e-97,0.265903818017053,1,1,7.97202005543982e-93,"Cbx1"
"Bclaf1",3.80079502867332e-97,0.372536357296165,0.995,0.979,9.72319384235208e-93,"Bclaf1"
"Txndc5",4.02360719700851e-97,-0.471677919358992,0.901,0.972,1.02931919313872e-92,"Txndc5"
"Hp1bp3",1.18962401719658e-96,0.468818009228277,0.859,0.673,3.0432961607923e-92,"Hp1bp3"
"Gstp1",3.18682718086661e-96,-0.52112399697241,0.503,0.715,8.15254129409296e-92,"Gstp1"
"Ercc6l",4.85520596589442e-96,0.423171392997021,0.613,0.345,1.24205879019511e-91,"Ercc6l"
"Myef2",6.46930106300087e-96,-0.489757476364847,0.934,0.966,1.65497659793688e-91,"Myef2"
"Pfas",8.16480429855508e-96,-0.545376561449829,0.519,0.727,2.08872023565636e-91,"Pfas"
"Hltf",9.43415869863179e-96,0.392604072646813,0.498,0.239,2.41344647828398e-91,"Hltf"
"Ncapd3",1.49002363849946e-95,0.46292322361984,0.762,0.52,3.81177847200932e-91,"Ncapd3"
"Strap",1.52642828629082e-95,-0.311014823170101,0.999,1,3.90490884198917e-91,"Strap"
"Haus6",2.77438668799859e-95,0.43064587539573,0.685,0.42,7.097436025238e-91,"Haus6"
"P4hb",4.26635594724094e-95,0.440552984903535,0.984,0.947,1.09141917842318e-90,"P4hb"
"Ctps",7.98007400367279e-95,-0.438515004596514,0.881,0.952,2.04146253161957e-90,"Ctps"
"Hdac2",9.7035993038284e-95,-0.397423299203494,0.952,0.988,2.48237477390538e-90,"Hdac2"
"H2ac15",1.24984161823708e-94,0.271869422432747,0.228,0.055,3.1973448277741e-90,"H2ac15"
"Smchd1",1.54527398084675e-94,0.426992128256752,0.977,0.933,3.95311989780216e-90,"Smchd1"
"Jun",4.85567695117411e-94,-1.2335975692829,0.606,0.763,1.24217927764936e-89,"Jun"
"Zhx1",1.80391849395327e-93,0.396431756940742,0.48,0.227,4.61478429123126e-89,"Zhx1"
"Lrch3",1.86184969740337e-93,0.371264916333792,0.5,0.239,4.76298389589731e-89,"Lrch3"
"Senp6",3.38889728610446e-93,0.436035939925001,0.96,0.879,8.66947703731244e-89,"Senp6"
"Cep350",8.30008761740624e-93,0.414279163002582,0.567,0.302,2.12332841428486e-88,"Cep350"
"Snhg1",1.22972925593432e-92,-0.493979732872879,0.999,1,3.14589338253117e-88,"Snhg1"
"Gpalpp1",1.30555603325725e-92,0.405402766184775,0.58,0.319,3.33987344427871e-88,"Gpalpp1"
"Pa2g4",1.60338165886144e-92,-0.280699644844377,1,1,4.10177095969933e-88,"Pa2g4"
"Ppp2r1a",2.44397975733483e-92,-0.466453287589003,0.774,0.884,6.25218901521396e-88,"Ppp2r1a"
"Stag2",6.8199721312362e-92,0.446457961212205,0.829,0.623,1.74468527061284e-87,"Stag2"
"Btbd7",9.8348766843183e-92,0.449773968703046,0.774,0.539,2.51595815338231e-87,"Btbd7"
"Trip11",1.03520460568494e-91,0.427480118520921,0.592,0.328,2.64826042226321e-87,"Trip11"
"Ube3a",1.85521728404421e-91,0.405922672826439,0.975,0.919,4.74601685604189e-87,"Ube3a"
"Atp1a1",2.32195958127752e-91,-0.473483824155434,0.805,0.927,5.94003700082416e-87,"Atp1a1"
"Lamp1",4.21205361284196e-91,-0.348117055149993,0.993,0.998,1.07752755523723e-86,"Lamp1"
"Bod1l",6.70777181830916e-91,0.430701478645829,0.938,0.84,1.71598218655985e-86,"Bod1l"
"Myh10",2.2956075614317e-90,0.479684447549406,0.914,0.801,5.87262326365456e-86,"Myh10"
"Fubp1",5.10075734647961e-90,0.262599481164187,0.999,1,1.30487574437641e-85,"Fubp1"
"Rock2",8.67767533144826e-90,0.465351435792718,0.837,0.647,2.21992290329109e-85,"Rock2"
"Lonp1",9.29255850825849e-90,-0.458600580480264,0.722,0.857,2.37722231758269e-85,"Lonp1"
"Cep295",1.0243664916624e-89,0.428184487698599,0.694,0.437,2.62053435897075e-85,"Cep295"
"Ctdnep1",1.0454505226033e-89,-0.465318168847668,0.671,0.809,2.67447152692377e-85,"Ctdnep1"
"Carm1",1.33329904988388e-89,-0.445079602332745,0.747,0.877,3.41084562941294e-85,"Carm1"
"Ccnb1",2.24655994992491e-89,-0.614790125398056,0.933,0.978,5.7471496638979e-85,"Ccnb1"
"Rab2a",2.52126722436858e-89,0.333789185787568,0.997,0.987,6.4499058133797e-85,"Rab2a"
"Matr3",4.61851336451749e-89,-0.35955383442643,0.985,0.996,1.18150808891087e-84,"Matr3"
"Mtrex",6.3237768474122e-89,0.419915396430473,0.88,0.715,1.61774859310499e-84,"Mtrex"
"Emc10",9.48798854430609e-89,-0.374575493403747,0.95,0.988,2.42721722940438e-84,"Emc10"
"mt-Cytb",2.06941578114632e-88,-0.382237510503868,0.999,1,5.29397945132851e-84,"mt-Cytb"
"Mcm5",5.8621980815697e-88,-0.42383271554125,0.95,0.988,1.49966751322716e-83,"Mcm5"
"Pfkl",6.22708962739337e-88,-0.40016045470661,0.991,0.999,1.59301406847977e-83,"Pfkl"
"Rab11b",7.39644100344463e-88,-0.411083277945679,0.876,0.955,1.8921575375012e-83,"Rab11b"
"Oip5os1",7.41839033425246e-88,0.405563041722658,0.944,0.841,1.89777261530846e-83,"Oip5os1"
"Psmd12",9.65671821835967e-88,0.269721710932236,0.999,0.999,2.47038165462077e-83,"Psmd12"
"Mrpl20",1.1652156505377e-87,0.26107540678229,1,1,2.98085467720554e-83,"Mrpl20"
"Acsl3",1.3438002365381e-87,0.497308177084416,0.792,0.577,3.43770976511176e-83,"Acsl3"
"Ate1",1.94869716599578e-87,0.40332835441389,0.667,0.409,4.9851570900504e-83,"Ate1"
"Itgb1",2.02567076481173e-87,0.519998413899604,0.935,0.847,5.18207095054136e-83,"Itgb1"
"Mdc1",2.62421924335528e-87,0.373191300704152,0.529,0.272,6.71327766835149e-83,"Mdc1"
"Aqr",2.69262153725157e-87,0.418202335559359,0.802,0.575,6.88826441659698e-83,"Aqr"
"Tlk1",3.86598653258174e-87,0.420121034096872,0.881,0.716,9.88996674765061e-83,"Tlk1"
"Clptm1",5.32442299754575e-87,-0.46892740216719,0.609,0.779,1.36209389123215e-82,"Clptm1"
"Nrd1",5.7299859524878e-87,0.44494809058397,0.866,0.673,1.46584500636543e-82,"Nrd1"
"Mars1",1.23179013870529e-86,-0.459207146836598,0.744,0.861,3.15116553283587e-82,"Mars1"
"Sdcbp",1.35897244610601e-86,-0.435468562501325,0.852,0.946,3.4765233116284e-82,"Sdcbp"
"Acap2",2.69076308103094e-86,0.383032529401796,0.543,0.288,6.88351011389334e-82,"Acap2"
"Gsr",3.03167083550341e-86,-0.469704625160821,0.822,0.925,7.75562033138481e-82,"Gsr"
"Nup214",4.83211181619305e-86,0.421264374403709,0.754,0.513,1.23615084481851e-81,"Nup214"
"Suco",7.57208973185658e-86,0.408716170558922,0.594,0.336,1.93709199520355e-81,"Suco"
"Gzf1",9.45310163733259e-86,0.395001298917816,0.627,0.366,2.41829246086242e-81,"Gzf1"
"Cep83",1.30712226233857e-85,0.417261617074963,0.808,0.6,3.34388017151452e-81,"Cep83"
"Hprt",1.77653254967122e-85,-0.464461572190358,0.799,0.909,4.5447255685689e-81,"Hprt"
"Diaph3",3.79451508938676e-85,0.390213719924963,0.574,0.318,9.70712850166921e-81,"Diaph3"
"Phf14",3.96343490712722e-85,0.393518932222235,0.928,0.812,1.01392591794128e-80,"Phf14"
"Ino80",4.18903380809346e-85,0.398909702335956,0.594,0.341,1.07163862878647e-80,"Ino80"
"Clint1",7.11221361178747e-85,0.404539317913296,0.948,0.859,1.81944648616747e-80,"Clint1"
"Smc5",1.18214152819353e-84,0.451282188171836,0.818,0.626,3.02415445742469e-80,"Smc5"
"Ralgps2",1.36628620345319e-84,0.468735147289985,0.887,0.762,3.49523336567396e-80,"Ralgps2"
"Spire1",1.61244744753771e-84,0.397408656449818,0.586,0.334,4.12496306029098e-80,"Spire1"
"Erlec1",1.94120964328128e-84,0.40751619005409,0.694,0.445,4.96600250944216e-80,"Erlec1"
"Asna1",2.60727402738045e-84,-0.392106374677289,0.883,0.95,6.66992841684468e-80,"Asna1"
"Setd2",3.11841844308708e-84,0.410319497495055,0.729,0.477,7.97753806110537e-80,"Setd2"
"Sppl3",4.5598050299639e-84,-0.451206674173518,0.625,0.788,1.16648932276536e-79,"Sppl3"
"Ctsl",4.99310204111921e-84,0.363253726419544,0.998,0.998,1.27733536415912e-79,"Ctsl"
"Ncor1",8.52342981949316e-84,0.364782078345169,0.982,0.949,2.18046381642274e-79,"Ncor1"
"Xrn2",1.08051780890052e-83,0.33201381713295,0.996,0.977,2.7641806587293e-79,"Xrn2"
"Fam98a",1.56230702634226e-83,0.422509272916742,0.656,0.417,3.99669383478877e-79,"Fam98a"
"Cdca4",2.54553720182955e-83,-0.450576246511978,0.692,0.844,6.51199326972036e-79,"Cdca4"
"Smc1a",3.03380185840336e-83,0.359891656920521,0.991,0.978,7.76107191416747e-79,"Smc1a"
"Rnf168",8.59635309338735e-83,0.445789067023341,0.727,0.491,2.19911904835035e-78,"Rnf168"
"Hist1h2ap",1.19029202209524e-82,-0.738135409437389,0.745,0.877,3.04500505092405e-78,"Hist1h2ap"
"Rcc1",1.34216757521662e-82,-0.42411605795114,0.884,0.964,3.43353309091916e-78,"Rcc1"
"Dnmt1",1.57350101758311e-82,0.386650687094388,0.956,0.871,4.02533030318111e-78,"Dnmt1"
"Ptk7",1.63357773816888e-82,-0.658526880882335,0.549,0.755,4.17901856978362e-78,"Ptk7"
"Ptges3-ps",4.44510686299995e-82,0.295477261713974,0.331,0.126,1.13714723769265e-77,"Ptges3-ps"
"Malat1",5.76246673791022e-82,0.472946525956719,0.999,1,1.47415424089219e-77,"Malat1"
"Csk",1.2692516570682e-81,-0.463360295048745,0.554,0.742,3.24699958911186e-77,"Csk"
"Rbm27",1.96451455090114e-81,0.396375148732491,0.814,0.601,5.02562112411529e-77,"Rbm27"
"Cul1",4.63025929049004e-81,0.327271849551606,0.994,0.977,1.18451293169316e-76,"Cul1"
"Esf1",6.0970882326738e-81,0.342747203853933,0.987,0.966,1.55975711168261e-76,"Esf1"
"Amd2",6.11909411375439e-81,0.374495137250997,0.522,0.28,1.56538665618065e-76,"Amd2"
"Ap1g1",7.40976870889376e-81,0.408037532468092,0.662,0.417,1.8955670311092e-76,"Ap1g1"
"Sdha",1.12675636104291e-80,-0.419035999616474,0.866,0.94,2.88246812281996e-76,"Sdha"
"Smc6",1.37662909627692e-80,0.468430356603159,0.987,0.961,3.52169255409561e-76,"Smc6"
"Mga",1.49416067191451e-80,0.42708059281963,0.775,0.558,3.82236183089169e-76,"Mga"
"Smg6",2.59241534309292e-80,0.420752605561722,0.676,0.432,6.63191693070031e-76,"Smg6"
"Pgrmc2",2.92747424210794e-80,0.406339757305471,0.879,0.722,7.48906460616053e-76,"Pgrmc2"
"U2af2",5.34893310705307e-80,-0.342926717422803,0.979,0.995,1.36836406744632e-75,"U2af2"
"Rtcb",6.11489076553963e-80,-0.370017237902187,0.919,0.966,1.56431135564035e-75,"Rtcb"
"Vps13c",6.30489026532567e-80,0.290198417576662,0.32,0.12,1.61291702767561e-75,"Vps13c"
"Wdr1",6.62052325669514e-80,-0.524413814015362,0.617,0.775,1.69366225952775e-75,"Wdr1"
"Wtap",7.34801574277682e-80,-0.401645275655934,0.91,0.964,1.87976938731717e-75,"Wtap"
"Kdm5b",8.02849320237302e-80,0.412545753583708,0.956,0.885,2.05384913103106e-75,"Kdm5b"
"Lrrc59",1.1107159869425e-79,-0.35510381253572,0.983,0.996,2.8414336377963e-75,"Lrrc59"
"Cnot4",1.42555138029737e-79,0.402002350891674,0.844,0.661,3.64684554107674e-75,"Cnot4"
"Plekha8",1.46994656546727e-79,0.358892209418313,0.463,0.229,3.76041730377836e-75,"Plekha8"
"Nipbl",1.73658373775169e-79,0.396887071405691,0.896,0.745,4.44252851791638e-75,"Nipbl"
"Rad18",1.75912825426221e-79,0.391470851441264,0.685,0.448,4.50020190005359e-75,"Rad18"
"Ccdc88a",1.81556901904971e-79,0.471115438273209,0.788,0.587,4.64458866453296e-75,"Ccdc88a"
"Supt6",1.83691234821653e-79,0.426309968615565,0.837,0.658,4.69918916920754e-75,"Supt6"
"P4ha1",3.63886603697601e-79,0.470925732981122,0.729,0.501,9.30894709579204e-75,"P4ha1"
"Prpsap1",3.879902534478e-79,-0.402804324468187,0.863,0.951,9.92556666370161e-75,"Prpsap1"
"Akap11",5.43513874794059e-79,0.367805572615858,0.535,0.289,1.39041719449816e-74,"Akap11"
"E430024I08Rik",7.06058178811937e-79,0.258977988033305,0.271,0.089,1.8062380330367e-74,"E430024I08Rik"
"Slf2",7.90333635341631e-79,0.363248764154947,0.56,0.312,2.02183150593096e-74,"Slf2"
"Ubr7",9.48933185810827e-79,0.411248709967003,0.774,0.548,2.42756087594126e-74,"Ubr7"
"Snrnp200",1.54652254292481e-78,0.412332883183142,0.873,0.703,3.95631396931025e-74,"Snrnp200"
"Vcan",1.5570459908853e-78,0.710342899054335,0.82,0.671,3.98323505388278e-74,"Vcan"
"Arf4",2.9881034004123e-78,-0.294976871559069,0.999,1,7.64416611893475e-74,"Arf4"
"Maged1",3.20920657617556e-78,-0.486199025329609,0.936,0.982,8.20979226317233e-74,"Maged1"
"Yae1d1",3.24258959635195e-78,0.362109197032833,0.968,0.916,8.29519270538755e-74,"Yae1d1"
"Mak16",3.51902932980336e-78,0.363420467232436,0.988,0.972,9.00238083150295e-74,"Mak16"
"Pdia4",4.01641778772504e-78,-0.409077893601445,0.965,0.989,1.02747999845582e-73,"Pdia4"
"Atp5k",5.3575225578039e-78,-0.314340312103804,0.998,1,1.37056142073739e-73,"Atp5k"
"Prpf4b",7.31499646872619e-78,0.337995065753335,0.99,0.962,1.87132239662953e-73,"Prpf4b"
"Dnajc10",8.08566263986315e-78,0.403176015116783,0.889,0.73,2.06847421652979e-73,"Dnajc10"
"Nsun2",8.83869241366077e-78,-0.363611193460268,0.95,0.986,2.2611142932627e-73,"Nsun2"
"Morc3",1.05583416909077e-77,0.393166249608521,0.825,0.631,2.70103497136801e-73,"Morc3"
"Smarcad1",1.21697531472274e-77,0.385676645598288,0.939,0.836,3.11326625012372e-73,"Smarcad1"
"Ubp1",1.44537517786791e-77,0.412759337961583,0.785,0.578,3.69755878002168e-73,"Ubp1"
"Kdm1a",1.9545592018149e-77,0.316615694534897,0.998,0.983,5.00015335008289e-73,"Kdm1a"
"Top1",2.09041212429642e-77,0.256035200262216,1,1,5.34769229637511e-73,"Top1"
"Fxr1",2.46787196926967e-77,0.336965975165585,0.984,0.957,6.31331007178566e-73,"Fxr1"
"Imp3",3.4382394087133e-77,0.323056011781644,0.995,0.989,8.79570405537037e-73,"Imp3"
"Uba2",3.75586508905825e-77,-0.299276630428015,0.995,0.999,9.60825407082881e-73,"Uba2"
"Rala",4.31164539296064e-77,0.319930910110994,0.993,0.974,1.10300512442719e-72,"Rala"
"Atp1b3",5.23654618685345e-77,0.392411172373593,0.948,0.87,1.33961324552085e-72,"Atp1b3"
"Sae1",5.55550926923788e-77,-0.263719594968258,0.999,1,1.42121038125643e-72,"Sae1"
"Anapc11",6.75984314590728e-77,-0.348905297626294,0.956,0.985,1.729303073586e-72,"Anapc11"
"H2bc3",7.21511031179444e-77,0.309905265893572,0.294,0.107,1.84576951996325e-72,"H2bc3"
"Epb41",1.15931285064826e-76,0.413565304765854,0.788,0.577,2.96575413452837e-72,"Epb41"
"Asap2",1.81593388612592e-76,0.379399374650045,0.633,0.39,4.64552206748733e-72,"Asap2"
"Sypl",1.99331072600225e-76,-0.451393539777384,0.674,0.821,5.09928749925896e-72,"Sypl"
"Smarcb1",2.42733029284152e-76,-0.326489577875106,0.982,0.994,6.20959635514718e-72,"Smarcb1"
"Mpp6",2.69005129676853e-76,0.34326198159051,0.99,0.975,6.88168922739325e-72,"Mpp6"
"Cdc40",2.98793315614267e-76,0.388157720234158,0.844,0.64,7.64373060004419e-72,"Cdc40"
"Gm9761",3.83581489218449e-76,0.305796581402895,0.38,0.166,9.81278165718636e-72,"Gm9761"
"Wsb1",5.31564193131503e-76,-0.438020124753602,0.767,0.882,1.35984751886901e-71,"Wsb1"
"Wnk3",6.29349028891423e-76,0.375278925649076,0.506,0.271,1.61000068571004e-71,"Wnk3"
"Orc2",9.74419113382101e-76,0.397907194735295,0.861,0.702,2.49275897585409e-71,"Orc2"
"Ubap2",9.9081621409121e-76,0.39606259158374,0.888,0.747,2.53470603888813e-71,"Ubap2"
"Rad54l2",2.79181693370813e-75,0.372366531069249,0.603,0.361,7.14202607981213e-71,"Rad54l2"
"Spag9",4.40972865579786e-75,0.425589689151162,0.772,0.57,1.12809678472621e-70,"Spag9"
"Hspd1-ps3",5.53897915979519e-75,0.366622762626048,0.618,0.378,1.4169816486588e-70,"Hspd1-ps3"
"Wwp1",6.26121502595102e-75,0.388686942117872,0.573,0.334,1.60174402793879e-70,"Wwp1"
"Slf1",7.5053923823271e-75,0.395702484726315,0.727,0.506,1.92002947924692e-70,"Slf1"
"Prpf40a",9.62225754563314e-75,0.300775371997025,0.998,0.987,2.46156592532387e-70,"Prpf40a"
"Hnrnpdl",1.74616679374313e-74,-0.252143255676478,1,1,4.46704389175367e-70,"Hnrnpdl"
"Bdp1",3.54572590214967e-74,0.394467605410951,0.71,0.482,9.07067600287928e-70,"Bdp1"
"Brd1",4.82511087321481e-74,0.382835756784848,0.917,0.798,1.23435986358581e-69,"Brd1"
"Tceal8",5.23366093972084e-74,-0.344156595776588,0.998,0.999,1.33887514159939e-69,"Tceal8"
"Smc2",6.57138442072752e-74,0.316716007530593,0.996,0.994,1.68109156251051e-69,"Smc2"
"Pds5b",1.07119472860121e-73,0.390922416833704,0.758,0.542,2.74033035470761e-69,"Pds5b"
"Setx",1.12916550159297e-73,0.380398053458789,0.645,0.404,2.88863118617514e-69,"Setx"
"Ptpa",1.14926902801053e-73,-0.40447796793879,0.711,0.842,2.94006002745654e-69,"Ptpa"
"Nr6a1",1.18949764980241e-73,0.521849247828301,0.896,0.788,3.04297288772453e-69,"Nr6a1"
"Rb1cc1",1.25406977385296e-73,0.366725056108497,0.611,0.368,3.20816129547065e-69,"Rb1cc1"
"Rock1",1.46150224086224e-73,0.395765698279724,0.932,0.83,3.73881503257378e-69,"Rock1"
"Npat",1.81554078605192e-73,0.371941548551527,0.594,0.355,4.64451643887803e-69,"Npat"
"Dnajc11",2.4853911314975e-73,-0.389377020800371,0.745,0.857,6.35812759259691e-69,"Dnajc11"
"Taf1d",2.85897205973617e-73,0.359391471422863,0.991,0.978,7.31382232321708e-69,"Taf1d"
"Gpi1",3.40625946195861e-73,-0.326343577099061,0.996,1,8.71389295558251e-69,"Gpi1"
"Zfp507",8.13681509354627e-73,0.319095784620276,0.46,0.233,2.08156003723101e-68,"Zfp507"
"Strbp",1.43737906388189e-72,0.39950282973129,0.881,0.764,3.67710312122266e-68,"Strbp"
"Dhx8",1.62208428552777e-72,0.373963376482187,0.692,0.456,4.14961601923714e-68,"Dhx8"
"Ppp1r7",1.63483373627657e-72,0.366874046491355,0.939,0.843,4.18223166414273e-68,"Ppp1r7"
"Mrpl4",2.57580766831863e-72,-0.362852850200784,0.893,0.952,6.58943117709271e-68,"Mrpl4"
"Sf3b1",3.20274811480031e-72,0.264859490551826,1,0.999,8.19327022728216e-68,"Sf3b1"
"Snx5",1.02433088132262e-71,-0.29876706658946,0.996,0.998,2.62044326059953e-67,"Snx5"
"Blm",1.48155516160318e-71,0.406081244230679,0.721,0.517,3.79011441441325e-67,"Blm"
"Map3k4",3.57216955170029e-71,0.381225315602478,0.756,0.542,9.13832414715969e-67,"Map3k4"
"Fkbp8",4.11057809299655e-71,-0.334044491331747,0.957,0.979,1.05156808775038e-66,"Fkbp8"
"Dpp3",5.57936487133745e-71,-0.385317785265264,0.85,0.923,1.42731312138555e-66,"Dpp3"
"Rprd2",7.239330337235e-71,0.355103580546953,0.577,0.347,1.85196548687146e-66,"Rprd2"
"Dis3",1.01477460675122e-70,0.395289701254605,0.837,0.662,2.59599639899098e-66,"Dis3"
"Mta1",4.0104118430537e-70,-0.366878086688277,0.88,0.953,1.02594355769e-65,"Mta1"
"Lig3",4.13393270710099e-70,0.3572308219518,0.591,0.358,1.05754266513058e-65,"Lig3"
"Ncln",1.6178338123397e-69,-0.405148329602608,0.659,0.803,4.13874245872743e-65,"Ncln"
"Pphln1",1.82642155167355e-69,0.373081554204696,0.881,0.723,4.67235161349128e-65,"Pphln1"
"Wac",2.07788234412978e-69,0.360637300425729,0.896,0.753,5.3156386127528e-65,"Wac"
"Golga7",2.46419604679726e-69,-0.338648141414152,0.918,0.967,6.30390632691674e-65,"Golga7"
"Mia3",2.83548070310121e-69,0.351335805014733,0.686,0.451,7.25372673467352e-65,"Mia3"
"Lsm7",3.64271282164169e-69,-0.272520645829802,0.995,0.999,9.31878794032377e-65,"Lsm7"
"Atm",3.91608480070107e-69,0.366904537417364,0.617,0.388,1.00181281371535e-64,"Atm"
"Ccdc186",4.48786322374716e-69,0.378896315567063,0.637,0.406,1.148085169899e-64,"Ccdc186"
"Dmtf1",4.56114529054682e-69,0.378911419033672,0.678,0.456,1.16683218822769e-64,"Dmtf1"
"Rbis",5.69697216043851e-69,0.365728453224506,0.876,0.717,1.45739941808338e-64,"Rbis"
"Kras",6.78452684057812e-69,0.366092786345562,0.929,0.84,1.73561765635669e-64,"Kras"
"Utp4",7.14323104113153e-69,-0.41181544967858,0.766,0.86,1.82738136494227e-64,"Utp4"
"Tead2",7.8487828776268e-69,-0.305388243777313,0.987,0.997,2.00787563575449e-64,"Tead2"
"Mycbp2",8.16601633227385e-69,0.411630141140302,0.827,0.646,2.0890302981223e-64,"Mycbp2"
"Dpf2",9.81438461287392e-69,-0.377505156327398,0.775,0.881,2.51071587166541e-64,"Dpf2"
"Dusp11",1.08544182898542e-68,0.36774018726649,0.897,0.768,2.7767772869105e-64,"Dusp11"
"Hnrnph1",1.16992800771955e-68,-0.289762473928921,0.995,0.999,2.99290982934816e-64,"Hnrnph1"
"Trim44",1.25756029195964e-68,0.415038780120916,0.842,0.685,3.21709073889114e-64,"Trim44"
"2410006H16Rik",1.65747000829061e-68,-0.549403171167046,0.99,0.992,4.24013977520904e-64,"2410006H16Rik"
"Nrbf2",1.68596371125943e-68,0.317152352389723,0.513,0.286,4.31303236614389e-64,"Nrbf2"
"Eea1",2.41647714803588e-68,0.366109658328758,0.485,0.264,6.1818318401054e-64,"Eea1"
"Zfyve9",2.63162358986444e-68,0.347140246359643,0.569,0.34,6.73221946759122e-64,"Zfyve9"
"Rif1",2.94850186556911e-68,0.36984362812557,0.948,0.874,7.54285747249891e-64,"Rif1"
"Tomm5",4.9437739131138e-68,0.285096389743924,1,0.999,1.26471624245277e-63,"Tomm5"
"Slc24a5",5.03578580771299e-68,-0.457166649833764,0.887,0.943,1.28825472532914e-63,"Slc24a5"
"Tgif1",5.26746428188226e-68,-0.498890011684406,0.721,0.849,1.34752271259112e-63,"Tgif1"
"Cntrl",7.21371730858893e-68,0.35085318441964,0.573,0.343,1.84541316188322e-63,"Cntrl"
"Atp6v0c",9.78684477143769e-68,-0.273400203703222,1,1,2.50367062942919e-63,"Atp6v0c"
"Lcorl",1.07722359663775e-67,0.329460175286501,0.481,0.259,2.7557534049187e-63,"Lcorl"
"Parg",1.35029209104535e-67,0.358362539629325,0.708,0.488,3.45431722731222e-63,"Parg"
"Ddost",2.12822811531871e-67,-0.286995888386567,0.998,0.999,5.44443316460832e-63,"Ddost"
"Mir6236",2.16016657462474e-67,0.253639609912995,0.248,0.085,5.52613813120502e-63,"Mir6236"
"Atad5",2.52512748187648e-67,0.361487745486582,0.625,0.396,6.45978112413641e-63,"Atad5"
"Snhg16",2.6343147077361e-67,-0.502598001388309,0.662,0.781,6.73910388533049e-63,"Snhg16"
