"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Msx1",5.74150714968189e-06,-0.341344078989148,0.486,0.544,0.146879235903162,"Msx1"
"Pou3f1",5.97572015377713e-06,-0.315402064143997,0.32,0.369,0.152870872973927,"Pou3f1"
"Fam181b",1.78294604436014e-05,0.314989774120712,0.246,0.198,0.456113257068212,"Fam181b"
"Cdx4",2.96610180983216e-05,0.68583602998129,0.323,0.302,0.758788164991263,"Cdx4"
"Phlda3",4.09592416738859e-05,-0.259351901846994,0.29,0.331,1,"Phlda3"
"Hoxaas3",5.52973817599693e-05,0.559707236616398,0.436,0.424,1,"Hoxaas3"
"Peg3",7.4251284045578e-05,0.389256693909269,0.784,0.788,1,"Peg3"
"5430431A17Rik",8.18607453517383e-05,-0.362371850405529,0.082,0.116,1,"5430431A17Rik"
"Hes1",8.3111247017197e-05,-0.271859924423463,0.785,0.793,1,"Hes1"
"Selenop",0.000152020731258779,-0.274891511049339,0.185,0.227,1,"Selenop"
"Gadd45g",0.000453975077747244,-0.323212973707302,0.232,0.272,1,"Gadd45g"
"Tcf15",0.00164640595583245,0.384567090300866,0.223,0.188,1,"Tcf15"
"Vim",0.00168415146871688,-0.302263392279762,0.656,0.711,1,"Vim"
"Blvrb",0.00176091182939557,0.284441916662208,0.271,0.234,1,"Blvrb"
"Igfbp5",0.00191433680149842,0.414621894593832,0.326,0.286,1,"Igfbp5"
"Tnni1",0.00226607610135421,-0.437958878337705,0.17,0.204,1,"Tnni1"
"Krt19",0.00443399328493065,0.256102449250008,0.23,0.198,1,"Krt19"
"Rspo3",0.00521913002381679,0.330716383068113,0.352,0.321,1,"Rspo3"
"Foxf1",0.0372423492113582,-0.336261138467228,0.215,0.232,1,"Foxf1"
"Pmp22",0.0391216859681939,-0.538470718836979,0.351,0.364,1,"Pmp22"
"Egfl7",0.0611718046174526,-0.34853352968134,0.728,0.72,1,"Egfl7"
"Cdx1",0.0892867305934703,-0.432583082444966,0.376,0.377,1,"Cdx1"
"Hand1",0.164073171486272,-0.311822094675914,0.139,0.15,1,"Hand1"
"Twist1",0.282477521086675,0.260672512336181,0.423,0.424,1,"Twist1"
"Acta2",0.370296134091404,-0.349288510289128,0.278,0.26,1,"Acta2"
"Spink1",0.5754712546497,-0.265985420954469,0.125,0.12,1,"Spink1"
"Plvap",0.638579355581938,-0.30526032357166,0.106,0.1,1,"Plvap"
"Dlk1",0.712604129148091,-0.313139191807165,0.363,0.349,1,"Dlk1"
"Ramp2",0.804753595739947,-0.410828025398698,0.37,0.366,1,"Ramp2"
"Fgf8",0.957770276863026,0.305026045875872,0.458,0.475,1,"Fgf8"
