"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tceal9.8",8.75613995112277e-70,1.28954392612897,1,1,2.23999572229623e-65,"foregut","Tceal9"
"Car4.9",3.50033655970158e-68,2.76438011286745,0.981,0.577,8.95456098702857e-64,"foregut","Car4"
"Arrdc1.1",2.27876860433459e-67,0.754320159735736,0.599,0.124,5.82954584360875e-63,"foregut","Arrdc1"
"Wfdc2.6",2.44902813420058e-67,1.75969707291693,0.981,0.807,6.26510377291192e-63,"foregut","Wfdc2"
"Cgn.1",2.78276217618351e-65,0.739722783522778,0.522,0.099,7.11886219911266e-61,"foregut","Cgn"
"Mapk13.6",3.55303766043164e-65,0.932571093467436,0.688,0.173,9.08938094291621e-61,"foregut","Mapk13"
"Capn6.8",3.82558964402083e-64,1.12721014720231,0.675,0.167,9.78662342733409e-60,"foregut","Capn6"
"Sox17",1.24951953872574e-63,1.04160211181621,0.439,0.066,3.19652088396819e-59,"foregut","Sox17"
"Bcam.7",3.28651950007957e-63,1.37889451635575,0.86,0.347,8.40757418510356e-59,"foregut","Bcam"
"Vamp8.8",5.86126713378358e-62,1.41578807833122,0.936,0.494,1.49942935816451e-57,"foregut","Vamp8"
"Sgk3",3.0582213711434e-61,0.50718606907793,0.331,0.041,7.82354191165905e-57,"foregut","Sgk3"
"Slc39a8.2",4.33207085837329e-61,0.902325161615098,0.586,0.133,1.10823036698906e-56,"foregut","Slc39a8"
"Cpn1.10",4.99881187394947e-61,1.32471654732223,0.599,0.136,1.27879605359375e-56,"foregut","Cpn1"
"Stard10.8",6.70695026480513e-61,1.10552418097887,0.86,0.317,1.71577201674245e-56,"foregut","Stard10"
"Apom",1.37874245467429e-60,1.56871353606115,0.185,0.012,3.52709894754777e-56,"foregut","Apom"
"Tgfa",1.54757888622177e-60,0.460978546819388,0.255,0.024,3.95901630673254e-56,"foregut","Tgfa"
"Eif5a.1",1.61274730586726e-60,-0.482618059383209,1,1,4.12573015786963e-56,"foregut","Eif5a"
"Akap5.1",2.38698261090754e-60,0.655408657971482,0.459,0.08,6.10637891522366e-56,"foregut","Akap5"
"Ybx1.1",4.01522092937832e-60,-0.454781987557983,1,1,1.02717381815356e-55,"foregut","Ybx1"
"Acer2.7",4.7686788564365e-60,1.32603508792805,0.981,0.545,1.21992342505359e-55,"foregut","Acer2"
"Has2.7",5.43754426879547e-60,2.00460070610106,0.707,0.25,1.39103257484326e-55,"foregut","Has2"
"Cotl1.4",7.59378952825824e-60,1.60757980593823,0.924,0.63,1.94264323711902e-55,"foregut","Cotl1"
"Mmp11.2",7.84218375378726e-60,0.875626455957869,0.573,0.133,2.00618744789386e-55,"foregut","Mmp11"
"Clic6",1.05874402889473e-59,0.824955702328796,0.318,0.039,2.7084789747185e-55,"foregut","Clic6"
"Erbb3.2",1.90650638819492e-59,0.456604326593896,0.382,0.055,4.87722464228025e-55,"foregut","Erbb3"
"Tmem54.9",2.45122515483556e-59,0.601115321080933,0.561,0.11,6.27072419110034e-55,"foregut","Tmem54"
"Cldn8",2.91715414154838e-59,0.346407094890273,0.197,0.014,7.46266372490906e-55,"foregut","Cldn8"
"Bsg.3",8.87257921836182e-59,0.694794844755651,1,1,2.26978321564132e-54,"foregut","Bsg"
"Cd55.1",5.0370055830277e-58,0.393082362602825,0.28,0.03,1.28856676825015e-53,"foregut","Cd55"
"Crabp1.6",1.27743691291727e-57,-3.16276036398741,0.567,0.923,3.26793911062496e-53,"foregut","Crabp1"
"Rnase4.1",4.79167053585216e-57,0.814711675504651,0.274,0.03,1.2258051564817e-52,"foregut","Rnase4"
"Pdgfa.8",6.14395773508291e-57,1.53178653305114,0.975,0.691,1.57174726778891e-52,"foregut","Pdgfa"
"Atox1.4",2.93142433876099e-56,0.913626973189833,1,0.997,7.49916974341837e-52,"foregut","Atox1"
"Bcat1.6",1.1943301986253e-55,-1.3855839729658,0.357,0.874,3.05533551412324e-51,"foregut","Bcat1"
"Tnk1.1",1.49447621083652e-55,0.437959842437762,0.344,0.048,3.823169042562e-51,"foregut","Tnk1"
"Bspry.1",2.39054231749726e-55,0.638430449091864,0.42,0.073,6.11548535662149e-51,"foregut","Bspry"
"Cmtm8.8",5.59873484057837e-55,1.31110227175244,0.892,0.431,1.43226834691676e-50,"foregut","Cmtm8"
"Cdh3.7",6.32474995310403e-55,0.758345819943565,0.561,0.127,1.61799753300307e-50,"foregut","Cdh3"
"Masp1.1",3.24546605640693e-54,0.604608877798676,0.331,0.047,8.30255126550021e-50,"foregut","Masp1"
"Podxl.7",5.96728413898868e-54,1.5148728971995,0.898,0.465,1.52655062843609e-49,"foregut","Podxl"
"Stx3.4",7.81143437240156e-53,1.11219437894565,0.758,0.28,1.99832114114777e-48,"foregut","Stx3"
"Rcan2",1.13656667113684e-52,0.490591983731858,0.312,0.042,2.90756485810225e-48,"foregut","Rcan2"
"Gpc3.9",1.33015189081989e-52,1.16085296868512,1,0.96,3.40279456709543e-48,"foregut","Gpc3"
"Pakap-2",1.33110549361357e-52,0.601240829731347,0.497,0.106,3.40523407376223e-48,"foregut","Pakap-2"
"Ihh",1.86272232718569e-52,0.535119863899466,0.204,0.017,4.76521625740643e-48,"foregut","Ihh"
"Arhgef19.1",3.14780840233168e-52,0.429506673804799,0.306,0.04,8.0527234548449e-48,"foregut","Arhgef19"
"Bex1.6",3.21431869917963e-52,1.26117632159156,1,0.982,8.22287009624134e-48,"foregut","Bex1"
"Ang.1",5.00862551399067e-52,0.535470269438645,0.204,0.018,1.28130657898909e-47,"foregut","Ang"
"0610040J01Rik.1",1.21902369251109e-51,0.506179969201636,0.363,0.058,3.11850641018186e-47,"foregut","0610040J01Rik"
"Gm45338",2.25622321911356e-51,0.316618940332561,0.223,0.022,5.77187023913631e-47,"foregut","Gm45338"
"Ocln.1",2.40892673721093e-51,0.613012886898586,0.42,0.078,6.162516379133e-47,"foregut","Ocln"
"Dpp4",3.26009714686885e-51,0.776995597703633,0.293,0.039,8.33998052111989e-47,"foregut","Dpp4"
"Rplp0.1",4.65888844241272e-51,-0.344250684042311,1,1,1.19183684133802e-46,"foregut","Rplp0"
"Gm16136.1",5.63178913268648e-51,0.564495600855719,0.376,0.061,1.44072429592386e-46,"foregut","Gm16136"
"Ap1s3",5.74174949573327e-51,0.820957352766026,0.503,0.115,1.46885435599848e-46,"foregut","Ap1s3"
"Kcnk1.5",1.25873038210843e-50,0.954163650092216,0.815,0.321,3.2200840635098e-46,"foregut","Kcnk1"
"Nectin2.9",1.59670827464578e-50,1.17070761236552,0.981,0.742,4.08469910819884e-46,"foregut","Nectin2"
"Dok5.3",2.13614593009551e-50,1.03295971771734,0.522,0.129,5.46468851837033e-46,"foregut","Dok5"
"Platr21",8.23433155959269e-50,0.25595108211805,0.21,0.02,2.106506699575e-45,"foregut","Platr21"
"Peg3.10",1.30556195844598e-49,1.48551722547363,0.987,0.781,3.33988860209652e-45,"foregut","Peg3"
"Sowahb",1.63064233303127e-49,0.332454376089395,0.204,0.019,4.17150921636059e-45,"foregut","Sowahb"
"Bex4.6",1.66930018455324e-49,1.13109818360721,1,0.976,4.27040373212409e-45,"foregut","Bex4"
"Adgrg1",2.10397446880668e-49,0.388880186743238,0.325,0.048,5.38238748610124e-45,"foregut","Adgrg1"
"Crip2.6",5.82709298167409e-49,0.714217294572355,0.924,0.501,1.49068692657187e-44,"foregut","Crip2"
"Akr1b3.8",7.47008350971608e-49,-1.02090971460462,0.936,0.996,1.91099676345557e-44,"foregut","Akr1b3"
"Pdzk1ip1",8.3292210367916e-49,0.264165241041142,0.153,0.01,2.13078132563203e-44,"foregut","Pdzk1ip1"
"Fermt1.3",9.42927719014266e-49,0.531409342762776,0.452,0.089,2.4121976907823e-44,"foregut","Fermt1"
"Rabgap1l.2",9.87934328231095e-49,0.66869008821004,0.446,0.093,2.52733359848079e-44,"foregut","Rabgap1l"
"Cd9.8",2.36432751220125e-48,1.17033423458892,0.904,0.498,6.04842264171324e-44,"foregut","Cd9"
"Npm1.2",3.26537996347502e-48,-0.453587339174146,1,1,8.3534950225618e-44,"foregut","Npm1"
"Grhl2.1",3.76853507506844e-48,0.488986369688535,0.363,0.061,9.64066642904008e-44,"foregut","Grhl2"
"Tagln2.7",5.31556092767973e-48,1.24980476105702,0.981,0.869,1.35982679651903e-43,"foregut","Tagln2"
"Capsl.1",5.97215258668888e-48,0.500606127376701,0.382,0.069,1.52779607472675e-43,"foregut","Capsl"
"Ovol2.1",6.14824478090477e-48,0.441785199805684,0.312,0.046,1.57284397985106e-43,"foregut","Ovol2"
"Tspan12.8",7.82433345636642e-48,1.2597358612394,0.898,0.586,2.00162098480766e-43,"foregut","Tspan12"
"Reep6",8.28240055874086e-48,0.524928597729578,0.274,0.036,2.11880371093709e-43,"foregut","Reep6"
"Col11a1.1",1.08456407269053e-47,0.662220456802165,0.363,0.064,2.77453181075691e-43,"foregut","Col11a1"
"Parm1",1.25992808295915e-47,0.382539539511208,0.268,0.034,3.22314802182609e-43,"foregut","Parm1"
"Srm.4",6.98699158328229e-47,-0.983638160565987,0.987,0.998,1.78741218683528e-42,"foregut","Srm"
"Dgkk.1",7.82074002859157e-47,0.558533094981458,0.439,0.092,2.0007017141143e-42,"foregut","Dgkk"
"Ripk4.1",7.96328037317582e-47,0.611160585455815,0.471,0.105,2.03716638506584e-42,"foregut","Ripk4"
"Patj",3.35466710204898e-46,0.567372615452988,0.452,0.099,8.5819093804617e-42,"foregut","Patj"
"A4galt",5.17836306671075e-46,0.391290243902767,0.242,0.029,1.32472883972595e-41,"foregut","A4galt"
"Cd24a.6",1.8088909603886e-45,0.876385183216697,1,0.99,4.62750485486611e-41,"foregut","Cd24a"
"Ran.1",1.97437336822311e-45,-0.355778151439986,1,1,5.05084195058836e-41,"foregut","Ran"
"Prps1.7",1.06112523860849e-44,-1.17679958561261,0.268,0.801,2.71457058540825e-40,"foregut","Prps1"
"H19.8",1.44455828462209e-44,1.61062545567328,0.975,0.666,3.69546900372024e-40,"foregut","H19"
"Cldn11.1",2.08455816036017e-44,0.778184832388665,0.338,0.058,5.33271668583338e-40,"foregut","Cldn11"
"Kctd12b.5",2.58771370000176e-44,1.03569415627246,0.484,0.12,6.6198891873445e-40,"foregut","Kctd12b"
"Ager",2.82641420410038e-44,0.352117072192916,0.242,0.03,7.23053281692959e-40,"foregut","Ager"
"Cdh2.9",7.61227390428948e-44,-1.23965605263649,0.248,0.765,1.94737191019533e-39,"foregut","Cdh2"
"Tmem30b.1",1.20523285197191e-43,0.387733825903511,0.299,0.046,3.08322668191453e-39,"foregut","Tmem30b"
"Ppp1r16b",2.19044599525633e-43,0.655455020985489,0.369,0.071,5.60359894506474e-39,"foregut","Ppp1r16b"
"Dsg2.2",2.30301885673255e-43,0.617500714401461,0.471,0.112,5.8915828392932e-39,"foregut","Dsg2"
"4933402E13Rik",8.3599504814917e-43,0.280688006546044,0.134,0.009,2.13864253217521e-38,"foregut","4933402E13Rik"
"Itga3.2",1.34183251014312e-42,0.603398141681017,0.408,0.087,3.43267592744812e-38,"foregut","Itga3"
"Cyb5a.6",2.7496867033494e-42,0.767168673775992,1,0.984,7.03424852450842e-38,"foregut","Cyb5a"
"Slc25a5.1",2.75401452686743e-42,-0.756636649409574,1,1,7.04531996263225e-38,"foregut","Slc25a5"
"Nfe2l3",4.08084304057526e-42,0.334598581534076,0.242,0.031,1.04396126663996e-37,"foregut","Nfe2l3"
"Arhgap8.1",1.44576949287603e-41,0.404394503404281,0.306,0.05,3.69856751667547e-37,"foregut","Arhgap8"
"Ptprf.4",3.00667160964009e-41,1.01936669287043,0.949,0.738,7.69166731178128e-37,"foregut","Ptprf"
"Dio3",4.04349976838491e-41,0.456310691754593,0.21,0.024,1.03440811074823e-36,"foregut","Dio3"
"Tpm1.8",6.46923329339396e-41,0.306897054014479,1,0.954,1.65495926111604e-36,"foregut","Tpm1"
"Gramd1b",8.81594338275482e-41,0.422907815504984,0.255,0.037,2.25529463617634e-36,"foregut","Gramd1b"
"Fam107b.1",9.24580985137311e-41,0.725025852941698,0.592,0.186,2.36526307617827e-36,"foregut","Fam107b"
"Amot.7",9.71771381009913e-41,1.26133910254675,0.764,0.336,2.48598554689956e-36,"foregut","Amot"
"Fn1.11",2.87624773240897e-40,1.19687872177848,0.968,0.701,7.35801694904863e-36,"foregut","Fn1"
"Tacstd2.1",3.20966132462296e-40,0.465902369038388,0.312,0.053,8.21095560065047e-36,"foregut","Tacstd2"
"Rab37",8.1857835049933e-40,0.374130681179264,0.268,0.04,2.09408713624739e-35,"foregut","Rab37"
"Slc39a5",1.94423030142483e-39,0.405149295905308,0.14,0.011,4.97372995710499e-35,"foregut","Slc39a5"
"Krtcap3.1",2.32893135405144e-39,0.732493797282558,0.599,0.197,5.9578721899344e-35,"foregut","Krtcap3"
"Vegfa.3",2.85049770781256e-39,0.982958084523925,0.752,0.348,7.2921432361261e-35,"foregut","Vegfa"
"Arhgef5",3.35161433902249e-39,0.387283905774263,0.318,0.057,8.57409980208733e-35,"foregut","Arhgef5"
"Myl6.9",4.11831003793388e-39,0.423652947197875,1,1,1.05354607390425e-34,"foregut","Myl6"
"Mrfap1.1",6.84647228375991e-39,-0.464817319404198,1,1,1.75146453963146e-34,"foregut","Mrfap1"
"Fth1.10",7.88964711833532e-39,0.786524965279775,1,1,2.01832952581254e-34,"foregut","Fth1"
"Fxyd3",1.29755320144815e-38,0.318894004109228,0.21,0.026,3.31940059994466e-34,"foregut","Fxyd3"
"Tle5.9",1.35928712062278e-38,0.963810909116056,0.911,0.518,3.47732831197719e-34,"foregut","Tle5"
"Palm3.5",1.49844110710956e-38,0.839928875244573,0.522,0.154,3.83331204020767e-34,"foregut","Palm3"
"S100g",2.1629166314244e-38,0.562954634019912,0.108,0.006,5.53317332650991e-34,"foregut","S100g"
"Misp3",2.55475011139995e-38,0.503878595561636,0.172,0.017,6.53556173498334e-34,"foregut","Misp3"
"Ptma.1",3.06037117704997e-38,-0.307869958069167,1,1,7.82904154512924e-34,"foregut","Ptma"
"Ppia.1",5.66305384548841e-38,-0.287384082379529,1,1,1.44872243475284e-33,"foregut","Ppia"
"Zeb2.10",6.06336535814523e-38,-1.19266638448685,0.102,0.646,1.55113012592071e-33,"foregut","Zeb2"
"Atp7b",8.24075365629746e-38,0.402090300756706,0.338,0.066,2.10814960035402e-33,"foregut","Atp7b"
"Klc3.2",9.66312373810207e-38,0.572317705753843,0.382,0.085,2.47202031468127e-33,"foregut","Klc3"
"Ptn.11",1.00455796631671e-37,-2.77877082790908,0.631,0.87,2.5698601894314e-33,"foregut","Ptn"
"Tcf7l2.4",4.48102951425808e-37,0.961489510843952,0.783,0.402,1.1463369703375e-32,"foregut","Tcf7l2"
"Marveld2.1",6.32183014364319e-37,0.481438718959869,0.369,0.08,1.6172505873468e-32,"foregut","Marveld2"
"Six1.9",1.06068746985737e-36,0.979935405034732,0.586,0.189,2.71345068538913e-32,"foregut","Six1"
"Cdcp1.1",1.2780898881483e-36,0.309680362560463,0.242,0.036,3.26960955186097e-32,"foregut","Cdcp1"
"Tpd52.8",1.75697525037932e-36,0.88500835361159,0.847,0.444,4.49469408552038e-32,"foregut","Tpd52"
"Tgfb2.8",2.36280091983476e-36,0.971412548858576,0.637,0.227,6.04451731312128e-32,"foregut","Tgfb2"
"Ildr1",4.54669469046106e-36,0.290137946014754,0.172,0.019,1.16313543571375e-31,"foregut","Ildr1"
"Tspan7.2",5.79597520254197e-36,1.02329087206815,0.796,0.456,1.48272637631429e-31,"foregut","Tspan7"
"Cystm1.7",6.18224551230218e-36,0.873955263116217,0.637,0.233,1.58154204695714e-31,"foregut","Cystm1"
"App.9",6.82307941720079e-36,0.946545413046887,0.924,0.62,1.74548017650831e-31,"foregut","App"
"Hoxb2.9",8.24466986157207e-36,-1.54871991855929,0.21,0.693,2.10915144398737e-31,"foregut","Hoxb2"
"Rassf9.1",9.3743417188656e-36,0.271290467792137,0.21,0.028,2.3981440985202e-31,"foregut","Rassf9"
"Anxa4",1.17395373300738e-35,0.324623978759606,0.229,0.033,3.00320843977948e-31,"foregut","Anxa4"
"Retreg1",2.04172539534387e-35,0.415100381450847,0.293,0.054,5.22314190636868e-31,"foregut","Retreg1"
"Ripply3.1",2.33276880648346e-35,0.490818029780196,0.35,0.073,5.96768916074598e-31,"foregut","Ripply3"
"Myh9.6",2.48954937145324e-35,0.931057837339464,0.86,0.538,6.36876520205167e-31,"foregut","Myh9"
"Hsp90b1.6",4.71013195917347e-35,0.697020383094216,1,1,1.20494595779576e-30,"foregut","Hsp90b1"
"Ctsz.3",5.34170096645489e-35,0.858934473324411,0.987,0.927,1.36651394123849e-30,"foregut","Ctsz"
"Tex264.2",5.68024699168882e-35,0.618682359481387,0.554,0.183,1.45312078541383e-30,"foregut","Tex264"
"Rpl4.1",7.70130892331755e-35,-0.307095754016299,1,1,1.9701488487631e-30,"foregut","Rpl4"
"Pcbd1.4",8.10780633396581e-35,1.0535168466779,0.892,0.546,2.07413901635513e-30,"foregut","Pcbd1"
"Arf5.5",8.97323124961259e-35,0.538898406974038,1,1,2.29553201827589e-30,"foregut","Arf5"
"Dmrt3",3.01999112258846e-34,0.252704094466164,0.185,0.022,7.7257412898058e-30,"foregut","Dmrt3"
"Slc2a1.9",3.0646419744772e-34,0.977464053514339,1,0.987,7.83996709910758e-30,"foregut","Slc2a1"
"Tmem238.1",3.57005957535797e-34,0.53088325325619,0.459,0.127,9.13292640568077e-30,"foregut","Tmem238"
"Dennd1c.1",5.7734031119953e-34,0.28447510210824,0.217,0.031,1.47695198411064e-29,"foregut","Dennd1c"
"Agtr1a",5.83303055723297e-34,0.42443534102003,0.255,0.043,1.49220587715134e-29,"foregut","Agtr1a"
"Cthrc1.6",6.38691310520265e-34,1.07940829454567,0.752,0.393,1.63390011057294e-29,"foregut","Cthrc1"
"Spon2.1",6.57957803620097e-34,0.298774936351518,0.191,0.024,1.68318765322093e-29,"foregut","Spon2"
"Nkx2-5",8.76794351009361e-34,0.719518277193076,0.312,0.062,2.24301530875215e-29,"foregut","Nkx2-5"
"Spint1.8",8.86690928844127e-34,0.850244579734271,0.815,0.394,2.26833273416905e-29,"foregut","Spint1"
"Igfbp2.8",1.43319196002703e-33,1.16774426694206,0.955,0.785,3.66639167214114e-29,"foregut","Igfbp2"
"Gipc2",1.47862843845703e-33,0.589104954863835,0.268,0.048,3.78262727126079e-29,"foregut","Gipc2"
"Mycn.6",1.95722767582616e-33,-1.06480592433663,0.554,0.885,5.00697984029848e-29,"foregut","Mycn"
"Col4a1.7",2.08648312126383e-33,1.18145550314829,0.873,0.55,5.33764112081713e-29,"foregut","Col4a1"
"Rab4a.4",2.1252566895228e-33,0.932653398716543,0.809,0.477,5.43683166313722e-29,"foregut","Rab4a"
"Ppa1.2",3.05855894859891e-33,-0.526975120782714,1,1,7.82440550230572e-29,"foregut","Ppa1"
"Grb7.8",4.30461504687282e-33,0.771826878086939,0.771,0.345,1.101206621291e-28,"foregut","Grb7"
"Malat1.6",4.62390853725746e-33,0.912746327600273,1,1,1.1828882820012e-28,"foregut","Malat1"
"Itm2b.8",4.69244762961784e-33,0.802743499930506,0.949,0.871,1.20042195260884e-28,"foregut","Itm2b"
"H2az1.2",2.73549097029918e-32,-0.300844681515977,1,1,6.99793300021936e-28,"foregut","H2az1"
"Grb10.5",2.906469041553e-32,0.837080120535824,0.994,0.969,7.43532910210088e-28,"foregut","Grb10"
"Cep170b.1",3.67000446600727e-32,0.426101136206806,0.427,0.112,9.38860542493979e-28,"foregut","Cep170b"
"Set.3",4.61571969950479e-32,-0.408615993058364,1,1,1.18079341352732e-27,"foregut","Set"
"Socs2.7",4.65177529791518e-32,1.35540232582017,0.739,0.438,1.19001715671266e-27,"foregut","Socs2"
"Klk8.5",7.13079994503e-32,0.918481708642875,0.898,0.634,1.82420124193757e-27,"foregut","Klk8"
"Plekhg3.1",8.18204095875476e-32,0.602317066290686,0.503,0.164,2.09312971806864e-27,"foregut","Plekhg3"
"Rarb.7",9.06256645763481e-32,0.834996806035335,0.586,0.22,2.31838575119214e-27,"foregut","Rarb"
"Ypel2",2.91503101888682e-31,0.440429383913792,0.318,0.069,7.45723235251627e-27,"foregut","Ypel2"
"Il13ra1",3.33011339481761e-31,0.277741553927208,0.197,0.028,8.51909608662242e-27,"foregut","Il13ra1"
"Nhp2.1",3.50826522127527e-31,-0.522017666769369,1,1,8.9748440890664e-27,"foregut","Nhp2"
"Hpn.1",4.58532758465304e-31,0.416520363161772,0.325,0.072,1.17301850270594e-26,"foregut","Hpn"
"Dstn.10",4.64236166382536e-31,0.394044920426653,1,0.999,1.1876089608398e-26,"foregut","Dstn"
"Phldb2.3",7.31312449740265e-31,0.76703121148529,0.72,0.342,1.87084350892555e-26,"foregut","Phldb2"
