"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Nmt2",9.60691725164679e-71,0.472727040500504,0.795,0.642,2.45764157131628e-66
"Mrto4",9.72184755643895e-71,-0.279994951799962,0.998,0.998,2.48704304188821e-66
"Mrpl28",1.7189386361926e-70,-0.269582421157236,0.995,0.999,4.3973888191079e-66
"Bcl10",2.04326301036839e-70,0.446685024105891,0.851,0.755,5.22707543312441e-66
"Tpi1",2.27644632686585e-70,-0.324512062797486,1,1,5.82360499338821e-66
"Hmga2",4.59150898509638e-70,0.396462662894689,0.998,0.992,1.17459982856735e-65
"Unc119",1.16806862290156e-69,-0.404623122743248,0.789,0.899,2.98815315110676e-65
"Ddx39",1.36869084094746e-69,-0.263283735236837,1,1,3.5013849093118e-65
"Timm10b",1.51609917484438e-69,-0.378354258872385,0.898,0.961,3.87848490908689e-65
"Gm9761",2.16265717259993e-69,-0.297536192384482,0.171,0.38,5.53250957894514e-65
"Exosc8",1.76299836202703e-68,-0.28875318717858,0.992,0.999,4.51010240973755e-64
"Tmsb10",2.37452166694451e-68,0.294621626808893,1,1,6.07450132837744e-64
"Hspa8",2.49644489641565e-68,0.255163653845695,1,1,6.38640533401052e-64
"Gars",2.63657973632247e-68,0.362620199626677,0.986,0.953,6.74489828146014e-64
"Slc25a36",2.87431925974932e-68,0.460671026218492,0.651,0.464,7.3530835302907e-64
"Pdia6",4.4530928846296e-68,-0.2612838806913,1,1,1.13919022174594e-63
"Mcm2",6.9865405888819e-68,0.398253555697507,0.911,0.818,1.78729681344777e-63
"Ndufb10",9.67669571796194e-68,-0.269783631583695,0.996,0.999,2.47549229856902e-63
"Eif3a",1.15023872719814e-67,0.285098443019935,1,0.999,2.94254071191827e-63
"Acin1",1.50529386729149e-67,0.325784587331283,0.996,0.993,3.85084277130509e-63
"Sdhd",1.5848736358446e-67,-0.319834224716084,0.972,0.989,4.05442373521765e-63
"Rpl7l1",1.861158964846e-67,-0.297180280576484,0.989,0.996,4.76121686386905e-63
"Ap2a2",2.64044445411156e-67,0.494599409197301,0.754,0.633,6.75478500250819e-63
"Wdr83os",4.6010868411155e-67,-0.29286883001689,0.977,0.994,1.17705003569417e-62
"Cnbp",5.00517259391525e-67,-0.260233306454017,1,1,1.2804232529754e-62
"Asnsd1",6.51706683775611e-67,0.419575942174995,0.82,0.679,1.66719603843477e-62
"Sf3a3",7.87561353215219e-67,-0.276591169563268,0.99,0.997,2.01473945379517e-62
"Dmac1",9.96004326919171e-67,-0.326327316075984,0.873,0.953,2.54797826912462e-62
"Arl1",1.09233419000209e-66,-0.300231143181555,0.973,0.988,2.79440932486335e-62
"Gmps",1.11080475596078e-66,-0.269472837754475,0.996,1,2.84166072669888e-62
"Glod4",1.22891696530819e-66,-0.317158846518973,0.937,0.976,3.14381538065142e-62
"Rad51",1.63449688376075e-66,0.40294885070361,0.939,0.871,4.18136992803675e-62
"Ube2d2a",1.84648338537031e-66,0.2973214677213,0.999,0.998,4.72367379645432e-62
"Lsm14a",1.9376830558628e-66,0.399619932476214,0.861,0.744,4.95698079350821e-62
"Commd6",2.49221167729319e-66,-0.335868872684902,0.858,0.949,6.37557591285143e-62
"Ptbp2",7.53832838421894e-66,0.404576028576105,0.938,0.871,1.92845516725089e-61
"Jund",1.18817565879765e-65,0.48635817126371,0.971,0.927,3.03959097033616e-61
"Gm8399",1.20811937827494e-65,-0.326680454129315,0.287,0.515,3.09061099350295e-61
"Rab18",1.29982039153907e-65,0.347873335264088,0.97,0.931,3.32520052563526e-61
"Wbp11",1.32392358789944e-65,0.414179176417973,0.979,0.962,3.38686132256434e-61
"Unc50",1.58152557501718e-65,-0.350808856165225,0.8,0.913,4.04585872600895e-61
"Psmg1",2.44525297246003e-65,-0.280878270850247,0.979,0.995,6.25544615414724e-61
"Cdca7",2.47937745646265e-65,0.407365179797162,0.976,0.948,6.34274340912276e-61
"Canx",2.75188752891258e-65,0.311848750376406,0.999,0.999,7.03987867646417e-61
"Rbbp9",3.04578102508368e-65,-0.36929253300902,0.441,0.666,7.79171701836908e-61
"Coa3",3.05428838297458e-65,-0.26504631046956,0.993,0.999,7.81348054132556e-61
"Ola1",4.27093076882982e-65,-0.2803784624712,0.998,0.999,1.09258950928204e-60
"Snrnp27",6.2938106349276e-65,0.363322885331887,0.978,0.951,1.61008263662718e-60
"Scd2",7.47992670633041e-65,0.444220288224948,0.928,0.85,1.91351485001344e-60
"Tpr",7.68700585407243e-65,-0.25975345281583,0.999,1,1.96648983758881e-60
"Aldoa",8.62066899963902e-65,-0.263852797323883,1,1,2.20533954348765e-60
"Cebpz",1.1170180689977e-64,0.418275555478013,0.974,0.957,2.85755562410991e-60
"Nudt2",1.16094568511151e-64,-0.359836219646126,0.708,0.865,2.96993125165228e-60
"Brk1",1.52301383789311e-64,-0.261400866389984,0.991,0.998,3.89617400009815e-60
"Eif4g1",1.85511826716465e-64,0.353833410950348,0.998,0.993,4.74576355106061e-60
"Lmnb1",2.35943429617506e-64,0.294284989092112,0.999,0.993,6.03590481647503e-60
"1700123O20Rik",2.4318997811241e-64,-0.320416659344427,0.874,0.947,6.22128602007166e-60
"Ppil4",2.62775432740338e-64,-0.357240424470264,0.73,0.873,6.72232112036332e-60
"Zfp207",2.92700379271633e-64,0.311170067096133,0.993,0.984,7.48786110252692e-60
"Mir17hg",7.60381488439662e-64,0.494955751498406,0.702,0.551,1.94520792372634e-59
"Dera",1.51514953921476e-63,-0.358089463117329,0.8,0.908,3.87605555121919e-59
"Hif1a",1.93613187021534e-63,0.496108063843551,0.931,0.9,4.95301255038487e-59
"Kdm6b",2.34880652520047e-63,0.487949261859719,0.735,0.582,6.00871685276784e-59
"Sec62",4.34324796639077e-63,0.394901374395758,0.973,0.936,1.11108969476209e-58
"Uhrf1",5.39777064363315e-63,0.401103075861167,0.953,0.896,1.38085768605423e-58
"Yae1d1",5.89083977697312e-63,-0.303670017375366,0.909,0.968,1.50699463174526e-58
"Rrm2",8.99337253216339e-63,0.369096526545506,0.997,0.987,2.30068456117804e-58
"Timm17b",9.32310777346056e-63,-0.309533270183641,0.924,0.975,2.38503743060668e-58
"Pum2",1.23806881592962e-62,0.384382596964236,0.887,0.802,3.16722764491116e-58
"Uchl5",1.24483033381161e-62,-0.328879288284363,0.899,0.959,3.18452495995686e-58
"Tmem160",1.29777922958884e-62,-0.33884423671864,0.938,0.978,3.31997882513416e-58
"Mrpl41",1.60358541537648e-62,-0.340142906618931,0.863,0.945,4.10229220961612e-58
"Pet100",1.6145887668502e-62,0.467361193233373,0.806,0.733,4.13044098335619e-58
"Actr2",1.82272157775085e-62,0.378672123690757,0.933,0.887,4.66288634020221e-58
"Erh",3.14284115809089e-62,0.263345985981614,1,1,8.04001625062813e-58
"Rpl19-ps11",5.28551287553999e-62,-0.339251147644505,0.598,0.796,1.35213990382064e-57
"Marcks",7.57627104835051e-62,0.401811841961017,0.996,0.978,1.93816165958903e-57
"Suclg1",7.90963684742099e-62,-0.254958866674472,0.997,0.999,2.02344329830724e-57
"Csnk2b",1.22236534270372e-61,-0.253910647358413,0.99,0.996,3.12705501970466e-57
"Lrrc8a",2.15488116365095e-61,0.451553914077014,0.61,0.422,5.51261699285185e-57
"Nop58",2.8301576820459e-61,0.386033940097581,1,0.999,7.24010938220983e-57
"Uchl3",2.9470500033596e-61,-0.268729563645221,0.996,0.998,7.53914331859453e-57
"Fosb",5.04272926538255e-61,0.642264097271522,0.554,0.366,1.29003100067016e-56
"Tspan6",5.78020006570422e-61,-0.300688758978393,0.978,0.984,1.47869078080845e-56
"Pkig",6.04938341313784e-61,-0.310837338323939,0.915,0.965,1.54755326474892e-56
"Mettl9",1.04981404245971e-60,-0.258809488792675,0.997,0.999,2.68563428342043e-56
"H2ac20",2.48010095507035e-60,-0.439251789085474,0.304,0.512,6.34459426326098e-56
"Egr4",3.13439915096776e-60,0.401780903758043,0.213,0.039,8.01841990800571e-56
"Eif1a",4.88741566024774e-60,0.348826825274678,0.995,0.987,1.25029867420458e-55
"Klhl9",5.4008853933029e-60,0.404550173268018,0.866,0.785,1.38165450131475e-55
"Gm43712",5.57941307198188e-60,-0.33154530851061,0.481,0.7,1.42732545207441e-55
"Supt4a",5.7859351222973e-60,-0.254343858734233,0.997,0.999,1.48015792298609e-55
"Pstk",6.75571440913578e-60,-0.334683686128699,0.66,0.834,1.72824686014511e-55
"Polr2c",1.02337128139631e-59,-0.266734238008871,0.987,0.999,2.61798841206804e-55
"Med1",1.18690317401714e-59,0.397307136081381,0.785,0.663,3.03633569977065e-55
"Cox7a2l",1.3217811311788e-59,-0.272746877309193,0.993,0.997,3.3813804897816e-55
"Tmem147",1.57898511442567e-59,-0.317770613615227,0.92,0.966,4.03935971972375e-55
"Nisch",1.62033973530162e-59,0.41413207329444,0.966,0.936,4.14515311084861e-55
"Prelid2",1.72494766320959e-59,-0.44636456828375,0.681,0.826,4.41276111202278e-55
"Pdcd11",1.82307293477439e-59,0.536389926764566,0.8,0.736,4.66378518173984e-55
"Uqcrc2",2.45249548501235e-59,-0.252986889638701,0.989,0.998,6.2739739497586e-55
"H3c11",2.61796612843474e-59,-0.308560100788781,0.153,0.336,6.69728094976174e-55
"Actn1",3.48341458301755e-59,0.412963662901175,0.88,0.789,8.9112711862755e-55
"Jtb",4.14288599681031e-59,-0.332107278707092,0.751,0.88,1.05983309570401e-54
"Gipc1",4.1656761108777e-59,-0.348194939063118,0.734,0.879,1.06566326268473e-54
"Znhit3",8.16551582584403e-59,-0.304117569257506,0.914,0.973,2.08890225856742e-54
"Phip",9.95082351487375e-59,0.376212509150713,0.954,0.902,2.545619671575e-54
"Bckdhb",1.29495547514316e-58,-0.331545618531358,0.494,0.702,3.31275509651124e-54
"Hsd17b10",1.51906467219805e-58,-0.261406854285417,0.996,0.998,3.88607124441705e-54
"Nsa2",4.5739072318257e-58,0.324411493205035,0.998,0.998,1.17009694804565e-53
"Rpn1",5.0784120849271e-58,0.490351931432629,0.911,0.876,1.29915937956605e-53
"Ppa2",5.10074830862989e-58,-0.330611999237956,0.872,0.948,1.3048734323137e-53
"Ppp1r7",5.33797813043589e-58,-0.328151412320692,0.855,0.939,1.36556156532811e-53
"Got1",6.3282505824939e-58,-0.341064023136771,0.731,0.868,1.61889306401359e-53
"Etfb",7.23300001689625e-58,-0.304450700495401,0.95,0.987,1.8503460643224e-53
"Prxl2b",1.06030984673231e-57,-0.326055202436834,0.389,0.604,2.71248464991059e-53
"Dpm3",1.11177583877591e-57,0.406709478440149,0.854,0.775,2.84414495075652e-53
"Hnrnph2",1.14896797781867e-57,0.382509617093309,0.873,0.787,2.93928988085573e-53
"Lbr",1.28104763156634e-57,0.414751757590348,0.841,0.732,3.27717605107301e-53
"Slc25a4",2.05589541424896e-57,-0.372888536030676,0.999,1,5.2593916487317e-53
"Snx5",2.39619820673853e-57,0.272634654603944,0.998,0.996,6.1299542524785e-53
"Eif4e",2.51366186425864e-57,0.254892540821472,1,0.999,6.43044978114645e-53
"Pdcd4",2.54853185271783e-57,0.531095655216164,0.757,0.633,6.51965418562275e-53
"Tubb4b",3.05784552263455e-57,-0.30240367082886,1,1,7.82258041600372e-53
"Fubp3",3.60036451936408e-57,0.391731296822053,0.77,0.64,9.2104525134372e-53
"Arid1a",3.75590636969236e-57,0.347828871550525,0.963,0.914,9.60835967494698e-53
"Cops4",3.7858183464174e-57,-0.256120463677866,0.982,0.999,9.684880493805e-53
"Tcf3",4.35658102975501e-57,0.311907750977064,0.986,0.967,1.11450055903193e-52
"H2ax",4.60756109590092e-57,-0.304296184368061,0.998,0.999,1.17870627955337e-52
"Rap1b",6.95726034276875e-57,0.317157243629385,0.967,0.919,1.7798063408871e-52
"Sra1",1.24394234683088e-56,-0.29939747115702,0.947,0.979,3.18225331166277e-52
"Mrpl51",1.3634549529037e-56,-0.255072560751725,0.994,0.999,3.48799046051824e-52
"Brd4",2.01001525729275e-56,0.326463010667766,0.951,0.904,5.1420210312063e-52
"Hdac2",2.13763986567514e-56,0.31744911471411,0.979,0.952,5.46851030437015e-52
"Med10",2.19537061228783e-56,-0.262332447097058,0.98,0.995,5.61619710035473e-52
"H1f1",2.29999197110263e-56,-0.485303872294569,0.468,0.668,5.88383946047474e-52
"Mettl23",4.28341590649643e-56,-0.319678094937685,0.787,0.906,1.09578345719992e-51
"Pepd",6.12615189768516e-56,-0.316533595374805,0.647,0.822,1.56719217846582e-51
"Cyba",6.15682533099375e-56,-0.425164015303921,0.825,0.909,1.57503905617482e-51
"Psmd2",9.69246295576858e-56,0.273078654987607,0.996,0.99,2.47952587334472e-51
"Echs1",1.04027228727898e-55,-0.282584450585324,0.961,0.981,2.66122456531709e-51
"Dctn3",1.55414122561675e-55,-0.252449349966177,0.982,0.997,3.97580408337276e-51
"Slc25a33",1.59214605304006e-55,-0.346935526158848,0.43,0.637,4.07302803288708e-51
"Esco2",1.88981765915236e-55,-0.36402884721112,0.585,0.753,4.83453153564356e-51
"1810058I24Rik",1.93578172274362e-55,-0.268355881537466,0.994,0.998,4.95211680312272e-51
"Hspd1-ps3",2.20208796493529e-55,-0.317911532846754,0.406,0.618,5.63338143189746e-51
"Grhpr",2.81827428487562e-55,-0.365174845331851,0.888,0.936,7.20970927556881e-51
"Tm2d3",3.21207296254966e-55,-0.320418283709082,0.792,0.92,8.21712505279453e-51
"Ipo5",4.08829054910483e-55,0.363674729594289,0.984,0.968,1.045866488272e-50
"H2bc14",4.31621911679572e-55,-0.305836106892821,0.268,0.477,1.10417517445868e-50
"Enah",4.54166420631934e-55,0.378568934724868,0.926,0.875,1.16184853726061e-50
"Ebna1bp2",6.35417723679219e-55,-0.256006662853664,0.998,0.999,1.62552562071618e-50
"Fer",1.19866032638451e-54,-0.303682035277252,0.378,0.594,3.06641284695686e-50
"Pitrm1",1.45827935775655e-54,-0.373849075894933,0.684,0.845,3.73057025301281e-50
"Slc4a7",1.55696308292171e-54,0.489412564855795,0.74,0.64,3.98302295873032e-50
"Maip1",1.81581756580694e-54,-0.318755322847439,0.722,0.871,4.6452244968473e-50
"Klf6",2.4967075657433e-54,0.562656644314179,0.589,0.406,6.38707729468451e-50
"Snrnp70",2.99719285910372e-54,0.263416305101181,1,0.999,7.66741877215913e-50
"Dap3",7.18173415608051e-54,-0.28229071055501,0.942,0.978,1.83723123180852e-49
"Rrbp1",8.39398009829143e-54,0.464276223205619,0.966,0.944,2.14734798874491e-49
"H1f4",3.21516378683823e-53,-0.521100182828441,0.754,0.847,8.22503199948955e-49
"Actn4",3.30002722467162e-53,0.374880214117635,0.922,0.858,8.44212964615493e-49
"Orc6",6.95663080081131e-53,-0.287193300138058,0.991,0.997,1.77964529146355e-48
"Flywch1",1.00741318233705e-52,0.379017141296432,0.774,0.644,2.57716440305463e-48
"Dtl",1.02576742886506e-52,0.400132752019091,0.85,0.738,2.62411823652261e-48
"B230118H07Rik",1.1788329362112e-52,-0.331626756341709,0.516,0.706,3.0156904174155e-48
"Rab26os",1.22717218576868e-52,0.431202350984009,0.394,0.203,3.13935188563343e-48
"Septin11",1.2552020221724e-52,0.32652176135264,0.987,0.962,3.21105781312144e-48
"Btg1",1.28637783643495e-52,0.439592972967963,0.816,0.695,3.29081178116788e-48
"Stag1",1.49934314316266e-52,0.410329631481476,0.893,0.867,3.83561962883873e-48
"Tmem134",1.70159345351347e-52,-0.303681639163219,0.778,0.893,4.35301637277815e-48
"Rrn3",2.02030963772541e-52,0.39570556586649,0.773,0.657,5.16835611522913e-48
"Lamtor4",2.91391127738623e-52,-0.298457919869211,0.862,0.943,7.45436782980945e-48
"Cd320",2.98187020312573e-52,-0.300971184295795,0.916,0.967,7.62822035363624e-48
"Asf1a",3.02416926308337e-52,-0.284783707753428,0.954,0.983,7.73642980881989e-48
"Klf2",3.37174545293836e-52,0.46137718170259,0.292,0.11,8.6255992177069e-48
"Snrnp25",3.41534451493383e-52,-0.301004631221691,0.919,0.965,8.73713433810371e-48
"Egr3",3.78083754178033e-52,0.32833899474176,0.192,0.036,9.67213859938245e-48
"Mir703",4.1050013511952e-52,-0.318269555586716,0.678,0.83,1.05014144566276e-47
"Cnot6",4.40206261114274e-52,0.397057101628704,0.821,0.733,1.12613565718254e-47
"Fam133b",4.68975217020413e-52,0.368989481710182,0.926,0.887,1.19973240018162e-47
"Mrps5",5.9998164451384e-52,0.375508727087071,0.922,0.899,1.53487304299531e-47
"Prtg",6.32835145752769e-52,0.307934079820951,0.999,0.991,1.61891886986473e-47
"Mrps10",7.78564342318576e-52,-0.308828716462334,0.812,0.913,1.99172330051938e-47
"Magohb",9.81928540749255e-52,-0.295194863244723,0.898,0.955,2.51196959294474e-47
"Igf2bp2",1.06671080469176e-51,0.349275489318562,0.95,0.919,2.72885958056246e-47
"Psmd10",1.18864364872273e-51,-0.307789141075441,0.665,0.827,3.04078818216249e-47
"Idh2",1.44402603955107e-51,-0.3078442305905,0.979,0.987,3.69410741437955e-47
"Notch2",1.48679223528079e-51,0.554253707362184,0.537,0.368,3.80351189629532e-47
"Wdr89",1.64947967126552e-51,0.446259087754717,0.821,0.77,4.21969889503145e-47
"Wdr36",2.67895994747483e-51,-0.327299834225174,0.748,0.878,6.85331533763011e-47
"Tuba1a",3.10068208338469e-51,-0.337341424736876,0.996,0.994,7.93216490571471e-47
"Eef1akmt1",3.32747083457079e-51,-0.285697380994234,0.927,0.97,8.51233588899901e-47
"Wnk1",3.8870197555834e-51,0.350666710183136,0.885,0.818,9.94377393873346e-47
"Amotl2",4.15536181932722e-51,0.425351924329294,0.674,0.509,1.06302466062029e-46
"Rfc4",5.09607117904218e-51,-0.272798938755911,0.972,0.985,1.30367692902257e-46
"Nufip1",5.95180525478845e-51,-0.312789482260512,0.816,0.905,1.52259082027998e-46
"Decr1",5.95287079098648e-51,-0.333900102118396,0.552,0.737,1.52286340575016e-46
"Rbfox2",6.55714532546044e-51,0.359836627557902,0.872,0.774,1.67744891715929e-46
"Flna",7.29667969563927e-51,0.431423842284735,0.84,0.757,1.86663659973844e-46
"Erlec1",1.383283510939e-50,-0.305726757100768,0.494,0.694,3.53871587768415e-46
"Nck1",1.66755325223132e-50,0.385625144360483,0.801,0.719,4.26593472985816e-46
"Mrpl55",1.73971587529575e-50,-0.261885738816342,0.944,0.979,4.45054115218158e-46
"Ddx21",2.64694475001895e-50,0.52636510282702,0.947,0.929,6.77141405949848e-46
"Sod2",3.26320788528824e-50,-0.300973925086761,0.934,0.971,8.34793841214438e-46
"Ier2",5.99854713820839e-50,0.425949459964003,0.973,0.944,1.53454832889647e-45
"Rnf44",6.10503798420597e-50,0.360732261692994,0.739,0.615,1.56179081711957e-45
"Rps15a-ps5",6.19172972744718e-50,-0.267098830080425,0.298,0.498,1.58396829887554e-45
"Cdk2ap1",8.24759769388257e-50,-0.256704584602095,0.966,0.982,2.10990044204904e-45
"Xist",8.96532948021142e-50,0.497805383588754,0.857,0.706,2.29351058762769e-45
"Nip7",1.32829570650275e-49,-0.255512117788637,0.995,0.998,3.39804607637534e-45
"Timm22",1.82249267015638e-49,-0.276008428841927,0.909,0.964,4.66230074879406e-45
"Hnrnpa2b1",2.45983395062128e-49,0.25782719813608,1,1,6.29274721247936e-45
"Gm49708",2.52142974134626e-49,-0.477939545023342,0.426,0.621,6.45032156431201e-45
"Ddb1",3.20382889800638e-49,0.305492726736865,0.979,0.951,8.19603508687992e-45
"Cdc123",3.48657249715977e-49,-0.253377232298743,0.968,0.989,8.91934976223412e-45
"Gstp1",3.75023241753542e-49,0.366110340763215,0.658,0.503,9.5938445705391e-45
"Mtch2",6.49210322659841e-49,0.287182655693254,0.975,0.952,1.6608098474284e-44
"Cmc1",8.82364614043978e-49,-0.297955549123385,0.448,0.645,2.2572651556473e-44
"Prrc2a",1.1104006674417e-48,0.314131880854493,0.949,0.9,2.84062698744935e-44
"Polr2b",1.16791690784157e-48,-0.28335135695284,0.793,0.926,2.98776503364031e-44
"Cyb5a",2.0867398397114e-48,-0.322585564851127,0.973,0.992,5.33829785794969e-44
"Anapc13",2.08715806287913e-48,0.30995569196007,0.972,0.956,5.33936775645738e-44
"Prim1",2.18016699520456e-48,-0.3223676669218,0.799,0.898,5.5773032071323e-44
"Lamp1",2.31612087401271e-48,0.254073509781433,0.998,0.993,5.92510041989932e-44
"Vkorc1",2.43389142006735e-48,-0.284437816626485,0.493,0.7,6.2263810308163e-44
"Map1lc3b",2.48755919355203e-48,-0.265209361193818,0.981,0.994,6.36367392894481e-44
"Pelp1",2.94712249121778e-48,0.33916062279494,0.852,0.76,7.53932875703333e-44
"Hnrnpll",3.54564550687516e-48,0.342157815596769,0.875,0.796,9.07047033568803e-44
"Galk1",3.6591984058429e-48,-0.334852325787035,0.952,0.982,9.36096136182731e-44
"Rpl36al",3.77488496715571e-48,0.339011525175999,0.995,0.997,9.65691072297774e-44
"Ctbp1",3.81520913801835e-48,0.283553449423721,0.986,0.971,9.76006801687855e-44
"Dek",5.98620113331583e-48,0.341960633020492,1,0.999,1.53138997392486e-43
"Tmem223",1.08833539596284e-47,-0.349232988516224,0.812,0.896,2.78417960995213e-43
"Gsta4",1.11853304325623e-47,-0.388815902273446,0.918,0.958,2.86143123125809e-43
"Mpc2",1.20926479177053e-47,-0.318615049078951,0.543,0.725,3.09354119030736e-43
"Mrps28",1.24095598980661e-47,-0.262212876562379,0.948,0.977,3.17461361312327e-43
"Kmt2d",1.33785145749636e-47,0.386069634845882,0.547,0.374,3.4224915985672e-43
"Nup93",1.41960614522716e-47,0.332030197892135,0.799,0.693,3.63163644072013e-43
"Mrps17",1.57455163068307e-47,-0.260548082464516,0.967,0.992,4.02801798161344e-43
"Nsmce2",1.61374763851193e-47,-0.260320183869023,0.938,0.979,4.12828920884121e-43
"Tdg",2.07940090550535e-47,0.344659854997077,0.925,0.892,5.3195233964638e-43
"Snhg12",2.58510397609176e-47,0.403320358225174,0.931,0.878,6.61321299163793e-43
"Nubp1",3.21996867229668e-47,-0.288524465717221,0.81,0.916,8.23732385746937e-43
"Cd63",4.97010528629324e-47,-0.418811362724274,0.88,0.944,1.27145233433954e-42
"Tmem97",5.50196920591198e-47,-0.321913690046616,0.89,0.942,1.4075137622564e-42
"Ppp1cb",5.69014139905917e-47,0.274669711463358,0.983,0.956,1.45565197270732e-42
"H4c9",7.16066783496129e-47,-0.318211445568958,0.634,0.799,1.8318420455398e-42
"Fam216a",7.91426309075253e-47,-0.319112909506641,0.697,0.842,2.02462678387631e-42
"Naxd",8.96670447620043e-47,-0.289731338928034,0.745,0.873,2.2938623391016e-42
"Timm21",1.29517264806255e-46,-0.289139987327632,0.799,0.905,3.31331066827362e-42
"BC005537",1.6325187541809e-46,0.360125169073304,0.764,0.653,4.17630947694558e-42
"Mrps22",1.89739272121949e-46,-0.297592292232481,0.736,0.867,4.8539100594237e-42
"Nxt1",2.2119854870209e-46,-0.27271064671465,0.956,0.975,5.65870127289688e-42
"Ythdf1",2.31784172332225e-46,0.332212867406835,0.888,0.817,5.92950269660299e-42
"Cpsf6",2.44746309354276e-46,0.284410086944064,0.973,0.95,6.26110008590109e-42
"Hars",3.14208800867657e-46,-0.292794235944897,0.761,0.871,8.03808954379639e-42
"Uhrf2",3.54031972369912e-46,0.320822697405033,0.919,0.854,9.05684591716709e-42
"Taf1b",3.84161230690502e-46,-0.268698052170624,0.358,0.555,9.82761260352443e-42
"Atp1a1",4.64023016332971e-46,0.325724027156713,0.901,0.805,1.18706368038301e-41
"Gm4332",9.39124999077877e-46,-0.277262970283934,0.817,0.916,2.40246957264102e-41
"Ccdc18",1.11864896493587e-45,-0.313605526587856,0.396,0.585,2.86172778209895e-41
"Coprs",1.18274411408072e-45,-0.287260233940552,0.775,0.886,3.0256959926413e-41
"Hsph1",1.97216984309486e-45,0.419161526017261,0.946,0.934,5.04520489260527e-41
"Pdap1",2.24923502502469e-45,0.36980233983584,1,1,5.75399304101817e-41
"Tsix",2.38080107708338e-45,0.31753280935911,0.253,0.092,6.0905653153947e-41
"Bcap31",2.4405533128404e-45,-0.255173207824846,0.975,0.992,6.24342348490831e-41
"Mak16",3.01015088190899e-45,-0.272339905882258,0.973,0.988,7.70056798609958e-41
"Atp23",3.31320421744093e-45,-0.278413750755124,0.402,0.603,8.47583902905738e-41
"Rps27rt",4.09139810992342e-45,0.380225194710787,0.753,0.669,1.04666146448061e-40
"Clic1",4.09775714124143e-45,-0.287050215684399,0.967,0.988,1.04828823187238e-40
"Ube2v2",6.1827928139596e-45,0.261360180530519,0.995,0.988,1.58168205766714e-40
"Ubqln2",7.27749561592912e-45,0.359415203997121,0.851,0.772,1.86172892846699e-40
"2010204K13Rik",9.95666597468378e-45,-0.299918505977701,0.698,0.837,2.54711428964361e-40
"Ogfod3",1.14765807296117e-44,-0.266681909372615,0.37,0.565,2.93593888224928e-40
"Coq2",1.94421519242362e-44,-0.283201187261314,0.747,0.864,4.97369130525811e-40
"Plgrkt",2.32374410992084e-44,-0.298937830379513,0.496,0.682,5.9446021819995e-40
"Cops2",3.49985368821962e-44,-0.261181547448974,0.945,0.982,8.95332570520343e-40
"Tpd52l1",4.1411604423076e-44,-0.344109889509094,0.435,0.619,1.05939166435113e-39
"Impad1",8.50528883905057e-44,0.31355287131692,0.896,0.822,2.17582299080592e-39
"Nit2",8.92651886531045e-44,-0.287490107547762,0.713,0.85,2.28358205612372e-39
"Gm6563",9.40778654030934e-44,-0.286347788830839,0.529,0.71,2.40669995274194e-39
"Gins4",1.15868470124353e-43,-0.274657252265599,0.814,0.903,2.96414720272121e-39
"Nrbf2",1.16068238439035e-43,-0.25097406025027,0.324,0.513,2.96925767574739e-39
"mt-Atp8",1.19026974133224e-43,-0.31403321579815,0.675,0.835,3.04494805227614e-39
"Ube2e1",1.32074773157313e-43,-0.268192203894573,0.93,0.969,3.37873684691038e-39
"Cfl2",1.37258244541308e-43,0.30493641558592,0.972,0.956,3.51134041185575e-39
"Smarca4",1.79101221354072e-43,0.301207734578189,0.966,0.942,4.58176744467986e-39
"Smarca5",2.79037735708061e-43,0.282394404987308,1,0.999,7.13834335488362e-39
"Prpf38b",2.85667631164955e-43,0.30570477631936,0.974,0.945,7.30794934046188e-39
"Mnd1",2.97007481421509e-43,-0.279935456319587,0.441,0.628,7.59804538972504e-39
"Fip1l1",3.04911829693924e-43,0.319816411580602,0.953,0.928,7.80025442722996e-39
"Rab1a",4.71550770601413e-43,0.302153559099968,0.909,0.848,1.20632118135254e-38
"Mri1",4.87766558221945e-43,-0.302251189872612,0.617,0.774,1.24780440924338e-38
"Ofd1",5.25193614045913e-43,-0.265413545559698,0.279,0.458,1.34355030345225e-38
"1300002E11Rik",5.72491338700338e-43,-0.25066876027222,0.287,0.471,1.4645473426632e-38
"Smim7",8.41413182285401e-43,-0.272513803011764,0.85,0.923,2.15250320292251e-38
"Prkra",9.62862657903889e-43,-0.28301794625086,0.852,0.916,2.46319525144973e-38
"Zmym4",1.5808951260358e-42,-0.269481574935012,0.829,0.939,4.04424591142478e-38
"Fkbp2",1.67381779402119e-42,-0.257419627046783,0.919,0.964,4.28196068066501e-38
"Fabp5",3.08116075151449e-42,-0.272311677799805,0.998,0.997,7.88222543452436e-38
"Foxn3",3.16807833685369e-42,0.3458915488603,0.799,0.69,8.10457800133911e-38
"Tmed2",4.41305835955599e-42,0.251819635248486,1,0.999,1.12894858954161e-37
"Mapk6",4.54971538568247e-42,0.363031846795923,0.718,0.613,1.16390818996529e-37
"Wdr26",4.64426695065627e-42,0.331183122475505,0.812,0.711,1.18809637131689e-37
"Tle4",5.04976893755141e-42,0.566330739578672,0.826,0.765,1.2918318896044e-37
"Luzp1",5.86368219744676e-42,-0.305894439875692,0.812,0.902,1.50004717975083e-37
